session_id,week,cohort,rank_1_listing_tier,budget_in_top5_pct,time_to_first_click_seconds,scroll_depth_pct,filters_applied,premium_filter_available
25642,9,DealSeeker,mid,0.554,15,0.452,0,False
25643,9,DealSeeker,mid,0.513,15,0.391,0,False
25644,9,DealSeeker,luxury,0.527,13,0.426,0,False
25645,9,DealSeeker,premium,0.524,16,0.416,0,False
25646,9,DealSeeker,premium,0.5,16,0.41,0,False
25647,9,DealSeeker,mid,0.552,13,0.427,0,False
25648,9,DealSeeker,mid,0.51,16,0.415,0,False
25649,9,DealSeeker,mid,0.523,12,0.442,0,False
25650,9,DealSeeker,mid,0.552,16,0.443,0,False
25651,9,DealSeeker,mid,0.546,13,0.39,0,False
25652,9,DealSeeker,luxury,0.544,12,0.402,0,False
25653,9,DealSeeker,mid,0.499,12,0.397,0,False
25654,9,DealSeeker,mid,0.524,17,0.451,0,False
25655,9,DealSeeker,mid,0.512,15,0.355,0,False
25656,9,DealSeeker,luxury,0.556,12,0.354,0,False
25657,9,DealSeeker,premium,0.539,12,0.367,0,False
25658,9,DealSeeker,mid,0.547,12,0.44,0,False
25659,9,DealSeeker,premium,0.521,15,0.447,0,False
25660,9,DealSeeker,premium,0.528,12,0.413,0,False
25661,9,DealSeeker,premium,0.522,17,0.445,0,False
25662,9,DealSeeker,mid,0.514,12,0.437,0,False
25663,9,DealSeeker,mid,0.528,17,0.431,0,False
25664,9,DealSeeker,mid,0.526,13,0.388,0,False
25665,9,DealSeeker,premium,0.554,12,0.403,0,False
25666,9,DealSeeker,premium,0.52,16,0.386,0,False
25667,9,DealSeeker,premium,0.515,17,0.353,0,False
25668,9,DealSeeker,mid,0.512,14,0.362,0,False
25669,9,DealSeeker,mid,0.548,16,0.407,0,False
25670,9,DealSeeker,mid,0.503,16,0.406,0,False
25671,9,DealSeeker,premium,0.519,13,0.368,0,False
25672,9,DealSeeker,mid,0.532,16,0.422,0,False
25673,9,DealSeeker,mid,0.518,16,0.375,0,False
25674,9,DealSeeker,mid,0.537,16,0.402,0,False
25675,9,DealSeeker,premium,0.505,15,0.42,0,False
25676,9,DealSeeker,mid,0.506,16,0.367,0,False
25677,9,DealSeeker,premium,0.51,16,0.36,0,False
25678,9,DealSeeker,mid,0.525,12,0.396,0,False
25679,9,DealSeeker,mid,0.554,17,0.427,0,False
25680,9,DealSeeker,mid,0.528,12,0.451,0,False
25681,9,DealSeeker,premium,0.554,14,0.365,0,False
25682,9,DealSeeker,premium,0.541,17,0.425,0,False
25683,9,DealSeeker,mid,0.51,13,0.416,0,False
25684,9,DealSeeker,luxury,0.53,14,0.408,0,False
25685,9,DealSeeker,premium,0.509,14,0.356,0,False
25686,9,DealSeeker,mid,0.519,13,0.381,0,False
25687,9,DealSeeker,mid,0.55,14,0.422,0,False
25688,9,DealSeeker,luxury,0.532,13,0.4,0,False
25689,9,DealSeeker,premium,0.551,13,0.395,0,False
25690,9,DealSeeker,mid,0.517,17,0.413,0,False
25691,9,DealSeeker,mid,0.531,13,0.363,0,False
25692,9,DealSeeker,mid,0.524,14,0.386,0,False
25693,9,DealSeeker,mid,0.511,12,0.42,0,False
25694,9,DealSeeker,mid,0.519,12,0.438,0,False
25695,9,DealSeeker,mid,0.539,11,0.407,0,False
25696,9,DealSeeker,premium,0.501,13,0.413,0,False
25697,9,DealSeeker,premium,0.545,14,0.359,0,False
25698,9,DealSeeker,mid,0.535,15,0.359,0,False
25699,9,DealSeeker,premium,0.55,12,0.356,0,False
25700,9,DealSeeker,premium,0.527,12,0.451,0,False
25701,9,DealSeeker,luxury,0.524,14,0.43,0,False
25702,9,DealSeeker,mid,0.513,16,0.371,0,False
25703,9,DealSeeker,mid,0.504,17,0.391,0,False
25704,9,DealSeeker,mid,0.54,14,0.383,0,False
25705,9,DealSeeker,premium,0.529,17,0.414,0,False
25706,9,DealSeeker,premium,0.505,13,0.362,0,False
25707,9,DealSeeker,premium,0.532,12,0.407,0,False
25708,9,DealSeeker,premium,0.539,16,0.44,0,False
25709,9,DealSeeker,premium,0.526,16,0.377,0,False
25710,9,DealSeeker,luxury,0.541,15,0.361,0,False
25711,9,DealSeeker,mid,0.544,15,0.415,0,False
25712,9,DealSeeker,mid,0.555,12,0.431,0,False
25713,9,DealSeeker,mid,0.542,16,0.359,0,False
25714,9,DealSeeker,premium,0.515,15,0.418,0,False
25715,9,DealSeeker,mid,0.553,13,0.357,0,False
25716,9,DealSeeker,mid,0.556,11,0.408,0,False
25717,9,DealSeeker,mid,0.501,16,0.388,0,False
25718,9,DealSeeker,premium,0.518,12,0.442,0,False
25719,9,DealSeeker,mid,0.544,17,0.358,0,False
25720,9,DealSeeker,mid,0.498,12,0.407,0,False
25721,9,DealSeeker,mid,0.539,12,0.446,0,False
25722,9,DealSeeker,premium,0.504,16,0.419,0,False
25723,9,DealSeeker,mid,0.53,12,0.386,0,False
25724,9,DealSeeker,mid,0.532,13,0.361,0,False
25725,9,DealSeeker,mid,0.502,13,0.435,0,False
25726,9,DealSeeker,premium,0.52,14,0.371,0,False
25727,9,DealSeeker,luxury,0.553,14,0.403,0,False
25728,9,DealSeeker,premium,0.521,13,0.359,0,False
25729,9,DealSeeker,mid,0.534,16,0.399,0,False
25730,9,DealSeeker,mid,0.525,13,0.379,0,False
25731,9,DealSeeker,premium,0.532,17,0.393,0,False
25732,9,DealSeeker,premium,0.528,16,0.429,0,False
25733,9,DealSeeker,mid,0.499,12,0.39,0,False
25734,9,DealSeeker,premium,0.539,12,0.397,0,False
25735,9,DealSeeker,mid,0.51,13,0.37,0,False
25736,9,DealSeeker,premium,0.536,16,0.393,0,False
25737,9,DealSeeker,mid,0.505,13,0.354,0,False
25738,9,DealSeeker,premium,0.543,14,0.417,0,False
25739,9,DealSeeker,mid,0.529,12,0.426,0,False
25740,9,DealSeeker,mid,0.517,16,0.423,0,False
25741,9,DealSeeker,mid,0.528,17,0.362,0,False
25742,9,DealSeeker,mid,0.533,16,0.381,0,False
25743,9,DealSeeker,mid,0.549,15,0.394,0,False
25744,9,DealSeeker,premium,0.508,15,0.359,0,False
25745,9,DealSeeker,luxury,0.51,13,0.382,0,False
25746,9,DealSeeker,premium,0.545,13,0.404,0,False
25747,9,DealSeeker,premium,0.509,14,0.397,0,False
25748,9,DealSeeker,mid,0.535,15,0.355,0,False
25749,9,DealSeeker,mid,0.514,13,0.448,0,False
25750,9,DealSeeker,mid,0.55,16,0.447,0,False
25751,9,DealSeeker,mid,0.504,16,0.451,0,False
25752,9,DealSeeker,premium,0.548,13,0.37,0,False
25753,9,DealSeeker,luxury,0.556,11,0.368,0,False
25754,9,DealSeeker,luxury,0.521,12,0.432,0,False
25755,9,DealSeeker,premium,0.518,12,0.409,0,False
25756,9,DealSeeker,premium,0.535,12,0.353,0,False
25757,9,DealSeeker,mid,0.522,14,0.405,0,False
25758,9,DealSeeker,premium,0.5,15,0.452,0,False
25759,9,DealSeeker,luxury,0.538,15,0.404,0,False
25760,9,DealSeeker,mid,0.55,15,0.448,0,False
25761,9,DealSeeker,premium,0.544,16,0.365,0,False
25762,9,DealSeeker,mid,0.528,16,0.377,0,False
25763,9,DealSeeker,mid,0.54,13,0.368,0,False
25764,9,DealSeeker,luxury,0.553,15,0.405,0,False
25765,9,DealSeeker,mid,0.519,16,0.374,0,False
25766,9,DealSeeker,luxury,0.519,13,0.443,0,False
25767,9,DealSeeker,mid,0.503,16,0.392,0,False
25768,9,DealSeeker,luxury,0.532,12,0.4,0,False
25769,9,DealSeeker,luxury,0.546,16,0.434,0,False
25770,9,DealSeeker,luxury,0.516,16,0.439,0,False
25771,9,DealSeeker,mid,0.503,15,0.434,0,False
25772,9,DealSeeker,mid,0.499,12,0.434,0,False
25773,9,DealSeeker,premium,0.526,15,0.44,0,False
25774,9,DealSeeker,premium,0.519,14,0.362,0,False
25775,9,DealSeeker,premium,0.504,14,0.388,0,False
25776,9,DealSeeker,luxury,0.55,17,0.406,0,False
25777,9,DealSeeker,mid,0.539,17,0.365,0,False
25778,9,DealSeeker,luxury,0.514,12,0.364,0,False
25779,9,DealSeeker,mid,0.552,16,0.367,0,False
25780,9,DealSeeker,luxury,0.545,12,0.367,0,False
25781,9,DealSeeker,mid,0.497,13,0.426,0,False
25782,9,DealSeeker,mid,0.506,15,0.427,0,False
25783,9,DealSeeker,premium,0.554,12,0.45,0,False
25784,9,DealSeeker,premium,0.498,17,0.425,0,False
25785,9,DealSeeker,mid,0.505,16,0.399,0,False
25786,9,DealSeeker,premium,0.526,12,0.414,0,False
25787,9,DealSeeker,premium,0.501,15,0.364,0,False
25788,9,DealSeeker,luxury,0.529,16,0.358,0,False
25789,9,DealSeeker,luxury,0.54,13,0.426,0,False
25790,9,DealSeeker,luxury,0.509,13,0.399,0,False
25791,9,DealSeeker,luxury,0.553,12,0.449,0,False
25792,9,DealSeeker,mid,0.503,15,0.384,0,False
25793,9,DealSeeker,luxury,0.521,12,0.443,0,False
25794,9,DealSeeker,premium,0.527,13,0.362,0,False
25795,9,DealSeeker,premium,0.529,17,0.452,0,False
25796,9,DealSeeker,luxury,0.518,14,0.443,0,False
25797,9,DealSeeker,premium,0.499,17,0.43,0,False
25798,9,DealSeeker,premium,0.537,13,0.379,0,False
25799,9,DealSeeker,mid,0.501,16,0.439,0,False
25800,9,DealSeeker,premium,0.522,17,0.404,0,False
25801,9,DealSeeker,mid,0.527,13,0.383,0,False
25802,9,DealSeeker,premium,0.499,16,0.361,0,False
25803,9,DealSeeker,mid,0.527,17,0.379,0,False
25804,9,DealSeeker,luxury,0.501,16,0.393,0,False
25805,9,DealSeeker,mid,0.517,14,0.366,0,False
25806,9,DealSeeker,premium,0.525,17,0.355,0,False
25807,9,DealSeeker,premium,0.544,14,0.433,0,False
25808,9,DealSeeker,luxury,0.519,13,0.354,0,False
25809,9,DealSeeker,mid,0.555,17,0.419,0,False
25810,9,DealSeeker,premium,0.54,17,0.387,0,False
25811,9,DealSeeker,premium,0.524,13,0.366,0,False
25812,9,DealSeeker,premium,0.5,13,0.44,0,False
25813,9,DealSeeker,mid,0.502,12,0.402,0,False
25814,9,DealSeeker,mid,0.526,14,0.446,0,False
25815,9,DealSeeker,mid,0.53,15,0.369,0,False
25816,9,DealSeeker,mid,0.549,15,0.363,0,False
25817,9,DealSeeker,mid,0.507,15,0.369,0,False
25818,9,DealSeeker,premium,0.51,17,0.371,0,False
25819,9,DealSeeker,premium,0.505,16,0.371,0,False
25820,9,DealSeeker,premium,0.507,16,0.404,0,False
25821,9,DealSeeker,premium,0.531,12,0.416,0,False
25822,9,DealSeeker,luxury,0.541,14,0.441,0,False
25823,9,DealSeeker,premium,0.532,12,0.424,0,False
25824,9,DealSeeker,luxury,0.552,15,0.404,0,False
25825,9,DealSeeker,premium,0.499,15,0.45,0,False
25826,9,DealSeeker,premium,0.514,11,0.419,0,False
25827,9,DealSeeker,premium,0.537,14,0.414,0,False
25828,9,DealSeeker,mid,0.506,13,0.396,0,False
25829,9,DealSeeker,mid,0.521,13,0.42,0,False
25830,9,DealSeeker,premium,0.505,16,0.357,0,False
25831,9,DealSeeker,mid,0.528,16,0.372,0,False
25832,9,DealSeeker,luxury,0.537,17,0.383,0,False
25833,9,DealSeeker,premium,0.501,12,0.422,0,False
25834,9,DealSeeker,premium,0.497,11,0.379,0,False
25835,9,DealSeeker,mid,0.505,17,0.409,0,False
25836,9,DealSeeker,mid,0.55,13,0.376,0,False
25837,9,DealSeeker,mid,0.546,15,0.398,0,False
25838,9,DealSeeker,luxury,0.538,12,0.399,0,False
25839,9,DealSeeker,luxury,0.524,11,0.408,0,False
25840,9,DealSeeker,mid,0.533,15,0.433,0,False
25841,9,DealSeeker,mid,0.551,14,0.45,0,False
25842,9,DealSeeker,mid,0.533,15,0.433,0,False
25843,9,DealSeeker,luxury,0.506,14,0.424,0,False
25844,9,DealSeeker,mid,0.5,12,0.403,0,False
25845,9,DealSeeker,premium,0.509,17,0.363,0,False
25846,9,DealSeeker,mid,0.518,12,0.392,0,False
25847,9,DealSeeker,premium,0.524,13,0.449,0,False
25848,9,DealSeeker,mid,0.514,12,0.377,0,False
25849,9,DealSeeker,mid,0.508,13,0.405,0,False
25850,9,DealSeeker,luxury,0.523,14,0.431,0,False
25851,9,DealSeeker,mid,0.552,14,0.451,0,False
25852,9,DealSeeker,premium,0.517,16,0.375,0,False
25853,9,DealSeeker,mid,0.528,15,0.446,0,False
25854,9,DealSeeker,mid,0.514,14,0.372,0,False
25855,9,DealSeeker,premium,0.527,12,0.408,0,False
25856,9,DealSeeker,mid,0.537,15,0.361,0,False
25857,9,DealSeeker,mid,0.509,14,0.395,0,False
25858,9,DealSeeker,mid,0.541,15,0.438,0,False
25859,9,DealSeeker,luxury,0.503,15,0.357,0,False
25860,9,DealSeeker,premium,0.5,13,0.394,0,False
25861,9,DealSeeker,mid,0.512,12,0.432,0,False
25862,9,DealSeeker,mid,0.544,13,0.433,0,False
25863,9,DealSeeker,mid,0.539,14,0.389,0,False
25864,9,DealSeeker,premium,0.52,17,0.405,0,False
25865,9,DealSeeker,premium,0.509,16,0.379,0,False
25866,9,DealSeeker,premium,0.516,14,0.412,0,False
25867,9,DealSeeker,mid,0.531,12,0.439,0,False
25868,9,DealSeeker,luxury,0.538,16,0.396,0,False
25869,9,DealSeeker,mid,0.539,16,0.416,0,False
25870,9,DealSeeker,luxury,0.504,16,0.371,0,False
25871,9,DealSeeker,luxury,0.505,13,0.418,0,False
25872,9,DealSeeker,premium,0.543,11,0.431,0,False
25873,9,DealSeeker,luxury,0.509,14,0.426,0,False
25874,9,DealSeeker,luxury,0.498,16,0.357,0,False
25875,9,DealSeeker,premium,0.511,13,0.392,0,False
25876,9,DealSeeker,mid,0.521,12,0.359,0,False
25877,9,DealSeeker,mid,0.506,16,0.366,0,False
25878,9,DealSeeker,premium,0.523,12,0.371,0,False
25879,9,DealSeeker,premium,0.53,12,0.444,0,False
25880,9,DealSeeker,luxury,0.553,13,0.407,0,False
25881,9,DealSeeker,luxury,0.546,17,0.431,0,False
25882,9,DealSeeker,luxury,0.514,14,0.381,0,False
25883,9,DealSeeker,premium,0.547,14,0.432,0,False
25884,9,DealSeeker,mid,0.536,17,0.444,0,False
25885,9,DealSeeker,mid,0.498,17,0.379,0,False
25886,9,DealSeeker,premium,0.53,17,0.382,0,False
25887,9,DealSeeker,premium,0.515,17,0.42,0,False
25888,9,DealSeeker,mid,0.536,14,0.431,0,False
25889,9,DealSeeker,mid,0.545,14,0.367,0,False
25890,9,DealSeeker,luxury,0.536,13,0.37,0,False
25891,9,DealSeeker,mid,0.522,14,0.401,0,False
25892,9,DealSeeker,mid,0.542,13,0.429,0,False
25893,9,DealSeeker,premium,0.553,12,0.414,0,False
25894,9,DealSeeker,premium,0.518,12,0.417,0,False
25895,9,DealSeeker,mid,0.514,11,0.419,0,False
25896,9,DealSeeker,mid,0.502,12,0.372,0,False
25897,9,DealSeeker,mid,0.52,13,0.358,0,False
25898,9,DealSeeker,mid,0.51,13,0.36,0,False
25899,9,DealSeeker,premium,0.542,16,0.409,0,False
25900,9,DealSeeker,premium,0.516,13,0.443,0,False
25901,9,DealSeeker,mid,0.502,16,0.397,0,False
25902,9,DealSeeker,mid,0.522,13,0.398,0,False
25903,9,DealSeeker,premium,0.497,17,0.443,0,False
25904,9,DealSeeker,mid,0.509,15,0.404,0,False
25905,9,DealSeeker,premium,0.53,14,0.451,0,False
25906,9,DealSeeker,premium,0.538,14,0.38,0,False
25907,9,DealSeeker,premium,0.542,12,0.402,0,False
25908,9,DealSeeker,mid,0.512,15,0.365,0,False
25909,9,DealSeeker,mid,0.548,13,0.387,0,False
25910,9,DealSeeker,premium,0.541,16,0.394,0,False
25911,9,DealSeeker,mid,0.533,15,0.362,0,False
25912,9,DealSeeker,premium,0.507,13,0.386,0,False
25913,9,DealSeeker,premium,0.541,13,0.416,0,False
25914,9,DealSeeker,premium,0.537,14,0.368,0,False
25915,9,DealSeeker,premium,0.503,14,0.364,0,False
25916,9,DealSeeker,premium,0.537,12,0.442,0,False
25917,9,DealSeeker,mid,0.52,12,0.398,0,False
25918,9,DealSeeker,premium,0.501,13,0.394,0,False
25919,9,DealSeeker,mid,0.535,12,0.363,0,False
25920,9,DealSeeker,premium,0.53,13,0.368,0,False
25921,9,DealSeeker,premium,0.52,11,0.402,0,False
25922,9,DealSeeker,mid,0.522,14,0.448,0,False
25923,9,DealSeeker,luxury,0.554,16,0.384,0,False
25924,9,DealSeeker,mid,0.528,13,0.356,0,False
25925,9,DealSeeker,premium,0.554,16,0.445,0,False
25926,9,DealSeeker,mid,0.501,13,0.421,0,False
25927,9,DealSeeker,mid,0.533,12,0.408,0,False
25928,9,DealSeeker,premium,0.508,16,0.415,0,False
25929,9,DealSeeker,luxury,0.519,13,0.407,0,False
25930,9,DealSeeker,premium,0.526,14,0.363,0,False
25931,9,DealSeeker,premium,0.501,16,0.405,0,False
25932,9,DealSeeker,luxury,0.527,15,0.368,0,False
25933,9,DealSeeker,mid,0.542,13,0.406,0,False
25934,9,DealSeeker,premium,0.529,13,0.376,0,False
25935,9,DealSeeker,premium,0.54,12,0.365,0,False
25936,9,DealSeeker,mid,0.523,15,0.414,0,False
25937,9,DealSeeker,mid,0.521,12,0.383,0,False
25938,9,DealSeeker,luxury,0.526,17,0.394,0,False
25939,9,DealSeeker,mid,0.519,15,0.447,0,False
25940,9,DealSeeker,premium,0.53,13,0.435,0,False
25941,9,DealSeeker,mid,0.506,13,0.42,0,False
25942,9,DealSeeker,premium,0.557,11,0.403,0,False
25943,9,DealSeeker,premium,0.532,15,0.448,0,False
25944,9,DealSeeker,premium,0.516,12,0.379,0,False
25945,9,DealSeeker,premium,0.532,12,0.391,0,False
25946,9,DealSeeker,luxury,0.512,13,0.382,0,False
25947,9,DealSeeker,premium,0.517,11,0.359,0,False
25948,9,DealSeeker,mid,0.537,17,0.365,0,False
25949,9,DealSeeker,mid,0.551,12,0.371,0,False
25950,9,DealSeeker,mid,0.522,15,0.432,0,False
25951,9,DealSeeker,premium,0.503,13,0.392,0,False
25952,9,DealSeeker,mid,0.5,16,0.426,0,False
25953,9,DealSeeker,mid,0.513,17,0.431,0,False
25954,9,DealSeeker,luxury,0.535,13,0.365,0,False
25955,9,DealSeeker,mid,0.507,13,0.368,0,False
25956,9,DealSeeker,premium,0.514,16,0.356,0,False
25957,9,DealSeeker,mid,0.541,15,0.43,0,False
25958,9,DealSeeker,mid,0.546,12,0.415,0,False
25959,9,DealSeeker,premium,0.541,16,0.383,0,False
25960,9,DealSeeker,premium,0.528,15,0.357,0,False
25961,9,DealSeeker,premium,0.498,17,0.448,0,False
25962,9,DealSeeker,premium,0.52,16,0.449,0,False
25963,9,DealSeeker,premium,0.505,14,0.425,0,False
25964,9,DealSeeker,premium,0.537,14,0.429,0,False
25965,9,DealSeeker,mid,0.52,14,0.436,0,False
25966,9,DealSeeker,mid,0.544,13,0.433,0,False
25967,9,DealSeeker,mid,0.54,15,0.387,0,False
25968,9,DealSeeker,mid,0.516,13,0.403,0,False
25969,9,DealSeeker,luxury,0.544,17,0.37,0,False
25970,9,DealSeeker,premium,0.544,17,0.398,0,False
25971,9,DealSeeker,luxury,0.515,13,0.38,0,False
25972,9,DealSeeker,luxury,0.522,13,0.425,0,False
25973,9,DealSeeker,premium,0.53,16,0.379,0,False
25974,9,DealSeeker,premium,0.504,11,0.366,0,False
25975,9,DealSeeker,luxury,0.547,12,0.382,0,False
25976,9,DealSeeker,mid,0.553,13,0.398,0,False
25977,9,DealSeeker,mid,0.533,14,0.377,0,False
25978,9,DealSeeker,mid,0.53,15,0.394,0,False
25979,9,DealSeeker,luxury,0.519,17,0.368,0,False
25980,9,DealSeeker,mid,0.5,13,0.356,0,False
25981,9,DealSeeker,premium,0.551,15,0.445,0,False
25982,9,DealSeeker,premium,0.513,16,0.449,0,False
25983,9,DealSeeker,mid,0.529,12,0.374,0,False
25984,9,DealSeeker,mid,0.546,15,0.45,0,False
25985,9,DealSeeker,mid,0.536,16,0.424,0,False
25986,9,DealSeeker,premium,0.541,16,0.425,0,False
25987,9,DealSeeker,mid,0.514,14,0.361,0,False
25988,9,DealSeeker,luxury,0.538,17,0.398,0,False
25989,9,DealSeeker,mid,0.55,12,0.419,0,False
25990,9,DealSeeker,premium,0.529,14,0.405,0,False
25991,9,DealSeeker,premium,0.511,17,0.443,0,False
25992,9,DealSeeker,mid,0.501,12,0.379,0,False
25993,9,DealSeeker,luxury,0.525,12,0.371,0,False
25994,9,DealSeeker,mid,0.53,15,0.441,0,False
25995,9,DealSeeker,luxury,0.548,13,0.356,0,False
25996,9,DealSeeker,premium,0.514,16,0.392,0,False
25997,9,DealSeeker,premium,0.522,16,0.374,0,False
25998,9,DealSeeker,premium,0.533,13,0.412,0,False
25999,9,DealSeeker,premium,0.554,16,0.425,0,False
26000,9,DealSeeker,premium,0.541,12,0.422,0,False
26001,9,DealSeeker,luxury,0.527,15,0.391,0,False
26002,9,DealSeeker,mid,0.524,13,0.413,0,False
26003,9,DealSeeker,mid,0.533,12,0.433,0,False
26004,9,DealSeeker,mid,0.525,16,0.37,0,False
26005,9,DealSeeker,premium,0.53,16,0.362,0,False
26006,9,DealSeeker,premium,0.51,17,0.354,0,False
26007,9,DealSeeker,mid,0.518,13,0.425,0,False
26008,9,DealSeeker,premium,0.535,15,0.436,0,False
26009,9,DealSeeker,mid,0.512,15,0.412,0,False
26010,9,DealSeeker,mid,0.525,13,0.447,0,False
26011,9,DealSeeker,mid,0.55,11,0.433,0,False
26012,9,DealSeeker,premium,0.514,11,0.381,0,False
26013,9,DealSeeker,luxury,0.53,15,0.425,0,False
26014,9,DealSeeker,luxury,0.521,15,0.404,0,False
26015,9,DealSeeker,luxury,0.549,14,0.448,0,False
26016,9,DealSeeker,mid,0.536,11,0.391,0,False
26017,9,DealSeeker,mid,0.508,15,0.365,0,False
26018,9,DealSeeker,luxury,0.507,15,0.412,0,False
26019,9,DealSeeker,premium,0.543,12,0.38,0,False
26020,9,DealSeeker,premium,0.539,15,0.435,0,False
26021,9,DealSeeker,premium,0.549,14,0.45,0,False
26022,9,DealSeeker,premium,0.507,13,0.374,0,False
26023,9,DealSeeker,luxury,0.54,16,0.419,0,False
26024,9,DealSeeker,premium,0.497,14,0.361,0,False
26025,9,DealSeeker,premium,0.521,12,0.358,0,False
26026,9,DealSeeker,mid,0.532,12,0.385,0,False
26027,9,DealSeeker,premium,0.548,14,0.441,0,False
26028,9,DealSeeker,mid,0.537,16,0.362,0,False
26029,9,DealSeeker,luxury,0.529,16,0.422,0,False
26030,9,DealSeeker,premium,0.528,17,0.353,0,False
26031,9,DealSeeker,mid,0.537,16,0.372,0,False
26032,9,DealSeeker,luxury,0.533,15,0.403,0,False
26033,9,DealSeeker,premium,0.5,12,0.383,0,False
26034,9,DealSeeker,mid,0.538,13,0.44,0,False
26035,9,DealSeeker,mid,0.523,12,0.424,0,False
26036,9,DealSeeker,premium,0.519,12,0.417,0,False
26037,9,DealSeeker,mid,0.526,12,0.398,0,False
26038,9,DealSeeker,premium,0.515,13,0.449,0,False
26039,9,DealSeeker,premium,0.529,14,0.435,0,False
26040,9,DealSeeker,premium,0.516,16,0.387,0,False
26041,9,DealSeeker,premium,0.522,15,0.391,0,False
26042,9,DealSeeker,mid,0.554,13,0.405,0,False
26043,9,DealSeeker,mid,0.541,14,0.359,0,False
26044,9,DealSeeker,premium,0.504,16,0.384,0,False
26045,9,DealSeeker,premium,0.536,14,0.391,0,False
26046,9,DealSeeker,premium,0.512,16,0.385,0,False
26047,9,DealSeeker,mid,0.537,14,0.371,0,False
26048,9,DealSeeker,luxury,0.499,15,0.363,0,False
26049,9,DealSeeker,mid,0.506,16,0.361,0,False
26050,9,DealSeeker,premium,0.549,15,0.446,0,False
26051,9,DealSeeker,premium,0.519,13,0.421,0,False
26052,9,DealSeeker,mid,0.55,12,0.409,0,False
26053,9,DealSeeker,luxury,0.497,16,0.395,0,False
26054,9,DealSeeker,mid,0.535,16,0.365,0,False
26055,9,DealSeeker,mid,0.505,15,0.437,0,False
26056,9,DealSeeker,luxury,0.498,17,0.436,0,False
26057,9,DealSeeker,premium,0.545,15,0.438,0,False
26058,9,DealSeeker,mid,0.498,14,0.379,0,False
26059,9,DealSeeker,mid,0.553,12,0.428,0,False
26060,9,DealSeeker,premium,0.547,17,0.422,0,False
26061,9,DealSeeker,luxury,0.516,13,0.356,0,False
26062,9,DealSeeker,luxury,0.503,17,0.436,0,False
26063,9,DealSeeker,premium,0.499,11,0.386,0,False
26064,9,DealSeeker,mid,0.547,13,0.43,0,False
26065,9,DealSeeker,luxury,0.522,12,0.363,0,False
26066,9,DealSeeker,mid,0.533,13,0.354,0,False
26067,9,DealSeeker,mid,0.504,15,0.395,0,False
26068,9,DealSeeker,premium,0.543,17,0.45,0,False
26069,9,DealSeeker,premium,0.551,11,0.396,0,False
26070,9,DealSeeker,luxury,0.518,13,0.447,0,False
26071,9,DealSeeker,mid,0.554,13,0.418,0,False
26072,9,DealSeeker,premium,0.522,16,0.44,0,False
26073,9,DealSeeker,premium,0.524,15,0.432,0,False
26074,9,DealSeeker,premium,0.529,16,0.416,0,False
26075,9,DealSeeker,premium,0.507,17,0.416,0,False
26076,9,DealSeeker,premium,0.533,17,0.361,0,False
26077,9,DealSeeker,premium,0.522,12,0.424,0,False
26078,9,DealSeeker,premium,0.506,15,0.396,0,False
26079,9,DealSeeker,luxury,0.522,14,0.389,0,False
26080,9,DealSeeker,mid,0.518,12,0.438,0,False
26081,9,DealSeeker,premium,0.501,15,0.379,0,False
26082,9,DealSeeker,mid,0.543,16,0.361,0,False
26083,9,DealSeeker,premium,0.508,14,0.412,0,False
26084,9,DealSeeker,mid,0.548,12,0.429,0,False
26085,9,DealSeeker,premium,0.508,16,0.424,0,False
26086,9,DealSeeker,premium,0.531,14,0.425,0,False
26087,9,DealSeeker,premium,0.54,13,0.437,0,False
26088,9,DealSeeker,premium,0.535,13,0.371,0,False
26089,9,DealSeeker,premium,0.519,12,0.406,0,False
26090,9,DealSeeker,luxury,0.525,15,0.397,0,False
26091,9,DealSeeker,premium,0.523,11,0.416,0,False
26092,9,DealSeeker,premium,0.521,16,0.38,0,False
26093,9,DealSeeker,mid,0.55,15,0.385,0,False
26094,9,DealSeeker,mid,0.523,13,0.438,0,False
26095,9,DealSeeker,premium,0.534,13,0.384,0,False
26096,9,DealSeeker,premium,0.523,14,0.446,0,False
26097,9,DealSeeker,luxury,0.516,14,0.395,0,False
26098,9,DealSeeker,premium,0.545,15,0.438,0,False
26099,9,DealSeeker,premium,0.508,16,0.395,0,False
26100,9,DealSeeker,premium,0.497,12,0.425,0,False
26101,9,DealSeeker,mid,0.53,15,0.442,0,False
26102,9,DealSeeker,premium,0.541,11,0.424,0,False
26103,9,DealSeeker,premium,0.514,15,0.392,0,False
26104,9,DealSeeker,mid,0.501,13,0.449,0,False
26105,9,DealSeeker,premium,0.533,12,0.36,0,False
26106,9,DealSeeker,premium,0.533,14,0.393,0,False
26107,9,DealSeeker,luxury,0.547,15,0.41,0,False
26108,9,DealSeeker,mid,0.525,11,0.411,0,False
26109,9,DealSeeker,mid,0.497,15,0.391,0,False
26110,9,DealSeeker,premium,0.51,13,0.373,0,False
26111,9,DealSeeker,premium,0.53,15,0.416,0,False
26112,9,DealSeeker,mid,0.504,13,0.437,0,False
26113,9,DealSeeker,premium,0.509,16,0.358,0,False
26114,9,DealSeeker,premium,0.539,12,0.439,0,False
26115,9,DealSeeker,mid,0.534,14,0.448,0,False
26116,9,DealSeeker,premium,0.55,17,0.425,0,False
26117,9,DealSeeker,mid,0.521,14,0.359,0,False
26118,9,DealSeeker,mid,0.517,16,0.374,0,False
