user_id,cohort,tenure_days,acquisition_channel,city_tier,avg_booking_value,joined_week
5524,DealSeeker,149,referral,tier1,116.93,3
5525,DealSeeker,59,paid,resort,104.71,3
5526,DealSeeker,23,paid,tier1,113.95,1
5527,DealSeeker,159,paid,tier2,105.31,2
5528,DealSeeker,75,paid,resort,110.65,2
5529,DealSeeker,131,paid,tier2,110.39,2
5530,DealSeeker,76,paid,tier1,107.65,4
5531,DealSeeker,94,paid,resort,110.86,3
5532,DealSeeker,9,referral,tier2,117.59,2
5533,DealSeeker,72,paid,tier1,109.92,2
5534,DealSeeker,141,referral,tier2,103.41,3
5535,DealSeeker,52,referral,tier1,113.39,3
5536,DealSeeker,41,referral,tier2,118.79,4
5537,DealSeeker,161,paid,tier1,113.24,4
5538,DealSeeker,72,referral,tier1,108.82,1
5539,DealSeeker,120,referral,tier2,103.84,4
5540,DealSeeker,31,paid,tier1,103.71,3
5541,DealSeeker,70,paid,resort,106.84,3
5542,DealSeeker,72,referral,resort,112.29,4
5543,DealSeeker,110,referral,tier2,111.23,4
5544,DealSeeker,179,paid,resort,115.59,1
5545,DealSeeker,110,paid,tier1,118.21,4
5546,DealSeeker,21,paid,tier1,120.3,2
5547,DealSeeker,134,referral,resort,104.88,4
5548,DealSeeker,122,referral,resort,110.78,3
5549,DealSeeker,0,referral,tier1,112.77,4
5550,DealSeeker,5,paid,resort,111.85,3
5551,DealSeeker,66,paid,tier1,108.13,2
5552,DealSeeker,94,referral,tier2,103.37,3
5553,DealSeeker,82,paid,tier2,117.05,4
5554,DealSeeker,147,paid,resort,109.19,1
5555,DealSeeker,34,referral,tier1,117.29,4
5556,DealSeeker,18,referral,tier1,119.16,4
5557,DealSeeker,31,referral,tier1,118.17,3
5558,DealSeeker,14,paid,tier2,118.65,4
5559,DealSeeker,109,paid,resort,118.71,3
5560,DealSeeker,131,paid,resort,116.67,2
5561,DealSeeker,132,referral,tier1,116.64,4
5562,DealSeeker,143,paid,resort,106.55,3
5563,DealSeeker,56,paid,tier1,103.43,1
5564,DealSeeker,36,referral,resort,113.81,1
5565,DealSeeker,156,paid,tier1,116.64,3
5566,DealSeeker,37,referral,resort,109.32,4
5567,DealSeeker,121,paid,tier1,109.98,4
5568,DealSeeker,37,paid,tier1,116.43,2
5569,DealSeeker,64,referral,tier2,106.83,3
5570,DealSeeker,103,referral,tier1,107.21,1
5571,DealSeeker,172,paid,tier1,107.02,4
5572,DealSeeker,173,referral,tier1,111.58,1
5573,DealSeeker,114,paid,tier1,118.92,3
5574,DealSeeker,71,referral,resort,111.31,4
5575,DealSeeker,44,referral,tier1,110.0,4
5576,DealSeeker,113,referral,tier1,112.17,4
5577,DealSeeker,126,referral,resort,120.35,3
5578,DealSeeker,156,referral,tier2,114.69,3
5579,DealSeeker,128,referral,tier1,113.57,2
5580,DealSeeker,114,referral,tier2,118.78,1
5581,DealSeeker,61,referral,resort,111.39,4
5582,DealSeeker,72,paid,tier2,118.67,1
5583,DealSeeker,122,referral,resort,109.4,3
5584,DealSeeker,152,referral,tier2,106.62,1
5585,DealSeeker,19,referral,resort,116.78,2
5586,DealSeeker,15,paid,tier1,114.57,1
5587,DealSeeker,146,referral,tier1,117.31,3
5588,DealSeeker,101,referral,tier1,107.38,3
5589,DealSeeker,67,referral,tier1,112.45,3
5590,DealSeeker,167,referral,tier2,107.45,2
5591,DealSeeker,51,paid,resort,110.74,1
5592,DealSeeker,161,paid,tier1,107.7,1
5593,DealSeeker,146,paid,tier1,104.11,2
5594,DealSeeker,78,referral,resort,104.43,4
5595,DealSeeker,80,paid,tier1,112.85,3
5596,DealSeeker,128,paid,resort,117.15,3
5597,DealSeeker,102,referral,tier1,108.63,3
5598,DealSeeker,120,referral,resort,119.59,4
5599,DealSeeker,130,referral,tier1,108.07,4
5600,DealSeeker,149,referral,resort,115.07,4
5601,DealSeeker,140,paid,tier1,116.31,2
5602,DealSeeker,94,referral,tier2,120.56,3
5603,DealSeeker,4,paid,tier2,115.91,2
5604,DealSeeker,177,paid,tier1,116.12,2
5605,DealSeeker,127,referral,tier2,118.37,3
5606,DealSeeker,71,referral,tier1,114.21,4
5607,DealSeeker,44,paid,tier1,107.58,3
5608,DealSeeker,17,paid,tier1,112.57,4
5609,DealSeeker,8,referral,resort,108.55,2
5610,DealSeeker,54,paid,tier2,111.17,3
5611,DealSeeker,42,referral,resort,108.4,3
5612,DealSeeker,32,paid,tier1,108.91,3
5613,DealSeeker,72,paid,tier1,119.71,2
5614,DealSeeker,57,referral,tier1,118.06,1
5615,DealSeeker,137,referral,resort,108.6,4
5616,DealSeeker,122,referral,tier1,106.69,2
5617,DealSeeker,93,paid,tier1,103.2,3
5618,DealSeeker,131,referral,tier1,107.83,4
5619,DealSeeker,81,paid,tier2,106.8,3
5620,DealSeeker,163,paid,tier1,111.8,3
5621,DealSeeker,87,paid,tier2,115.69,1
5622,DealSeeker,43,referral,tier2,109.51,1
5623,DealSeeker,96,referral,tier2,116.62,2
5624,DealSeeker,55,paid,tier1,113.57,3
5625,DealSeeker,136,paid,tier1,116.16,2
5626,DealSeeker,136,paid,tier2,118.56,2
5627,DealSeeker,66,paid,tier1,108.63,2
5628,DealSeeker,26,referral,resort,116.38,2
5629,DealSeeker,13,paid,tier1,104.17,3
5630,DealSeeker,39,referral,tier1,108.33,1
5631,DealSeeker,75,referral,tier1,106.56,1
5632,DealSeeker,85,referral,tier2,106.55,1
5633,DealSeeker,16,referral,tier1,103.74,1
5634,DealSeeker,78,referral,tier1,111.1,1
5635,DealSeeker,171,paid,tier1,114.09,4
5636,DealSeeker,92,referral,tier2,108.77,4
5637,DealSeeker,110,paid,tier2,108.87,3
5638,DealSeeker,30,paid,tier1,105.57,3
5639,DealSeeker,87,paid,tier1,110.51,1
5640,DealSeeker,158,paid,tier1,110.55,1
5641,DealSeeker,177,referral,resort,115.41,1
5642,DealSeeker,4,paid,tier1,105.91,3
5643,DealSeeker,34,paid,resort,112.64,4
5644,DealSeeker,128,paid,tier1,115.35,4
5645,DealSeeker,91,referral,tier1,114.69,4
5646,DealSeeker,158,referral,tier1,103.59,2
5647,DealSeeker,161,referral,resort,113.31,1
5648,DealSeeker,0,paid,tier2,113.23,2
5649,DealSeeker,169,referral,resort,105.36,2
5650,DealSeeker,141,referral,tier1,115.65,2
5651,DealSeeker,37,paid,tier1,120.25,4
5652,DealSeeker,68,referral,resort,116.21,3
5653,DealSeeker,48,referral,tier1,105.63,3
5654,DealSeeker,22,referral,tier2,106.38,1
5655,DealSeeker,84,paid,tier1,119.41,4
5656,DealSeeker,4,referral,tier1,108.2,1
5657,DealSeeker,44,paid,tier2,103.27,3
5658,DealSeeker,76,referral,tier2,111.12,4
5659,DealSeeker,177,referral,tier1,115.91,1
5660,DealSeeker,65,paid,tier2,110.85,3
5661,DealSeeker,52,paid,tier1,119.18,3
5662,DealSeeker,160,referral,resort,117.47,2
5663,DealSeeker,131,referral,resort,116.09,4
5664,DealSeeker,88,referral,tier1,104.37,4
5665,DealSeeker,168,paid,resort,114.64,2
5666,DealSeeker,151,paid,tier1,120.82,2
5667,DealSeeker,142,referral,tier1,119.56,4
5668,DealSeeker,150,referral,resort,119.21,1
5669,DealSeeker,147,paid,tier1,112.16,2
5670,DealSeeker,84,paid,tier2,118.39,3
5671,DealSeeker,62,paid,tier2,108.56,1
5672,DealSeeker,66,referral,tier1,120.19,2
5673,DealSeeker,78,referral,tier1,113.09,3
5674,DealSeeker,23,referral,resort,106.89,1
5675,DealSeeker,144,referral,tier1,105.3,4
5676,DealSeeker,126,paid,tier2,118.53,4
5677,DealSeeker,160,referral,tier2,109.85,2
5678,DealSeeker,151,paid,tier2,116.92,2
5679,DealSeeker,40,paid,tier1,116.66,1
5680,DealSeeker,134,paid,tier1,107.44,2
5681,DealSeeker,10,referral,tier2,110.69,3
5682,DealSeeker,174,referral,resort,119.29,4
5683,DealSeeker,128,paid,resort,108.03,2
5684,DealSeeker,122,referral,tier2,113.34,4
5685,DealSeeker,85,paid,tier1,107.18,2
5686,DealSeeker,20,referral,tier2,119.12,3
5687,DealSeeker,153,paid,resort,107.96,4
5688,DealSeeker,70,paid,tier1,115.69,3
5689,DealSeeker,134,referral,tier1,110.72,3
5690,DealSeeker,30,paid,resort,110.65,3
5691,DealSeeker,57,referral,resort,109.41,3
5692,DealSeeker,18,referral,resort,108.61,1
5693,DealSeeker,156,referral,resort,112.53,4
5694,DealSeeker,60,paid,tier1,113.18,2
5695,DealSeeker,89,paid,tier1,118.0,4
5696,DealSeeker,49,paid,tier1,116.63,3
5697,DealSeeker,147,referral,tier1,106.13,3
5698,DealSeeker,37,paid,tier2,116.65,2
5699,DealSeeker,78,paid,resort,109.88,1
5700,DealSeeker,145,referral,resort,114.78,1
5701,DealSeeker,21,paid,tier2,103.19,2
5702,DealSeeker,50,referral,tier1,104.33,3
5703,DealSeeker,56,referral,tier1,109.76,4
5704,DealSeeker,102,referral,tier1,119.68,3
5705,DealSeeker,66,referral,resort,118.82,3
5706,DealSeeker,62,paid,resort,103.77,4
5707,DealSeeker,124,referral,resort,114.38,2
5708,DealSeeker,126,paid,tier1,114.31,2
5709,DealSeeker,101,referral,tier1,104.96,2
5710,DealSeeker,135,referral,resort,111.0,2
5711,DealSeeker,128,referral,tier1,106.1,1
5712,DealSeeker,91,referral,tier1,113.02,1
5713,DealSeeker,172,referral,resort,109.14,3
5714,DealSeeker,140,paid,tier1,119.42,4
5715,DealSeeker,46,referral,tier2,106.94,3
5716,DealSeeker,101,referral,tier2,108.21,4
5717,DealSeeker,0,referral,tier1,117.93,3
5718,DealSeeker,21,paid,tier1,111.21,3
5719,DealSeeker,94,paid,tier1,113.3,3
5720,DealSeeker,76,paid,tier2,113.86,2
5721,DealSeeker,86,paid,tier1,110.74,3
5722,DealSeeker,158,paid,tier1,112.31,3
5723,DealSeeker,169,referral,tier2,110.92,4
5724,DealSeeker,89,referral,tier2,113.48,1
5725,DealSeeker,123,paid,tier2,108.88,3
5726,DealSeeker,166,paid,tier2,107.03,4
5727,DealSeeker,137,referral,resort,104.87,4
5728,DealSeeker,144,paid,tier1,116.05,3
5729,DealSeeker,156,paid,resort,110.3,2
5730,DealSeeker,76,paid,tier2,106.81,4
5731,DealSeeker,119,paid,tier1,114.94,1
5732,DealSeeker,31,referral,tier2,111.33,2
5733,DealSeeker,73,referral,tier1,114.92,3
5734,DealSeeker,177,referral,tier1,106.14,3
5735,DealSeeker,119,referral,resort,107.6,2
5736,DealSeeker,87,referral,resort,108.58,4
5737,DealSeeker,136,referral,tier2,111.42,3
5738,DealSeeker,38,paid,tier1,112.65,3
5739,DealSeeker,89,paid,tier2,111.75,3
5740,DealSeeker,124,referral,tier1,114.75,4
5741,DealSeeker,11,paid,tier2,114.3,1
5742,DealSeeker,49,referral,tier1,107.31,3
5743,DealSeeker,113,paid,tier2,103.37,1
5744,DealSeeker,64,referral,resort,114.39,1
5745,DealSeeker,65,referral,resort,115.95,2
5746,DealSeeker,74,paid,tier2,115.83,3
5747,DealSeeker,10,paid,resort,119.86,3
5748,DealSeeker,103,paid,tier1,111.31,2
5749,DealSeeker,155,referral,tier1,103.39,4
5750,DealSeeker,89,paid,tier1,116.62,4
5751,DealSeeker,9,referral,resort,113.3,3
5752,DealSeeker,147,paid,resort,112.77,2
5753,DealSeeker,135,referral,tier2,115.22,4
5754,DealSeeker,180,paid,tier1,116.47,3
5755,DealSeeker,148,paid,resort,111.02,2
5756,DealSeeker,90,paid,resort,111.76,2
5757,DealSeeker,94,referral,resort,103.85,1
5758,DealSeeker,116,paid,tier1,112.61,2
5759,DealSeeker,69,paid,tier1,107.17,3
5760,DealSeeker,27,paid,tier1,104.37,2
5761,DealSeeker,12,referral,tier2,106.0,3
5762,DealSeeker,157,paid,resort,110.3,2
5763,DealSeeker,80,referral,resort,110.95,1
5764,DealSeeker,177,referral,tier1,106.55,1
5765,DealSeeker,170,paid,resort,115.11,2
5766,DealSeeker,93,referral,tier2,113.09,2
5767,DealSeeker,99,paid,tier1,120.5,3
5768,DealSeeker,46,referral,tier1,119.11,4
5769,DealSeeker,151,referral,tier1,105.58,4
5770,DealSeeker,109,paid,tier1,117.56,2
5771,DealSeeker,50,paid,tier1,107.77,2
5772,DealSeeker,82,paid,resort,104.52,1
5773,DealSeeker,149,referral,tier1,118.14,3
5774,DealSeeker,100,referral,resort,120.31,3
5775,DealSeeker,96,referral,tier1,106.28,3
5776,DealSeeker,71,referral,tier1,105.0,1
5777,DealSeeker,176,referral,tier1,106.87,4
5778,DealSeeker,48,paid,tier2,105.63,2
5779,DealSeeker,141,paid,tier1,111.01,4
5780,DealSeeker,131,referral,tier1,112.66,3
5781,DealSeeker,127,paid,tier2,109.89,2
5782,DealSeeker,42,paid,tier1,107.72,2
5783,DealSeeker,50,paid,tier2,107.82,1
5784,DealSeeker,24,paid,tier1,110.98,2
5785,DealSeeker,99,paid,tier1,103.07,4
5786,DealSeeker,101,referral,resort,119.31,1
5787,DealSeeker,146,paid,resort,114.89,4
5788,DealSeeker,111,paid,tier1,116.94,4
5789,DealSeeker,36,referral,tier1,111.7,4
5790,DealSeeker,176,paid,resort,106.36,1
5791,DealSeeker,127,paid,tier1,108.09,4
5792,DealSeeker,143,paid,tier2,104.89,4
5793,DealSeeker,147,paid,tier1,107.09,2
5794,DealSeeker,99,referral,tier2,117.3,3
5795,DealSeeker,157,referral,resort,108.39,1
5796,DealSeeker,102,paid,tier2,115.91,2
5797,DealSeeker,155,paid,resort,117.1,3
5798,DealSeeker,145,paid,resort,114.6,2
5799,DealSeeker,76,paid,tier2,117.63,1
5800,DealSeeker,180,referral,tier1,105.25,1
5801,DealSeeker,95,paid,tier1,110.16,2
5802,DealSeeker,148,referral,resort,120.14,4
5803,DealSeeker,70,paid,tier1,120.26,2
5804,DealSeeker,17,paid,resort,116.1,3
5805,DealSeeker,43,referral,tier1,105.56,1
5806,DealSeeker,108,paid,resort,109.61,3
5807,DealSeeker,131,paid,tier1,118.54,2
5808,DealSeeker,50,referral,tier1,116.59,3
5809,DealSeeker,49,paid,tier1,110.36,4
5810,DealSeeker,61,referral,tier1,111.64,3
5811,DealSeeker,64,referral,tier1,116.87,3
5812,DealSeeker,31,paid,tier1,116.2,3
5813,DealSeeker,12,paid,tier1,119.36,2
5814,DealSeeker,48,paid,tier2,109.63,4
5815,DealSeeker,144,paid,tier1,109.11,4
5816,DealSeeker,25,referral,resort,104.5,4
5817,DealSeeker,179,paid,tier1,103.63,4
5818,DealSeeker,128,referral,tier1,119.05,3
5819,DealSeeker,18,paid,tier2,119.35,4
5820,DealSeeker,1,referral,tier1,120.3,3
5821,DealSeeker,138,paid,tier2,106.78,4
5822,DealSeeker,98,referral,tier1,116.59,4
5823,DealSeeker,103,referral,resort,118.55,4
5824,DealSeeker,15,paid,resort,108.05,3
5825,DealSeeker,83,referral,tier1,118.14,4
5826,DealSeeker,60,paid,tier1,107.09,3
5827,DealSeeker,148,referral,resort,109.01,4
5828,DealSeeker,67,referral,tier1,117.01,3
5829,DealSeeker,138,referral,tier1,113.55,4
5830,DealSeeker,55,paid,tier1,120.8,4
5831,DealSeeker,5,referral,tier2,105.95,1
5832,DealSeeker,116,referral,tier2,117.43,4
5833,DealSeeker,30,paid,tier1,103.96,4
5834,DealSeeker,100,referral,resort,109.53,3
5835,DealSeeker,107,referral,resort,105.73,4
5836,DealSeeker,38,paid,resort,115.28,2
5837,DealSeeker,75,referral,tier2,119.94,1
5838,DealSeeker,52,paid,tier2,120.18,4
5839,DealSeeker,135,referral,resort,103.24,4
5840,DealSeeker,97,paid,resort,104.25,2
5841,DealSeeker,104,referral,tier1,114.24,4
5842,DealSeeker,112,referral,resort,113.72,4
5843,DealSeeker,10,paid,resort,105.63,2
5844,DealSeeker,127,referral,tier1,118.8,4
5845,DealSeeker,17,paid,tier1,120.0,2
5846,DealSeeker,91,paid,tier1,112.97,4
5847,DealSeeker,44,paid,tier1,110.33,2
5848,DealSeeker,73,paid,tier1,107.19,2
5849,DealSeeker,13,paid,tier1,114.09,2
5850,DealSeeker,64,referral,resort,103.44,4
5851,DealSeeker,7,referral,tier2,115.72,1
5852,DealSeeker,102,referral,tier1,106.46,4
5853,DealSeeker,137,referral,tier2,116.99,3
5854,DealSeeker,23,paid,tier2,107.38,1
5855,DealSeeker,8,referral,tier2,107.59,3
5856,DealSeeker,73,referral,tier2,107.44,1
5857,DealSeeker,148,paid,tier2,106.03,3
5858,DealSeeker,79,paid,tier1,108.85,4
5859,DealSeeker,105,referral,tier1,109.58,1
5860,DealSeeker,122,referral,resort,112.79,1
5861,DealSeeker,173,paid,tier1,107.14,2
5862,DealSeeker,43,paid,tier1,118.95,4
5863,DealSeeker,8,paid,tier2,113.08,4
5864,DealSeeker,53,paid,resort,113.18,4
5865,DealSeeker,40,referral,tier1,117.85,1
5866,DealSeeker,64,paid,tier2,113.21,4
5867,DealSeeker,44,paid,resort,119.45,4
5868,DealSeeker,79,referral,tier1,110.69,2
5869,DealSeeker,49,paid,tier1,111.48,1
5870,DealSeeker,82,paid,tier1,106.24,4
5871,DealSeeker,79,referral,tier1,105.73,1
5872,DealSeeker,37,paid,tier1,104.51,4
5873,DealSeeker,92,referral,tier2,120.01,1
5874,DealSeeker,101,referral,resort,114.14,1
5875,DealSeeker,14,referral,resort,110.48,4
5876,DealSeeker,81,paid,tier1,109.41,4
5877,DealSeeker,174,referral,tier2,107.98,1
5878,DealSeeker,58,referral,tier1,111.66,3
5879,DealSeeker,74,paid,tier1,103.28,3
5880,DealSeeker,129,referral,tier1,119.21,2
5881,DealSeeker,101,paid,resort,103.92,1
5882,DealSeeker,66,referral,resort,120.56,2
5883,DealSeeker,58,paid,resort,111.74,3
5884,DealSeeker,169,referral,tier1,114.17,4
5885,DealSeeker,1,paid,tier2,103.83,1
5886,DealSeeker,144,referral,resort,113.96,4
5887,DealSeeker,171,paid,tier1,114.1,3
5888,DealSeeker,18,paid,tier1,105.18,2
5889,DealSeeker,140,referral,tier1,107.31,2
5890,DealSeeker,144,referral,tier1,117.94,2
5891,DealSeeker,122,referral,tier1,113.67,1
5892,DealSeeker,87,referral,tier2,117.57,1
5893,DealSeeker,109,paid,resort,104.53,2
5894,DealSeeker,4,referral,tier2,117.92,4
5895,DealSeeker,77,paid,tier2,119.43,3
5896,DealSeeker,143,referral,tier1,113.48,2
5897,DealSeeker,98,paid,tier2,113.82,2
5898,DealSeeker,177,paid,tier1,108.42,4
5899,DealSeeker,115,paid,resort,115.73,4
5900,DealSeeker,122,paid,tier2,108.36,3
5901,DealSeeker,50,referral,tier2,114.2,4
5902,DealSeeker,132,referral,tier1,113.86,4
5903,DealSeeker,92,referral,tier1,109.09,4
5904,DealSeeker,78,paid,tier1,118.0,1
5905,DealSeeker,57,referral,tier1,114.52,2
5906,DealSeeker,75,referral,resort,120.26,1
5907,DealSeeker,12,referral,tier1,113.82,4
5908,DealSeeker,178,referral,resort,107.13,4
5909,DealSeeker,32,referral,tier1,110.31,2
5910,DealSeeker,32,referral,tier2,113.68,1
5911,DealSeeker,56,referral,tier1,103.99,1
5912,DealSeeker,68,paid,tier1,115.2,2
5913,DealSeeker,119,paid,tier1,119.96,1
5914,DealSeeker,117,paid,tier1,110.14,1
5915,DealSeeker,66,referral,tier2,110.59,1
5916,DealSeeker,2,paid,tier2,105.3,2
5917,DealSeeker,55,referral,tier2,111.07,3
5918,DealSeeker,41,paid,tier1,117.99,3
5919,DealSeeker,157,referral,resort,119.38,4
5920,DealSeeker,122,paid,tier2,107.51,1
5921,DealSeeker,43,paid,resort,116.82,2
5922,DealSeeker,77,referral,tier1,110.26,1
5923,DealSeeker,10,paid,tier1,113.88,1
5924,DealSeeker,147,paid,tier1,110.79,4
5925,DealSeeker,104,paid,tier2,108.44,4
5926,DealSeeker,128,referral,tier1,118.13,3
5927,DealSeeker,81,referral,tier1,115.84,3
5928,DealSeeker,45,paid,tier1,110.22,4
5929,DealSeeker,153,paid,tier1,116.21,4
5930,DealSeeker,93,referral,tier1,114.19,3
5931,DealSeeker,59,referral,tier1,108.01,2
5932,DealSeeker,171,paid,tier2,106.17,4
5933,DealSeeker,142,paid,tier2,111.22,2
5934,DealSeeker,130,paid,tier1,107.45,4
5935,DealSeeker,59,referral,tier2,107.49,2
5936,DealSeeker,12,paid,tier1,110.62,1
5937,DealSeeker,45,paid,tier2,116.63,3
5938,DealSeeker,5,referral,tier1,115.85,4
5939,DealSeeker,40,paid,tier1,107.16,1
5940,DealSeeker,82,paid,resort,103.9,2
5941,DealSeeker,33,referral,tier1,117.71,4
5942,DealSeeker,22,referral,tier2,108.85,4
5943,DealSeeker,13,referral,tier1,107.94,2
5944,DealSeeker,165,referral,tier2,110.09,1
5945,DealSeeker,20,paid,tier2,117.61,1
5946,DealSeeker,33,referral,tier1,112.19,1
5947,DealSeeker,124,paid,tier1,118.17,3
5948,DealSeeker,5,referral,tier1,116.11,3
5949,DealSeeker,156,referral,tier1,114.09,4
5950,DealSeeker,28,referral,resort,118.42,3
5951,DealSeeker,91,referral,tier1,119.06,4
5952,DealSeeker,110,paid,tier1,120.22,2
5953,DealSeeker,71,referral,tier1,103.35,4
5954,DealSeeker,30,referral,tier1,118.19,1
5955,DealSeeker,171,referral,resort,107.3,2
5956,DealSeeker,2,paid,resort,110.85,1
5957,DealSeeker,80,paid,tier2,105.8,3
5958,DealSeeker,155,referral,tier2,115.0,4
5959,DealSeeker,152,referral,resort,118.76,3
5960,DealSeeker,48,paid,resort,103.47,1
5961,DealSeeker,151,paid,tier1,103.83,3
5962,DealSeeker,106,paid,tier1,116.17,2
5963,DealSeeker,124,paid,tier1,103.73,4
5964,DealSeeker,168,paid,resort,119.85,1
5965,DealSeeker,104,referral,tier2,104.63,3
5966,DealSeeker,107,paid,tier2,114.29,4
5967,DealSeeker,85,referral,tier1,109.85,2
5968,DealSeeker,134,paid,tier1,111.63,2
5969,DealSeeker,124,paid,tier1,116.01,1
5970,DealSeeker,172,referral,resort,105.81,2
5971,DealSeeker,117,paid,tier2,110.57,1
5972,DealSeeker,119,paid,tier1,120.23,2
5973,DealSeeker,12,referral,resort,120.11,3
5974,DealSeeker,26,referral,tier2,120.55,2
5975,DealSeeker,105,referral,tier1,107.7,4
5976,DealSeeker,67,paid,resort,109.83,4
5977,DealSeeker,115,referral,tier1,118.6,3
5978,DealSeeker,125,paid,tier1,110.66,3
5979,DealSeeker,110,paid,tier2,115.03,3
5980,DealSeeker,102,paid,tier2,107.5,1
5981,DealSeeker,128,paid,resort,106.79,2
5982,DealSeeker,4,paid,tier1,109.3,3
5983,DealSeeker,109,referral,tier1,107.34,4
5984,DealSeeker,180,referral,resort,117.28,1
5985,DealSeeker,173,paid,tier1,109.82,4
5986,DealSeeker,27,paid,resort,104.97,3
5987,DealSeeker,140,referral,tier1,103.27,1
5988,DealSeeker,36,referral,tier1,105.52,3
5989,DealSeeker,74,referral,tier2,103.47,1
5990,DealSeeker,87,referral,tier1,112.13,1
5991,DealSeeker,170,paid,resort,110.23,4
5992,DealSeeker,60,referral,tier1,108.59,1
5993,DealSeeker,100,paid,tier1,106.66,3
5994,DealSeeker,63,paid,tier1,103.53,1
5995,DealSeeker,74,paid,tier2,105.86,3
5996,DealSeeker,158,paid,tier1,111.85,3
5997,DealSeeker,27,referral,resort,108.67,3
5998,DealSeeker,105,referral,tier1,112.21,4
5999,DealSeeker,177,paid,tier2,104.83,4
6000,DealSeeker,40,paid,tier2,105.82,3
6001,DealSeeker,161,referral,tier1,103.11,2
6002,DealSeeker,63,paid,tier1,107.06,3
6003,DealSeeker,9,referral,resort,116.36,4
6004,DealSeeker,26,paid,tier2,104.45,3
6005,DealSeeker,132,paid,tier2,104.87,2
6006,DealSeeker,129,paid,tier2,104.28,4
6007,DealSeeker,110,paid,tier1,118.27,2
6008,DealSeeker,148,paid,resort,112.49,3
6009,DealSeeker,70,referral,tier1,113.5,4
6010,DealSeeker,49,referral,tier1,108.89,4
6011,DealSeeker,100,referral,tier2,108.47,2
6012,DealSeeker,3,paid,tier1,117.36,3
6013,DealSeeker,177,paid,tier2,112.66,4
6014,DealSeeker,48,paid,tier1,118.6,2
6015,DealSeeker,118,paid,tier2,109.62,2
6016,DealSeeker,18,paid,tier1,115.5,4
6017,DealSeeker,173,referral,tier1,119.53,1
6018,DealSeeker,154,paid,resort,103.15,1
6019,DealSeeker,6,referral,resort,119.72,1
6020,DealSeeker,128,paid,tier1,117.64,2
6021,DealSeeker,80,referral,tier1,118.96,4
6022,DealSeeker,104,paid,tier2,104.18,1
6023,DealSeeker,56,referral,tier1,108.07,2
6024,DealSeeker,17,paid,tier1,119.95,1
6025,DealSeeker,79,paid,tier2,119.56,2
6026,DealSeeker,40,referral,tier1,111.01,1
6027,DealSeeker,79,referral,resort,103.73,3
6028,DealSeeker,106,paid,tier2,117.24,4
6029,DealSeeker,116,paid,tier2,114.88,4
6030,DealSeeker,134,paid,tier1,103.43,1
6031,DealSeeker,67,referral,resort,107.91,4
6032,DealSeeker,32,paid,resort,108.92,4
6033,DealSeeker,153,referral,tier1,111.19,3
6034,DealSeeker,6,paid,tier1,118.41,4
6035,DealSeeker,67,referral,resort,103.11,2
6036,DealSeeker,63,paid,tier1,110.09,3
6037,DealSeeker,22,paid,resort,120.31,1
6038,DealSeeker,1,referral,tier1,107.06,4
6039,DealSeeker,115,referral,tier1,119.89,1
6040,DealSeeker,89,referral,resort,107.37,1
6041,DealSeeker,20,paid,resort,114.58,3
6042,DealSeeker,104,paid,tier1,108.81,4
6043,DealSeeker,9,referral,tier2,103.42,3
6044,DealSeeker,112,referral,resort,111.35,3
6045,DealSeeker,143,referral,tier2,112.16,1
6046,DealSeeker,119,paid,tier1,110.3,1
6047,DealSeeker,6,paid,resort,117.34,1
6048,DealSeeker,18,referral,resort,120.06,2
6049,DealSeeker,167,referral,tier2,113.33,3
6050,DealSeeker,152,paid,tier1,117.66,1
6051,DealSeeker,113,paid,tier1,119.73,1
6052,DealSeeker,113,paid,resort,117.95,1
6053,DealSeeker,71,paid,tier1,119.56,3
6054,DealSeeker,73,referral,tier1,119.97,3
6055,DealSeeker,85,referral,resort,108.05,2
6056,DealSeeker,59,referral,resort,120.69,3
6057,DealSeeker,95,paid,tier1,113.21,1
6058,DealSeeker,122,paid,tier1,116.07,3
6059,DealSeeker,62,paid,tier1,108.62,2
6060,DealSeeker,98,referral,tier2,106.88,4
6061,DealSeeker,28,referral,resort,107.26,4
6062,DealSeeker,55,referral,resort,115.48,2
6063,DealSeeker,69,referral,tier1,119.69,2
6064,DealSeeker,143,referral,resort,118.41,2
6065,DealSeeker,159,paid,resort,114.85,4
6066,DealSeeker,141,referral,tier1,107.71,1
6067,DealSeeker,61,referral,tier1,117.22,4
6068,DealSeeker,155,referral,resort,119.84,4
6069,DealSeeker,1,referral,tier2,113.06,1
6070,DealSeeker,122,paid,tier2,111.33,2
6071,DealSeeker,30,paid,resort,105.48,1
6072,DealSeeker,100,paid,tier2,116.48,4
6073,DealSeeker,77,referral,tier1,117.73,4
6074,DealSeeker,3,paid,tier2,114.91,3
6075,DealSeeker,92,referral,tier1,118.22,2
6076,DealSeeker,153,paid,tier2,114.89,4
6077,DealSeeker,178,paid,resort,110.16,2
6078,DealSeeker,92,referral,tier1,113.87,1
6079,DealSeeker,84,paid,tier1,110.02,1
6080,DealSeeker,1,paid,tier1,117.09,1
6081,DealSeeker,170,paid,tier1,117.7,4
6082,DealSeeker,18,referral,tier1,118.2,4
6083,DealSeeker,49,referral,tier2,120.39,1
6084,DealSeeker,35,paid,tier1,103.06,2
6085,DealSeeker,167,paid,tier2,114.97,4
6086,DealSeeker,146,paid,resort,111.61,2
6087,DealSeeker,172,paid,tier1,104.14,3
