search_id,session_id,destination,check_in_date,check_out_date,search_price_shown,is_domestic,week_number
SCH0009620,SES0000449,Kolkata,2024-03-19,2024-04-05,3792.77,True,1
SCH0009621,SES0003704,Bangkok,2024-03-16,2024-04-10,21616.78,False,9
SCH0009622,SES0004807,Bengaluru,2024-03-25,2024-04-01,4007.98,True,4
SCH0009623,SES0007823,Jaipur,2024-07-25,2024-08-11,5286.27,True,26
SCH0009624,SES0007401,Goa,2024-05-09,2024-05-05,7021.63,True,13
SCH0009625,SES0011601,Hyderabad,2024-04-16,2024-06-04,3008.49,True,14
SCH0009626,SES0004401,Mumbai,2024-02-20,2024-02-05,3744.48,True,4
SCH0009627,SES0009007,Mumbai,2024-03-09,2024-05-04,5292.18,True,6
SCH0009628,SES0001086,Ahmedabad,2024-02-25,2024-02-24,12844.02,True,6
SCH0009629,SES0002561,Bengaluru,2024-06-05,2024-05-04,3479.78,True,11
SCH0009630,SES0000782,Dubai,2024-03-24,2024-03-26,50014.44,False,7
SCH0009631,SES0000792,London,2024-07-25,2024-05-20,49129.34,False,19
SCH0009632,SES0001614,Goa,2024-02-29,2024-03-23,4727.14,True,2
SCH0009633,SES0004560,Jaipur,2024-09-01,2024-08-19,4362.23,True,24
SCH0009634,SES0003083,London,2024-07-06,2024-08-09,12758.68,False,24
SCH0009635,SES0009387,Hyderabad,2024-04-05,2024-03-28,4782.5,True,8
SCH0009636,SES0009848,Ahmedabad,2024-05-27,2024-05-08,2799.83,True,13
SCH0009637,SES0007577,Pune,2024-05-17,2024-07-11,4767.15,True,15
SCH0009638,SES0007802,Ahmedabad,2024-04-26,2024-06-28,8944.12,True,14
SCH0009639,SES0009559,Singapore,2024-07-25,2024-07-09,13285.88,False,18
SCH0009640,SES0003399,Mumbai,2024-04-25,2024-07-16,4463.6,True,16
SCH0009641,SES0007536,Jaipur,2024-05-08,2024-05-30,2488.77,True,16
SCH0009642,SES0003134,Singapore,2024-05-12,2024-04-23,21742.65,False,7
SCH0009643,SES0009101,Dubai,2024-02-10,2024-01-12,20583.41,False,1
SCH0009644,SES0005480,Singapore,2024-02-22,2024-04-06,18617.39,False,7
SCH0009645,SES0010819,Chennai,2024-08-06,2024-08-03,4506.47,True,26
SCH0009646,SES0003169,Chennai,2024-04-08,2024-05-08,4371.65,True,6
SCH0009647,SES0005644,Hyderabad,2024-06-01,2024-06-23,6007.48,True,21
SCH0009648,SES0002728,Kolkata,2024-08-30,2024-07-05,4858.44,True,23
SCH0009649,SES0001416,Delhi,2024-02-08,2024-01-28,5574.67,True,3
SCH0009650,SES0001415,London,2024-05-01,2024-03-29,20080.24,False,11
SCH0009651,SES0009452,Jaipur,2024-04-09,2024-02-23,7703.04,True,4
SCH0009652,SES0001080,London,2024-08-24,2024-07-20,25298.42,False,26
SCH0009653,SES0002059,Bangkok,2024-04-01,2024-04-05,19859.36,False,12
SCH0009654,SES0001025,Goa,2024-06-04,2024-07-08,9021.53,True,21
SCH0009655,SES0007757,Pune,2024-06-06,2024-06-20,5814.48,True,21
SCH0009656,SES0001347,Jaipur,2024-08-21,2024-07-13,8283.2,True,26
SCH0009657,SES0001293,Delhi,2024-04-13,2024-05-31,6265.27,True,11
SCH0009658,SES0007095,Ahmedabad,2024-09-11,2024-08-14,2352.5,True,25
SCH0009659,SES0006117,Hyderabad,2024-04-15,2024-03-09,8282.78,True,9
SCH0009660,SES0007437,Kolkata,2024-06-12,2024-05-14,5187.83,True,16
SCH0009661,SES0008976,New York,2024-07-17,2024-05-23,17571.31,False,17
SCH0009662,SES0011442,Mumbai,2024-09-03,2024-08-03,5500.2,True,25
SCH0009663,SES0007260,Kolkata,2024-05-05,2024-04-14,4281.28,True,8
SCH0009664,SES0008123,Kolkata,2024-05-15,2024-06-02,5381.98,True,17
SCH0009665,SES0007100,Bangkok,2024-04-11,2024-02-16,13414.1,False,4
SCH0009666,SES0006521,Hyderabad,2024-01-12,2024-03-25,8182.14,True,1
SCH0009667,SES0001624,Bangkok,2024-04-17,2024-06-10,17038.08,False,13
SCH0009668,SES0011961,Chennai,2024-09-08,2024-07-07,4217.37,True,25
SCH0009669,SES0002820,Chennai,2024-05-12,2024-05-14,3394.9,True,10
SCH0009670,SES0002270,Chennai,2024-04-19,2024-03-13,5472.61,True,7
SCH0009671,SES0007787,Dubai,2024-08-07,2024-08-21,19802.3,False,23
SCH0009672,SES0010449,Singapore,2024-04-21,2024-04-07,21899.35,False,10
SCH0009673,SES0011906,Bengaluru,2024-05-16,2024-05-18,3258.75,True,11
SCH0009674,SES0009406,Goa,2024-05-20,2024-05-22,2590.3,True,13
SCH0009675,SES0005682,Dubai,2024-06-24,2024-06-23,24656.5,False,23
SCH0009676,SES0001426,Pune,2024-06-09,2024-07-20,8900.45,True,21
SCH0009677,SES0008432,Dubai,2024-03-11,2024-01-25,10794.84,False,2
SCH0009678,SES0008377,Chennai,2024-02-23,2024-03-01,9281.48,True,2
SCH0009679,SES0009488,Hyderabad,2024-05-13,2024-06-01,5505.84,True,18
SCH0009680,SES0001871,Kolkata,2024-08-14,2024-07-09,4900.9,True,26
SCH0009681,SES0001078,Bengaluru,2024-05-29,2024-05-21,4192.2,True,10
SCH0009682,SES0000182,Mumbai,2024-06-19,2024-08-05,2824.8,True,23
SCH0009683,SES0000882,New York,2024-06-15,2024-05-30,29550.75,False,12
SCH0009684,SES0006909,Jaipur,2024-04-23,2024-04-18,3603.85,True,11
SCH0009685,SES0007898,Delhi,2024-02-09,2024-02-03,3597.8,True,2
SCH0009686,SES0002503,New York,2024-03-20,2024-03-24,29612.83,False,8
SCH0009687,SES0003375,Bengaluru,2024-08-05,2024-09-26,2314.17,True,26
SCH0009688,SES0003077,Chennai,2024-04-26,2024-04-16,2671.94,True,5
SCH0009689,SES0010844,London,2024-06-09,2024-06-15,17870.97,False,21
SCH0009690,SES0008143,Singapore,2024-06-17,2024-07-02,20881.99,False,24
SCH0009691,SES0011383,Dubai,2024-02-17,2024-04-07,22979.72,False,5
SCH0009692,SES0010493,Pune,2024-07-10,2024-08-28,4355.87,True,24
SCH0009693,SES0004930,New York,2024-05-20,2024-06-02,63907.04,False,12
SCH0009694,SES0009042,Goa,2024-07-19,2024-06-20,4486.57,True,19
SCH0009695,SES0005654,New York,2024-04-03,2024-04-27,16068.35,False,12
SCH0009696,SES0009838,London,2024-06-12,2024-04-30,12106.61,False,16
SCH0009697,SES0001715,Delhi,2024-07-29,2024-06-23,5164.5,True,24
SCH0009698,SES0010918,London,2024-05-29,2024-08-09,24525.79,False,19
SCH0009699,SES0003998,Mumbai,2024-01-25,2024-02-01,7954.01,True,2
SCH0009700,SES0010918,Pune,2024-06-22,2024-05-25,2708.87,True,19
SCH0009701,SES0000622,Delhi,2024-08-21,2024-08-27,4454.2,True,22
SCH0009702,SES0011233,Chennai,2024-06-29,2024-07-31,5876.29,True,23
SCH0009703,SES0004532,Pune,2024-04-25,2024-05-19,6215.63,True,14
SCH0009704,SES0005565,Chennai,2024-08-04,2024-07-19,4927.66,True,21
SCH0009705,SES0000712,Bengaluru,2024-05-22,2024-06-05,6105.65,True,11
SCH0009706,SES0011040,New York,2024-07-14,2024-06-14,12034.32,False,17
SCH0009707,SES0006344,Chennai,2024-09-22,2024-08-24,9165.14,True,26
SCH0009708,SES0006459,Jaipur,2024-06-19,2024-08-10,7310.39,True,23
SCH0009709,SES0011800,Chennai,2024-03-01,2024-02-27,2869.89,True,7
SCH0009710,SES0010535,Delhi,2024-06-27,2024-08-06,3196.97,True,21
SCH0009711,SES0000790,Hyderabad,2024-05-01,2024-05-05,3233.21,True,16
SCH0009712,SES0009303,Ahmedabad,2024-04-15,2024-03-26,6445.83,True,6
SCH0009713,SES0000264,London,2024-08-11,2024-06-03,9486.61,False,21
SCH0009714,SES0002894,Ahmedabad,2024-06-03,2024-06-12,4305.25,True,14
SCH0009715,SES0008918,Pune,2024-06-18,2024-04-27,5895.13,True,14
SCH0009716,SES0007372,Goa,2024-03-28,2024-03-22,4786.4,True,11
SCH0009717,SES0003237,Jaipur,2024-08-30,2024-09-05,5451.0,True,25
SCH0009718,SES0009832,Chennai,2024-06-06,2024-05-31,3208.89,True,21
SCH0009719,SES0001883,New York,2024-05-10,2024-06-28,24280.46,False,14
SCH0009720,SES0003968,Ahmedabad,2024-04-13,2024-02-05,3845.72,True,3
SCH0009721,SES0011527,Goa,2024-02-28,2024-03-15,4316.29,True,4
SCH0009722,SES0007447,Mumbai,2024-09-12,2024-08-28,5405.07,True,25
SCH0009723,SES0008279,Bangkok,2024-08-16,2024-07-08,18987.56,False,25
SCH0009724,SES0007490,Chennai,2024-04-26,2024-04-28,4962.14,True,16
SCH0009725,SES0010352,Chennai,2024-04-10,2024-04-17,3640.04,True,7
SCH0009726,SES0002054,Ahmedabad,2024-04-16,2024-03-22,4359.79,True,11
SCH0009727,SES0006330,Pune,2024-07-11,2024-07-14,4919.06,True,21
SCH0009728,SES0001961,Mumbai,2024-05-18,2024-07-05,2835.48,True,19
SCH0009729,SES0005536,Delhi,2024-06-22,2024-07-13,4084.63,True,23
SCH0009730,SES0007085,London,2024-07-02,2024-06-12,21891.2,False,15
SCH0009731,SES0004765,Pune,2024-07-13,2024-07-06,2948.42,True,26
SCH0009732,SES0002813,Pune,2024-07-28,2024-08-25,7805.88,True,22
SCH0009733,SES0011737,Kolkata,2024-03-19,2024-04-26,8166.91,True,10
SCH0009734,SES0007499,Goa,2024-09-02,2024-08-26,2986.75,True,26
SCH0009735,SES0006844,Jaipur,2024-06-06,2024-08-17,8459.52,True,21
SCH0009736,SES0000128,Bangkok,2024-03-14,2024-04-14,16784.47,False,7
SCH0009737,SES0007117,Delhi,2024-04-05,2024-05-28,5810.41,True,12
SCH0009738,SES0006347,Goa,2024-09-02,2024-07-18,4029.27,True,25
SCH0009739,SES0001601,Jaipur,2024-08-13,2024-08-18,7109.72,True,24
SCH0009740,SES0007930,Dubai,2024-07-25,2024-08-01,22093.68,False,18
SCH0009741,SES0003506,Delhi,2024-03-15,2024-03-15,3548.71,True,3
SCH0009742,SES0009896,Chennai,2024-04-26,2024-03-17,3083.8,True,8
SCH0009743,SES0008738,New York,2024-05-02,2024-04-11,8689.31,False,14
SCH0009744,SES0002188,Hyderabad,2024-08-07,2024-07-21,5298.49,True,25
SCH0009745,SES0001835,Jaipur,2024-06-02,2024-07-26,6179.47,True,17
SCH0009746,SES0008631,London,2024-06-11,2024-05-17,24971.31,False,17
SCH0009747,SES0006224,Chennai,2024-06-19,2024-06-11,4688.22,True,19
SCH0009748,SES0011540,Mumbai,2024-08-26,2024-07-30,3093.94,True,25
SCH0009749,SES0009738,Pune,2024-06-20,2024-04-30,3741.23,True,13
SCH0009750,SES0001022,New York,2024-08-17,2024-08-28,32085.98,False,24
SCH0009751,SES0006768,Bangkok,2024-07-12,2024-08-10,14153.05,False,24
SCH0009752,SES0003253,Bangkok,2024-06-27,2024-07-07,19374.42,False,22
SCH0009753,SES0001015,Jaipur,2024-03-21,2024-03-02,3196.27,True,8
SCH0009754,SES0008064,Jaipur,2024-05-24,2024-04-10,5623.07,True,9
SCH0009755,SES0011525,Ahmedabad,2024-03-27,2024-02-18,4092.56,True,1
SCH0009756,SES0008890,Jaipur,2024-03-24,2024-03-15,7470.26,True,1
SCH0009757,SES0005550,Delhi,2024-05-10,2024-05-21,6697.05,True,18
SCH0009758,SES0000020,London,2024-05-15,2024-04-17,14074.88,False,14
SCH0009759,SES0001741,Mumbai,2024-03-26,2024-03-07,4671.96,True,1
SCH0009760,SES0003391,Mumbai,2024-07-22,2024-08-21,3942.43,True,21
SCH0009761,SES0001970,Ahmedabad,2024-06-25,2024-07-01,2785.62,True,16
SCH0009762,SES0004247,New York,2024-08-05,2024-06-20,11746.13,False,20
SCH0009763,SES0008661,Delhi,2024-03-11,2024-05-12,5320.31,True,7
SCH0009764,SES0003475,London,2024-05-26,2024-07-11,21218.52,False,19
SCH0009765,SES0003228,Hyderabad,2024-07-07,2024-08-22,5215.65,True,23
SCH0009766,SES0008368,Mumbai,2024-04-20,2024-04-29,4355.99,True,12
SCH0009767,SES0010028,Dubai,2024-06-09,2024-05-07,28754.03,False,13
SCH0009768,SES0005070,Goa,2024-05-15,2024-05-16,5041.29,True,19
SCH0009769,SES0007687,Bengaluru,2024-08-04,2024-09-12,6511.35,True,24
SCH0009770,SES0010410,Hyderabad,2024-05-12,2024-05-04,2417.5,True,7
SCH0009771,SES0003182,Jaipur,2024-08-11,2024-06-22,1500.0,True,23
SCH0009772,SES0003726,Singapore,2024-06-04,2024-07-20,20783.07,False,22
SCH0009773,SES0001896,Goa,2024-04-27,2024-03-21,2779.69,True,7
SCH0009774,SES0005993,Ahmedabad,2024-07-02,2024-07-28,4514.36,True,22
SCH0009775,SES0009765,Hyderabad,2024-08-15,2024-06-01,4355.35,True,21
SCH0009776,SES0011594,Mumbai,2024-05-14,2024-04-25,9273.91,True,16
SCH0009777,SES0004157,Pune,2024-08-18,2024-06-25,5767.53,True,24
SCH0009778,SES0002702,Jaipur,2024-06-24,2024-07-13,5251.89,True,25
SCH0009779,SES0009855,Dubai,2024-06-25,2024-07-14,27405.41,False,20
SCH0009780,SES0002648,Goa,2024-03-29,2024-05-16,5695.31,True,12
SCH0009781,SES0003661,Chennai,2024-06-01,2024-05-23,4092.57,True,13
SCH0009782,SES0001953,Jaipur,2024-07-17,2024-06-27,7544.62,True,24
SCH0009783,SES0002813,Mumbai,2024-06-07,2024-08-27,3152.97,True,22
SCH0009784,SES0000741,Hyderabad,2024-06-07,2024-05-06,5593.16,True,13
SCH0009785,SES0010015,Mumbai,2024-06-15,2024-08-01,2646.44,True,22
SCH0009786,SES0003205,Hyderabad,2024-08-16,2024-08-26,5332.51,True,24
SCH0009787,SES0005844,Ahmedabad,2024-06-03,2024-05-30,5309.2,True,20
SCH0009788,SES0006095,Delhi,2024-08-21,2024-07-31,9610.22,True,25
SCH0009789,SES0011797,Ahmedabad,2024-04-29,2024-04-20,2628.08,True,7
SCH0009790,SES0000136,Chennai,2024-05-29,2024-05-13,3864.72,True,17
SCH0009791,SES0008711,Kolkata,2024-07-20,2024-09-03,6829.95,True,26
SCH0009792,SES0003614,Bangkok,2024-08-29,2024-06-26,21325.5,False,23
SCH0009793,SES0000031,Dubai,2024-02-20,2024-03-25,19735.07,False,7
SCH0009794,SES0002541,Bengaluru,2024-01-29,2024-02-19,3352.78,True,3
SCH0009795,SES0010975,Bangkok,2024-03-20,2024-03-07,13421.2,False,5
SCH0009796,SES0006950,New York,2024-08-20,2024-07-16,33608.04,False,25
SCH0009797,SES0003473,Pune,2024-05-24,2024-03-25,4814.54,True,10
SCH0009798,SES0007199,Hyderabad,2024-04-02,2024-04-22,5710.97,True,13
SCH0009799,SES0011276,Kolkata,2024-06-15,2024-06-03,4693.46,True,21
SCH0009800,SES0006451,Bangkok,2024-05-14,2024-05-12,9981.19,False,13
SCH0009801,SES0011274,Ahmedabad,2024-06-12,2024-05-20,7140.4,True,14
SCH0009802,SES0006699,Delhi,2024-03-21,2024-04-22,6010.68,True,9
SCH0009803,SES0011302,Hyderabad,2024-07-20,2024-07-30,12360.42,True,25
SCH0009804,SES0011897,Goa,2024-07-13,2024-07-16,3274.0,True,20
SCH0009805,SES0009539,Bangkok,2024-04-20,2024-03-08,27208.55,False,6
SCH0009806,SES0004216,Goa,2024-05-20,2024-05-29,2908.47,True,13
SCH0009807,SES0006001,Bengaluru,2024-06-12,2024-07-06,5234.04,True,19
SCH0009808,SES0005647,Delhi,2024-07-24,2024-08-06,7263.4,True,19
SCH0009809,SES0003209,Delhi,2024-07-21,2024-06-03,2145.54,True,18
SCH0009810,SES0009194,Hyderabad,2024-08-04,2024-06-22,4527.96,True,20
SCH0009811,SES0010111,Bengaluru,2024-02-26,2024-02-02,3923.41,True,4
SCH0009812,SES0009036,Kolkata,2024-04-22,2024-04-11,3711.6,True,7
SCH0009813,SES0008775,Mumbai,2024-03-29,2024-05-06,5733.52,True,7
SCH0009814,SES0000273,Jaipur,2024-07-28,2024-07-13,7694.6,True,23
SCH0009815,SES0008227,Goa,2024-01-15,2024-02-25,4659.62,True,2
SCH0009816,SES0010363,London,2024-05-09,2024-04-03,19985.12,False,10
SCH0009817,SES0006574,Jaipur,2024-08-01,2024-06-25,5144.71,True,19
SCH0009818,SES0001167,Mumbai,2024-08-04,2024-09-03,4918.32,True,23
SCH0009819,SES0005703,Mumbai,2024-08-18,2024-09-07,3178.81,True,24
SCH0009820,SES0007427,Dubai,2024-02-17,2024-03-30,31389.3,False,3
SCH0009821,SES0008330,Goa,2024-05-29,2024-06-10,5530.75,True,18
SCH0009822,SES0006791,Goa,2024-03-16,2024-04-21,5755.74,True,5
SCH0009823,SES0000473,Bangkok,2024-06-16,2024-08-09,12049.1,False,22
SCH0009824,SES0007783,Jaipur,2024-03-11,2024-03-21,4090.05,True,10
SCH0009825,SES0001685,Kolkata,2024-04-01,2024-02-20,4580.42,True,3
SCH0009826,SES0002455,Bengaluru,2024-02-05,2024-03-21,2660.71,True,5
SCH0009827,SES0006096,Pune,2024-08-21,2024-06-27,2501.85,True,25
SCH0009828,SES0009230,Bengaluru,2024-05-26,2024-06-07,3864.94,True,19
SCH0009829,SES0000377,New York,2024-07-10,2024-06-12,23418.0,False,20
SCH0009830,SES0009978,Chennai,2024-03-24,2024-04-04,3784.79,True,2
SCH0009831,SES0001458,Hyderabad,2024-04-12,2024-02-15,3269.78,True,3
SCH0009832,SES0007301,Ahmedabad,2024-05-11,2024-04-19,3547.95,True,12
SCH0009833,SES0007902,Delhi,2024-06-30,2024-06-27,4096.4,True,22
SCH0009834,SES0009420,Hyderabad,2024-06-18,2024-07-11,4266.1,True,19
SCH0009835,SES0004794,Bengaluru,2024-06-06,2024-06-22,11686.72,True,20
SCH0009836,SES0005978,Kolkata,2024-07-14,2024-07-24,7493.93,True,20
SCH0009837,SES0010765,Chennai,2024-03-28,2024-03-03,7404.99,True,6
SCH0009838,SES0002942,Chennai,2024-07-17,2024-07-02,7843.43,True,25
SCH0009839,SES0009187,Hyderabad,2024-07-20,2024-07-25,3296.02,True,26
SCH0009840,SES0008458,Dubai,2024-04-05,2024-02-26,9787.07,False,7
SCH0009841,SES0009311,Delhi,2024-07-08,2024-06-30,3156.6,True,21
SCH0009842,SES0009699,Bengaluru,2024-07-11,2024-07-30,8381.67,True,18
SCH0009843,SES0006680,Delhi,2024-02-13,2024-02-10,3948.63,True,2
SCH0009844,SES0000542,Hyderabad,2024-08-11,2024-08-21,2979.34,True,24
SCH0009845,SES0010785,Singapore,2024-02-27,2024-03-24,14537.72,False,4
SCH0009846,SES0009195,Bengaluru,2024-06-02,2024-05-18,4467.38,True,19
SCH0009847,SES0008438,Hyderabad,2024-02-15,2024-03-23,5471.81,True,3
SCH0009848,SES0006205,Ahmedabad,2024-07-02,2024-06-27,5433.73,True,21
SCH0009849,SES0010013,Chennai,2024-04-28,2024-04-11,3528.85,True,7
SCH0009850,SES0001488,Delhi,2024-04-27,2024-03-24,6465.67,True,11
SCH0009851,SES0006306,Goa,2024-04-26,2024-04-17,3805.96,True,9
SCH0009852,SES0011727,Chennai,2024-03-18,2024-04-18,4616.95,True,9
SCH0009853,SES0008160,Bengaluru,2024-05-10,2024-05-09,6468.57,True,9
SCH0009854,SES0010183,London,2024-05-01,2024-04-24,13083.27,False,8
SCH0009855,SES0000410,Jaipur,2024-02-21,2024-03-25,3913.78,True,7
SCH0009856,SES0008014,Hyderabad,2024-04-12,2024-04-15,6227.11,True,12
SCH0009857,SES0004049,Delhi,2024-09-01,2024-06-23,3487.38,True,24
SCH0009858,SES0008936,Jaipur,2024-04-25,2024-05-21,4213.64,True,11
SCH0009859,SES0007954,London,2024-07-14,2024-06-19,23810.24,False,23
SCH0009860,SES0010312,Goa,2024-07-20,2024-08-24,11177.26,True,22
SCH0009861,SES0001572,New York,2024-01-28,2024-01-27,24408.88,False,1
SCH0009862,SES0004765,Chennai,2024-08-24,2024-07-17,5937.57,True,26
SCH0009863,SES0008100,Delhi,2024-06-27,2024-08-24,6077.33,True,25
SCH0009864,SES0006201,Kolkata,2024-04-25,2024-05-11,3199.42,True,12
SCH0009865,SES0006239,New York,2024-05-26,2024-05-30,19106.78,False,11
SCH0009866,SES0011989,Jaipur,2024-02-16,2024-03-27,4856.6,True,5
SCH0009867,SES0010926,Singapore,2024-04-19,2024-03-04,21179.57,False,8
SCH0009868,SES0006460,New York,2024-04-11,2024-04-27,19115.49,False,13
SCH0009869,SES0000013,Jaipur,2024-07-26,2024-06-16,5720.89,True,18
SCH0009870,SES0004073,Mumbai,2024-06-24,2024-07-11,4339.06,True,16
SCH0009871,SES0004553,Hyderabad,2024-05-01,2024-05-06,5031.35,True,15
SCH0009872,SES0004747,Pune,2024-07-10,2024-08-11,3007.51,True,25
SCH0009873,SES0004620,London,2024-04-08,2024-03-18,15368.06,False,4
SCH0009874,SES0009294,Bengaluru,2024-01-31,2024-04-05,8572.66,True,1
SCH0009875,SES0002790,Chennai,2024-05-17,2024-07-05,5583.23,True,16
SCH0009876,SES0007577,Pune,2024-05-08,2024-07-11,4873.81,True,15
SCH0009877,SES0008654,Bengaluru,2024-03-09,2024-03-31,10492.85,True,5
SCH0009878,SES0008134,Ahmedabad,2024-04-10,2024-02-20,2851.69,True,6
SCH0009879,SES0008712,Singapore,2024-05-14,2024-07-03,10355.49,False,18
SCH0009880,SES0009327,Goa,2024-08-20,2024-07-02,9750.6,True,25
SCH0009881,SES0002346,Chennai,2024-07-18,2024-07-16,5005.96,True,23
SCH0009882,SES0008967,Mumbai,2024-04-09,2024-06-11,4460.28,True,11
SCH0009883,SES0003796,Mumbai,2024-02-29,2024-04-08,3042.15,True,5
SCH0009884,SES0010506,Singapore,2024-04-17,2024-03-28,22558.07,False,9
SCH0009885,SES0004732,Kolkata,2024-04-17,2024-03-10,6110.62,True,5
SCH0009886,SES0007941,Chennai,2024-08-17,2024-08-28,3172.27,True,23
SCH0009887,SES0003438,Pune,2024-03-27,2024-03-20,4646.59,True,4
SCH0009888,SES0002367,Singapore,2024-07-14,2024-07-01,15248.59,False,24
SCH0009889,SES0003407,Jaipur,2024-06-08,2024-07-08,5444.66,True,21
SCH0009890,SES0011712,Chennai,2024-07-10,2024-07-31,3141.01,True,19
SCH0009891,SES0001133,Bengaluru,2024-06-26,2024-08-02,8109.4,True,22
SCH0009892,SES0003895,Singapore,2024-06-09,2024-06-26,28507.2,False,15
SCH0009893,SES0011833,Chennai,2024-04-09,2024-04-26,4250.24,True,14
SCH0009894,SES0008784,Chennai,2024-05-20,2024-07-31,4507.21,True,19
SCH0009895,SES0007203,Hyderabad,2024-08-22,2024-07-29,4653.76,True,22
SCH0009896,SES0004648,Hyderabad,2024-06-30,2024-05-12,3599.95,True,17
SCH0009897,SES0005862,Mumbai,2024-07-16,2024-06-14,4115.96,True,21
SCH0009898,SES0004825,Hyderabad,2024-06-23,2024-05-16,4411.16,True,17
SCH0009899,SES0005030,Hyderabad,2024-05-25,2024-07-02,9368.87,True,19
SCH0009900,SES0001375,London,2024-06-13,2024-05-11,28949.53,False,15
SCH0009901,SES0004918,Chennai,2024-05-24,2024-06-22,7142.81,True,18
SCH0009902,SES0005878,Hyderabad,2024-05-24,2024-07-13,5698.57,True,16
SCH0009903,SES0001676,Mumbai,2024-06-10,2024-08-15,3143.43,True,21
SCH0009904,SES0008406,New York,2024-07-02,2024-06-29,17663.48,False,20
SCH0009905,SES0011364,Pune,2024-03-24,2024-03-16,7245.93,True,9
SCH0009906,SES0011372,Pune,2024-06-02,2024-06-02,2971.12,True,19
SCH0009907,SES0006828,Ahmedabad,2024-04-05,2024-05-01,6339.92,True,13
SCH0009908,SES0007688,Goa,2024-05-30,2024-06-18,12444.62,True,13
SCH0009909,SES0002716,Jaipur,2024-05-07,2024-03-30,7515.53,True,10
SCH0009910,SES0009419,Kolkata,2024-05-17,2024-05-18,8652.57,True,8
SCH0009911,SES0001566,Mumbai,2024-07-20,2024-07-27,5363.3,True,19
SCH0009912,SES0009141,Dubai,2024-08-15,2024-06-24,29259.69,False,23
SCH0009913,SES0003261,Ahmedabad,2024-07-12,2024-07-01,3688.07,True,19
SCH0009914,SES0007777,Ahmedabad,2024-05-30,2024-05-18,6757.08,True,11
SCH0009915,SES0009926,Chennai,2024-05-31,2024-04-28,6385.31,True,14
SCH0009916,SES0011909,Kolkata,2024-06-18,2024-07-20,5519.07,True,22
SCH0009917,SES0011522,Chennai,2024-05-19,2024-07-08,8319.88,True,18
SCH0009918,SES0003938,Kolkata,2024-04-29,2024-04-09,3961.93,True,7
SCH0009919,SES0008267,Delhi,2024-05-19,2024-06-22,4560.45,True,18
SCH0009920,SES0010650,Delhi,2024-06-04,2024-05-11,5106.07,True,13
SCH0009921,SES0007378,Bangkok,2024-05-03,2024-03-21,10777.27,False,8
SCH0009922,SES0009708,Dubai,2024-06-30,2024-07-27,20200.57,False,24
SCH0009923,SES0005896,Chennai,2024-01-25,2024-04-02,2471.12,True,3
SCH0009924,SES0005369,Bengaluru,2024-06-05,2024-04-15,7470.98,True,13
SCH0009925,SES0010899,Hyderabad,2024-05-28,2024-05-30,5007.31,True,17
SCH0009926,SES0001031,Hyderabad,2024-07-24,2024-07-18,3990.38,True,24
SCH0009927,SES0002114,Pune,2024-01-17,2024-04-08,3520.12,True,2
SCH0009928,SES0009972,Dubai,2024-03-17,2024-05-21,16037.91,False,9
SCH0009929,SES0007093,Singapore,2024-05-23,2024-06-19,25441.32,False,16
SCH0009930,SES0004284,Dubai,2024-09-06,2024-08-11,23715.15,False,26
SCH0009931,SES0002125,Bengaluru,2024-03-29,2024-03-31,3706.28,True,9
SCH0009932,SES0010414,Jaipur,2024-04-05,2024-05-24,3503.73,True,8
SCH0009933,SES0007119,Delhi,2024-04-04,2024-04-03,6391.73,True,6
SCH0009934,SES0006123,Bangkok,2024-02-16,2024-03-21,12566.96,False,5
SCH0009935,SES0011287,Goa,2024-04-30,2024-06-21,5033.97,True,17
SCH0009936,SES0002813,Singapore,2024-07-17,2024-07-09,19184.87,False,22
SCH0009937,SES0007107,Goa,2024-03-25,2024-06-03,5568.19,True,12
SCH0009938,SES0006249,Hyderabad,2024-03-15,2024-04-24,6927.87,True,10
SCH0009939,SES0004066,New York,2024-03-25,2024-04-29,9590.41,False,10
SCH0009940,SES0004144,Dubai,2024-04-11,2024-03-31,8000.0,False,10
SCH0009941,SES0004390,Goa,2024-04-27,2024-03-23,3916.76,True,5
SCH0009942,SES0007226,Pune,2024-02-12,2024-03-23,10103.24,True,2
SCH0009943,SES0001960,Hyderabad,2024-03-19,2024-02-28,11035.47,True,6
SCH0009944,SES0002407,Chennai,2024-05-15,2024-04-13,10223.77,True,11
SCH0009945,SES0009745,Bengaluru,2024-05-30,2024-07-11,4549.66,True,15
SCH0009946,SES0004540,Mumbai,2024-06-07,2024-06-28,2409.45,True,16
SCH0009947,SES0005034,Goa,2024-04-08,2024-02-17,1925.2,True,4
SCH0009948,SES0000410,Jaipur,2024-05-02,2024-03-10,3844.45,True,7
SCH0009949,SES0001192,Jaipur,2024-02-20,2024-02-13,4540.4,True,1
SCH0009950,SES0009254,Bangkok,2024-09-08,2024-07-17,34555.18,False,26
SCH0009951,SES0003487,Mumbai,2024-06-03,2024-06-14,6954.35,True,21
SCH0009952,SES0009896,Ahmedabad,2024-05-12,2024-04-17,5382.79,True,8
SCH0009953,SES0003642,Kolkata,2024-03-13,2024-03-10,3442.87,True,4
SCH0009954,SES0011891,Goa,2024-06-18,2024-05-19,3346.56,True,17
SCH0009955,SES0007620,Delhi,2024-04-06,2024-03-07,5440.64,True,4
SCH0009956,SES0001997,Pune,2024-06-27,2024-08-08,6495.21,True,23
