view_id,search_id,hotel_id,listed_price,week_number
VEW0007854,SCH0016839,HTL0092,19051.16,12
VEW0007855,SCH0012940,HTL0075,8325.25,6
VEW0007856,SCH0009628,HTL0064,12897.54,6
VEW0007857,SCH0010523,HTL0003,2306.82,26
VEW0007858,SCH0006650,HTL0065,5457.62,10
VEW0007859,SCH0015651,HTL0076,5046.9,18
VEW0007860,SCH0010176,HTL0092,16786.49,17
VEW0007861,SCH0003333,HTL0070,9269.85,13
VEW0007862,SCH0007153,HTL0020,3374.71,8
VEW0007863,SCH0003371,HTL0043,4895.09,26
VEW0007864,SCH0015282,HTL0013,3249.4,16
VEW0007865,SCH0001641,HTL0037,5044.82,9
VEW0007866,SCH0000088,HTL0110,20657.83,25
VEW0007867,SCH0015497,HTL0015,10863.44,7
VEW0007868,SCH0010668,HTL0006,7272.71,12
VEW0007869,SCH0003348,HTL0033,9224.02,11
VEW0007870,SCH0013443,HTL0003,4960.73,4
VEW0007871,SCH0005295,HTL0117,34365.64,16
VEW0007872,SCH0014713,HTL0093,39906.11,7
VEW0007873,SCH0012937,HTL0032,7088.02,5
VEW0007874,SCH0006024,HTL0085,4448.28,16
VEW0007875,SCH0014946,HTL0059,9682.91,17
VEW0007876,SCH0004612,HTL0117,7915.09,11
VEW0007877,SCH0006206,HTL0043,9232.83,8
VEW0007878,SCH0005770,HTL0060,2573.95,25
VEW0007879,SCH0012692,HTL0011,5064.7,19
VEW0007880,SCH0003898,HTL0091,26047.14,19
VEW0007881,SCH0007813,HTL0062,5349.61,25
VEW0007882,SCH0002971,HTL0027,2256.76,22
VEW0007883,SCH0006896,HTL0034,3885.94,10
VEW0007884,SCH0015534,HTL0085,2766.29,13
VEW0007885,SCH0013300,HTL0024,2643.67,7
VEW0007886,SCH0012474,HTL0066,5085.7,4
VEW0007887,SCH0010313,HTL0052,3945.79,3
VEW0007888,SCH0016640,HTL0038,6027.75,23
VEW0007889,SCH0003991,HTL0056,2451.46,13
VEW0007890,SCH0003131,HTL0078,4879.48,6
VEW0007891,SCH0016567,HTL0039,3563.02,2
VEW0007892,SCH0003250,HTL0063,2394.09,22
VEW0007893,SCH0009709,HTL0005,2814.48,7
VEW0007894,SCH0009730,HTL0108,22310.17,15
VEW0007895,SCH0007158,HTL0045,3605.1,9
VEW0007896,SCH0013728,HTL0087,5599.65,16
VEW0007897,SCH0017895,HTL0038,1521.02,1
VEW0007898,SCH0008301,HTL0012,8998.27,21
VEW0007899,SCH0002168,HTL0030,2911.85,13
VEW0007900,SCH0007380,HTL0033,5838.7,5
VEW0007901,SCH0005534,HTL0076,5328.88,21
VEW0007902,SCH0004477,HTL0073,4149.11,8
VEW0007903,SCH0001718,HTL0114,20090.53,6
VEW0007904,SCH0012503,HTL0083,3525.57,2
VEW0007905,SCH0002544,HTL0042,4260.5,7
VEW0007906,SCH0017683,HTL0007,8282.14,20
VEW0007907,SCH0015775,HTL0037,8503.18,26
VEW0007908,SCH0003146,HTL0104,22595.4,1
VEW0007909,SCH0000407,HTL0052,3231.34,8
VEW0007910,SCH0011784,HTL0023,3999.07,22
VEW0007911,SCH0011831,HTL0092,13867.74,8
VEW0007912,SCH0009265,HTL0029,3404.72,3
VEW0007913,SCH0000103,HTL0050,4340.54,15
VEW0007914,SCH0001496,HTL0088,11230.93,2
VEW0007915,SCH0017988,HTL0078,4896.93,13
VEW0007916,SCH0001804,HTL0007,2644.16,18
VEW0007917,SCH0017955,HTL0106,15511.31,9
VEW0007918,SCH0003053,HTL0063,4288.71,15
VEW0007919,SCH0007815,HTL0038,5219.65,20
VEW0007920,SCH0005805,HTL0055,7976.77,26
VEW0007921,SCH0016597,HTL0053,6701.71,5
VEW0007922,SCH0006718,HTL0049,4680.14,19
VEW0007923,SCH0003428,HTL0069,8404.93,11
VEW0007924,SCH0007864,HTL0098,13207.53,6
VEW0007925,SCH0001608,HTL0068,9236.03,23
VEW0007926,SCH0000325,HTL0073,3318.41,3
VEW0007927,SCH0008758,HTL0008,5525.8,12
VEW0007928,SCH0008877,HTL0119,15603.13,24
VEW0007929,SCH0000590,HTL0050,3447.85,9
VEW0007930,SCH0012475,HTL0038,5807.68,15
VEW0007931,SCH0012562,HTL0054,4479.44,18
VEW0007932,SCH0014543,HTL0097,18455.46,15
VEW0007933,SCH0014187,HTL0120,23091.46,11
VEW0007934,SCH0017179,HTL0062,8048.31,16
VEW0007935,SCH0007724,HTL0021,5075.14,18
VEW0007936,SCH0007671,HTL0106,25615.98,4
VEW0007937,SCH0011416,HTL0110,13352.63,3
VEW0007938,SCH0011040,HTL0046,3615.6,17
VEW0007939,SCH0015261,HTL0082,3743.22,12
VEW0007940,SCH0008591,HTL0035,8982.6,19
VEW0007941,SCH0012997,HTL0074,4698.28,4
VEW0007942,SCH0014551,HTL0030,3523.96,26
VEW0007943,SCH0016453,HTL0008,5297.61,18
VEW0007944,SCH0006422,HTL0093,11669.59,23
VEW0007945,SCH0005656,HTL0095,12238.18,15
VEW0007946,SCH0017134,HTL0068,4244.74,4
VEW0007947,SCH0015967,HTL0113,15186.19,8
VEW0007948,SCH0004249,HTL0105,22765.08,12
VEW0007949,SCH0008588,HTL0085,2096.35,4
VEW0007950,SCH0007584,HTL0048,8287.41,15
VEW0007951,SCH0000747,HTL0001,5222.75,22
VEW0007952,SCH0012514,HTL0105,27263.64,24
VEW0007953,SCH0001004,HTL0117,13039.71,21
VEW0007954,SCH0007483,HTL0051,3812.45,23
VEW0007955,SCH0002863,HTL0025,3236.13,1
VEW0007956,SCH0017117,HTL0098,12022.12,1
VEW0007957,SCH0012043,HTL0079,4803.44,12
VEW0007958,SCH0010407,HTL0051,5148.95,1
VEW0007959,SCH0002954,HTL0065,9043.8,26
VEW0007960,SCH0010455,HTL0080,3251.24,22
VEW0007961,SCH0007722,HTL0024,8792.8,22
VEW0007962,SCH0008523,HTL0114,14111.55,4
VEW0007963,SCH0010023,HTL0038,8300.33,25
VEW0007964,SCH0011537,HTL0055,9018.44,2
VEW0007965,SCH0015703,HTL0065,3275.48,7
VEW0007966,SCH0009660,HTL0050,5052.83,16
VEW0007967,SCH0012081,HTL0118,32854.23,6
VEW0007968,SCH0010793,HTL0026,4939.23,24
VEW0007969,SCH0017709,HTL0028,5274.66,3
VEW0007970,SCH0000621,HTL0096,12012.15,15
VEW0007971,SCH0003033,HTL0087,5836.71,17
VEW0007972,SCH0006437,HTL0093,9000.18,18
VEW0007973,SCH0009633,HTL0082,4381.98,24
VEW0007974,SCH0008334,HTL0098,25507.41,13
VEW0007975,SCH0005235,HTL0056,5617.58,6
VEW0007976,SCH0005023,HTL0067,4628.62,14
VEW0007977,SCH0010221,HTL0119,35001.87,7
VEW0007978,SCH0007369,HTL0114,9353.83,5
VEW0007979,SCH0005922,HTL0027,5245.03,12
VEW0007980,SCH0002322,HTL0116,26225.1,4
VEW0007981,SCH0011115,HTL0098,17424.68,15
VEW0007982,SCH0001718,HTL0099,20152.96,6
VEW0007983,SCH0003901,HTL0099,13650.36,8
VEW0007984,SCH0000913,HTL0027,5581.97,5
VEW0007985,SCH0013219,HTL0111,17026.92,17
VEW0007986,SCH0012745,HTL0050,5499.09,4
VEW0007987,SCH0016646,HTL0025,6855.77,7
VEW0007988,SCH0007958,HTL0036,11687.44,9
VEW0007989,SCH0000604,HTL0046,8635.61,6
VEW0007990,SCH0013955,HTL0058,3990.33,12
VEW0007991,SCH0002412,HTL0074,9149.25,21
VEW0007992,SCH0006468,HTL0102,14074.14,5
VEW0007993,SCH0017019,HTL0030,5312.62,19
VEW0007994,SCH0015623,HTL0010,4772.86,14
VEW0007995,SCH0006306,HTL0028,7230.53,21
VEW0007996,SCH0013727,HTL0110,23851.93,23
VEW0007997,SCH0008935,HTL0044,6383.87,18
VEW0007998,SCH0015147,HTL0080,3026.97,11
VEW0007999,SCH0014271,HTL0034,4650.58,24
VEW0008000,SCH0015138,HTL0065,6507.92,3
VEW0008001,SCH0005019,HTL0105,19050.85,24
VEW0008002,SCH0009340,HTL0028,5061.59,25
VEW0008003,SCH0005155,HTL0007,3540.83,4
VEW0008004,SCH0006049,HTL0027,2850.64,15
VEW0008005,SCH0005955,HTL0111,23635.16,3
VEW0008006,SCH0009607,HTL0052,1641.38,20
VEW0008007,SCH0017082,HTL0014,4829.43,16
VEW0008008,SCH0016233,HTL0097,30228.29,26
VEW0008009,SCH0000772,HTL0093,13375.61,16
VEW0008010,SCH0001209,HTL0055,2843.19,18
VEW0008011,SCH0010522,HTL0118,18931.52,26
VEW0008012,SCH0013978,HTL0077,5747.87,5
VEW0008013,SCH0009343,HTL0109,35493.48,5
VEW0008014,SCH0014550,HTL0020,4090.0,21
VEW0008015,SCH0012193,HTL0077,5491.4,20
VEW0008016,SCH0003524,HTL0086,9586.81,5
VEW0008017,SCH0001282,HTL0012,4638.29,17
VEW0008018,SCH0008687,HTL0087,3055.7,2
VEW0008019,SCH0017923,HTL0054,7360.55,4
VEW0008020,SCH0017089,HTL0077,7664.86,13
VEW0008021,SCH0001751,HTL0039,1648.91,13
VEW0008022,SCH0011462,HTL0053,6027.43,21
VEW0008023,SCH0002544,HTL0053,4367.8,7
VEW0008024,SCH0006934,HTL0022,4957.71,11
VEW0008025,SCH0013845,HTL0113,44028.41,5
VEW0008026,SCH0002138,HTL0107,39758.49,20
VEW0008027,SCH0010406,HTL0011,7578.22,4
VEW0008028,SCH0012427,HTL0067,3725.65,22
VEW0008029,SCH0008036,HTL0086,11198.99,14
VEW0008030,SCH0006676,HTL0055,6689.93,22
VEW0008031,SCH0004469,HTL0115,19264.47,6
VEW0008032,SCH0009882,HTL0036,4539.97,11
VEW0008033,SCH0005727,HTL0082,2016.71,13
VEW0008034,SCH0006100,HTL0034,3678.28,10
VEW0008035,SCH0015578,HTL0066,5631.5,25
VEW0008036,SCH0015202,HTL0053,6468.05,1
VEW0008037,SCH0010126,HTL0078,4624.8,10
VEW0008038,SCH0015969,HTL0109,13933.72,23
VEW0008039,SCH0003936,HTL0115,21243.1,9
VEW0008040,SCH0011854,HTL0120,22979.36,5
VEW0008041,SCH0007387,HTL0109,15199.99,3
VEW0008042,SCH0005441,HTL0098,13152.71,23
VEW0008043,SCH0010532,HTL0028,4057.99,24
VEW0008044,SCH0014852,HTL0049,2456.62,13
VEW0008045,SCH0012733,HTL0120,8784.67,13
VEW0008046,SCH0016984,HTL0023,3266.47,18
VEW0008047,SCH0008872,HTL0053,5167.45,11
VEW0008048,SCH0000005,HTL0073,4551.05,19
VEW0008049,SCH0014766,HTL0079,5714.73,2
VEW0008050,SCH0005956,HTL0063,6752.87,19
VEW0008051,SCH0010283,HTL0019,7370.31,26
VEW0008052,SCH0014101,HTL0044,2012.92,1
VEW0008053,SCH0011845,HTL0049,5057.33,23
VEW0008054,SCH0006190,HTL0107,33960.54,22
VEW0008055,SCH0000555,HTL0061,5644.61,16
VEW0008056,SCH0006671,HTL0068,5346.53,20
VEW0008057,SCH0011719,HTL0050,3500.24,23
VEW0008058,SCH0011837,HTL0078,4822.81,19
VEW0008059,SCH0007027,HTL0024,5462.89,14
VEW0008060,SCH0010330,HTL0080,7593.83,2
VEW0008061,SCH0013479,HTL0112,21702.38,11
VEW0008062,SCH0011105,HTL0089,6574.68,22
VEW0008063,SCH0004343,HTL0073,10955.24,25
VEW0008064,SCH0003175,HTL0105,11059.94,9
VEW0008065,SCH0000053,HTL0113,13000.27,13
VEW0008066,SCH0012050,HTL0108,13926.97,12
VEW0008067,SCH0005931,HTL0111,10861.26,2
VEW0008068,SCH0016236,HTL0043,2759.1,2
VEW0008069,SCH0006884,HTL0028,4483.87,17
VEW0008070,SCH0015752,HTL0095,19229.01,7
VEW0008071,SCH0009600,HTL0053,4225.18,23
VEW0008072,SCH0014254,HTL0015,6773.08,2
VEW0008073,SCH0014002,HTL0110,16497.64,14
VEW0008074,SCH0003489,HTL0090,3346.88,7
VEW0008075,SCH0009090,HTL0042,3889.06,13
VEW0008076,SCH0001591,HTL0101,10330.02,21
VEW0008077,SCH0007620,HTL0015,5815.07,9
VEW0008078,SCH0006738,HTL0118,21580.87,4
VEW0008079,SCH0005844,HTL0053,2084.09,14
VEW0008080,SCH0008235,HTL0070,7626.48,17
VEW0008081,SCH0001248,HTL0113,12079.74,25
VEW0008082,SCH0012596,HTL0044,3614.84,4
VEW0008083,SCH0010202,HTL0019,5428.12,2
VEW0008084,SCH0005789,HTL0073,2512.02,15
VEW0008085,SCH0004635,HTL0053,3685.33,6
VEW0008086,SCH0006269,HTL0120,28535.65,3
VEW0008087,SCH0012923,HTL0047,3935.57,24
VEW0008088,SCH0004107,HTL0026,4270.2,4
VEW0008089,SCH0012717,HTL0051,4603.39,22
VEW0008090,SCH0008914,HTL0101,20558.19,20
VEW0008091,SCH0006724,HTL0023,1803.89,17
VEW0008092,SCH0000988,HTL0096,28641.61,8
VEW0008093,SCH0010348,HTL0033,8441.89,26
VEW0008094,SCH0017359,HTL0026,6714.89,11
VEW0008095,SCH0008567,HTL0068,8189.62,11
VEW0008096,SCH0006476,HTL0086,6431.85,16
VEW0008097,SCH0015850,HTL0039,10700.96,2
VEW0008098,SCH0006569,HTL0045,5444.9,25
VEW0008099,SCH0007126,HTL0104,8138.61,19
VEW0008100,SCH0003383,HTL0065,5330.99,13
VEW0008101,SCH0015709,HTL0019,3013.74,17
VEW0008102,SCH0005675,HTL0102,9567.56,17
VEW0008103,SCH0001909,HTL0049,3026.31,6
VEW0008104,SCH0008664,HTL0090,9299.59,8
VEW0008105,SCH0016791,HTL0052,5673.46,15
VEW0008106,SCH0016957,HTL0084,10803.57,19
VEW0008107,SCH0011575,HTL0043,3953.11,21
VEW0008108,SCH0010527,HTL0048,3823.69,21
VEW0008109,SCH0001289,HTL0104,10462.62,14
VEW0008110,SCH0004983,HTL0070,5428.71,24
VEW0008111,SCH0011597,HTL0072,2615.44,15
VEW0008112,SCH0000899,HTL0076,7776.95,4
VEW0008113,SCH0006091,HTL0021,6758.25,2
VEW0008114,SCH0009895,HTL0012,4538.87,22
VEW0008115,SCH0006533,HTL0093,37847.22,23
VEW0008116,SCH0008772,HTL0104,38880.0,24
VEW0008117,SCH0013404,HTL0100,12136.67,1
VEW0008118,SCH0017303,HTL0010,4486.46,12
VEW0008119,SCH0001954,HTL0046,3700.23,20
VEW0008120,SCH0010435,HTL0033,5413.41,24
VEW0008121,SCH0007883,HTL0091,33687.68,23
VEW0008122,SCH0000603,HTL0109,28449.82,23
VEW0008123,SCH0006307,HTL0060,3456.83,8
VEW0008124,SCH0015428,HTL0067,4841.3,19
VEW0008125,SCH0000895,HTL0032,8610.31,24
VEW0008126,SCH0002598,HTL0062,5480.75,17
VEW0008127,SCH0016176,HTL0112,10955.6,5
VEW0008128,SCH0004628,HTL0007,3752.76,20
VEW0008129,SCH0012135,HTL0074,4106.07,3
VEW0008130,SCH0005871,HTL0073,3889.49,12
VEW0008131,SCH0004297,HTL0091,10819.56,2
VEW0008132,SCH0015655,HTL0119,17477.46,9
VEW0008133,SCH0003153,HTL0061,1519.04,7
VEW0008134,SCH0007154,HTL0002,6558.98,12
VEW0008135,SCH0017372,HTL0119,28554.74,2
VEW0008136,SCH0009172,HTL0018,5043.43,5
VEW0008137,SCH0001301,HTL0068,3745.1,15
VEW0008138,SCH0014752,HTL0007,4613.7,11
VEW0008139,SCH0008086,HTL0027,5414.57,4
VEW0008140,SCH0014753,HTL0008,4932.98,17
VEW0008141,SCH0005604,HTL0046,7372.69,20
VEW0008142,SCH0013112,HTL0016,5647.89,9
VEW0008143,SCH0009230,HTL0023,5009.74,24
VEW0008144,SCH0006463,HTL0069,4520.65,1
VEW0008145,SCH0011431,HTL0043,4538.33,21
VEW0008146,SCH0003347,HTL0033,4428.48,22
VEW0008147,SCH0017166,HTL0103,16157.17,17
VEW0008148,SCH0010870,HTL0065,6329.46,2
VEW0008149,SCH0000034,HTL0025,3156.27,8
VEW0008150,SCH0003086,HTL0011,5417.84,12
VEW0008151,SCH0002573,HTL0059,4366.78,5
VEW0008152,SCH0013160,HTL0040,7817.39,10
VEW0008153,SCH0016664,HTL0044,7307.8,25
VEW0008154,SCH0015850,HTL0059,10337.26,2
VEW0008155,SCH0010282,HTL0013,4922.44,14
VEW0008156,SCH0008178,HTL0016,8940.52,11
VEW0008157,SCH0001162,HTL0078,12034.04,26
VEW0008158,SCH0006245,HTL0029,3972.54,17
VEW0008159,SCH0006743,HTL0057,2593.78,21
VEW0008160,SCH0000588,HTL0054,3536.24,16
VEW0008161,SCH0006006,HTL0108,26966.2,17
VEW0008162,SCH0005484,HTL0073,5002.62,13
VEW0008163,SCH0004765,HTL0001,3279.29,16
VEW0008164,SCH0009890,HTL0056,3228.0,19
VEW0008165,SCH0007090,HTL0002,6919.34,26
VEW0008166,SCH0001047,HTL0040,6412.26,20
VEW0008167,SCH0011008,HTL0045,3757.75,26
VEW0008168,SCH0009280,HTL0055,4474.33,5
VEW0008169,SCH0010265,HTL0116,25787.46,10
VEW0008170,SCH0017641,HTL0037,7598.95,19
VEW0008171,SCH0017927,HTL0097,17371.03,5
VEW0008172,SCH0001910,HTL0027,5233.58,21
VEW0008173,SCH0014662,HTL0020,7913.2,11
VEW0008174,SCH0017897,HTL0004,6707.68,16
VEW0008175,SCH0005844,HTL0057,2058.51,14
VEW0008176,SCH0017523,HTL0042,3501.41,11
VEW0008177,SCH0000811,HTL0059,4573.57,23
VEW0008178,SCH0013023,HTL0008,4488.94,18
VEW0008179,SCH0007718,HTL0017,7894.08,7
VEW0008180,SCH0003662,HTL0077,3777.28,23
VEW0008181,SCH0015492,HTL0069,5525.15,25
VEW0008182,SCH0007700,HTL0058,6899.1,22
VEW0008183,SCH0005084,HTL0003,3284.46,14
VEW0008184,SCH0007217,HTL0041,3896.95,20
VEW0008185,SCH0000911,HTL0116,15122.98,4
VEW0008186,SCH0005310,HTL0052,3332.07,22
VEW0008187,SCH0015149,HTL0115,37591.25,23
VEW0008188,SCH0011626,HTL0013,2406.5,16
VEW0008189,SCH0005091,HTL0090,2438.99,15
VEW0008190,SCH0004676,HTL0103,11051.14,10
VEW0008191,SCH0015606,HTL0005,4652.43,11
VEW0008192,SCH0014787,HTL0063,5322.66,21
VEW0008193,SCH0006641,HTL0042,3125.72,22
VEW0008194,SCH0009372,HTL0115,17899.74,3
VEW0008195,SCH0001945,HTL0105,24780.81,24
VEW0008196,SCH0010344,HTL0045,3249.46,22
VEW0008197,SCH0015771,HTL0119,9808.22,24
VEW0008198,SCH0012546,HTL0067,3560.95,22
VEW0008199,SCH0014910,HTL0074,3634.61,20
VEW0008200,SCH0010500,HTL0077,5150.08,26
VEW0008201,SCH0006214,HTL0039,2936.95,19
VEW0008202,SCH0002040,HTL0044,2360.7,19
VEW0008203,SCH0003218,HTL0110,13744.75,20
VEW0008204,SCH0015643,HTL0023,4022.73,23
VEW0008205,SCH0007721,HTL0073,4581.66,15
VEW0008206,SCH0001338,HTL0090,4460.42,16
VEW0008207,SCH0007839,HTL0013,4420.98,22
VEW0008208,SCH0007105,HTL0083,6494.3,14
VEW0008209,SCH0017138,HTL0009,4614.65,13
VEW0008210,SCH0010747,HTL0103,16421.77,7
VEW0008211,SCH0013231,HTL0018,2596.65,2
VEW0008212,SCH0004558,HTL0020,5790.43,12
VEW0008213,SCH0013461,HTL0087,4133.15,15
VEW0008214,SCH0016933,HTL0093,10314.41,11
VEW0008215,SCH0015466,HTL0093,39026.23,19
VEW0008216,SCH0001250,HTL0042,2673.33,10
VEW0008217,SCH0005522,HTL0003,3677.0,6
VEW0008218,SCH0014107,HTL0030,10336.91,17
VEW0008219,SCH0005396,HTL0082,6699.87,25
VEW0008220,SCH0016612,HTL0051,4346.63,8
VEW0008221,SCH0001363,HTL0008,5158.4,23
VEW0008222,SCH0003372,HTL0119,9786.29,10
VEW0008223,SCH0016206,HTL0031,4007.47,18
VEW0008224,SCH0006943,HTL0023,8398.21,13
VEW0008225,SCH0009933,HTL0081,6577.99,6
VEW0008226,SCH0006615,HTL0051,6626.46,13
VEW0008227,SCH0001470,HTL0090,5923.93,16
VEW0008228,SCH0007668,HTL0083,4076.79,3
VEW0008229,SCH0000090,HTL0096,23572.23,14
VEW0008230,SCH0005456,HTL0003,8364.09,8
VEW0008231,SCH0017951,HTL0118,31505.13,23
VEW0008232,SCH0016108,HTL0005,6892.71,3
VEW0008233,SCH0000139,HTL0010,6773.86,19
VEW0008234,SCH0005525,HTL0067,3585.75,4
VEW0008235,SCH0006381,HTL0114,49591.08,7
VEW0008236,SCH0015987,HTL0101,12135.03,3
VEW0008237,SCH0004416,HTL0112,24741.51,6
VEW0008238,SCH0012070,HTL0016,9041.5,26
VEW0008239,SCH0017919,HTL0020,5051.94,17
VEW0008240,SCH0017458,HTL0006,2288.92,11
VEW0008241,SCH0001693,HTL0066,6983.07,16
VEW0008242,SCH0007435,HTL0109,14549.34,1
VEW0008243,SCH0011768,HTL0069,3164.96,4
VEW0008244,SCH0009859,HTL0096,23998.36,23
VEW0008245,SCH0010479,HTL0060,10750.95,22
VEW0008246,SCH0005193,HTL0090,6020.45,7
VEW0008247,SCH0017660,HTL0071,7301.45,11
VEW0008248,SCH0005325,HTL0046,5169.18,8
VEW0008249,SCH0007537,HTL0040,4241.48,23
VEW0008250,SCH0016473,HTL0015,6494.13,17
VEW0008251,SCH0005390,HTL0093,7930.01,12
VEW0008252,SCH0014997,HTL0043,7871.48,7
VEW0008253,SCH0001643,HTL0052,4805.97,22
VEW0008254,SCH0008700,HTL0110,9712.36,15
VEW0008255,SCH0004415,HTL0010,5319.48,7
VEW0008256,SCH0011271,HTL0060,10242.15,8
VEW0008257,SCH0013344,HTL0047,4574.51,19
VEW0008258,SCH0004840,HTL0033,3674.6,23
VEW0008259,SCH0007829,HTL0090,5162.51,16
VEW0008260,SCH0014222,HTL0077,6900.18,21
VEW0008261,SCH0006252,HTL0043,4289.79,3
VEW0008262,SCH0006250,HTL0045,7377.88,16
VEW0008263,SCH0004544,HTL0050,3807.74,17
VEW0008264,SCH0005627,HTL0007,5652.68,4
VEW0008265,SCH0009368,HTL0026,8578.54,14
VEW0008266,SCH0016996,HTL0017,5126.07,1
VEW0008267,SCH0017319,HTL0015,7594.55,3
VEW0008268,SCH0005317,HTL0064,2712.66,12
VEW0008269,SCH0001188,HTL0021,4366.76,12
VEW0008270,SCH0009789,HTL0066,2608.39,7
VEW0008271,SCH0005516,HTL0064,2678.14,2
VEW0008272,SCH0000651,HTL0041,10439.88,5
VEW0008273,SCH0016316,HTL0110,33452.95,10
VEW0008274,SCH0017203,HTL0034,3354.9,18
VEW0008275,SCH0017673,HTL0017,5784.55,8
VEW0008276,SCH0016322,HTL0033,2962.56,24
VEW0008277,SCH0012337,HTL0054,4245.76,9
VEW0008278,SCH0005922,HTL0045,5142.1,12
VEW0008279,SCH0013756,HTL0060,3508.12,9
VEW0008280,SCH0009319,HTL0113,14296.28,11
VEW0008281,SCH0017946,HTL0001,3156.16,25
VEW0008282,SCH0007097,HTL0087,14732.29,9
VEW0008283,SCH0001395,HTL0010,4170.48,17
VEW0008284,SCH0012556,HTL0005,2717.87,9
VEW0008285,SCH0012259,HTL0118,9271.47,17
VEW0008286,SCH0004186,HTL0005,5640.26,16
VEW0008287,SCH0016323,HTL0088,5069.04,8
VEW0008288,SCH0017246,HTL0076,4148.71,24
VEW0008289,SCH0005782,HTL0008,3812.88,19
VEW0008290,SCH0015583,HTL0082,5283.73,11
VEW0008291,SCH0001781,HTL0065,2818.29,25
VEW0008292,SCH0012772,HTL0001,6228.58,12
VEW0008293,SCH0005531,HTL0018,8181.07,9
VEW0008294,SCH0012718,HTL0007,2673.58,8
VEW0008295,SCH0016552,HTL0037,3381.68,24
VEW0008296,SCH0017401,HTL0025,6442.05,6
VEW0008297,SCH0001092,HTL0112,17839.23,21
VEW0008298,SCH0011935,HTL0109,15200.07,6
VEW0008299,SCH0000659,HTL0078,5415.76,26
VEW0008300,SCH0009277,HTL0097,14891.46,26
VEW0008301,SCH0016851,HTL0119,42303.35,3
VEW0008302,SCH0002706,HTL0093,31087.96,9
VEW0008303,SCH0014369,HTL0120,37585.49,4
VEW0008304,SCH0001058,HTL0120,32005.65,1
VEW0008305,SCH0007681,HTL0012,6259.98,22
VEW0008306,SCH0017232,HTL0078,8553.5,14
VEW0008307,SCH0015463,HTL0098,24303.46,22
VEW0008308,SCH0006522,HTL0001,4867.88,24
VEW0008309,SCH0012389,HTL0115,13525.23,1
VEW0008310,SCH0010432,HTL0059,7376.37,6
VEW0008311,SCH0004820,HTL0056,4311.56,26
VEW0008312,SCH0001772,HTL0103,42139.09,14
VEW0008313,SCH0009237,HTL0047,6089.47,5
VEW0008314,SCH0008754,HTL0087,4156.44,10
VEW0008315,SCH0013355,HTL0064,6721.7,6
VEW0008316,SCH0011670,HTL0013,2449.03,20
VEW0008317,SCH0010064,HTL0089,9759.76,1
VEW0008318,SCH0003593,HTL0119,56663.74,11
VEW0008319,SCH0012344,HTL0081,6646.54,20
VEW0008320,SCH0005582,HTL0056,7319.88,3
VEW0008321,SCH0010784,HTL0013,6690.65,17
VEW0008322,SCH0012419,HTL0002,8134.84,7
VEW0008323,SCH0010006,HTL0106,12016.96,9
VEW0008324,SCH0011034,HTL0025,7262.05,10
VEW0008325,SCH0011476,HTL0016,8897.68,11
VEW0008326,SCH0003034,HTL0093,10852.82,12
VEW0008327,SCH0001912,HTL0017,12131.09,22
VEW0008328,SCH0001128,HTL0043,3556.61,8
VEW0008329,SCH0003337,HTL0050,2821.05,20
VEW0008330,SCH0012542,HTL0039,3638.76,3
VEW0008331,SCH0009487,HTL0083,4727.06,15
VEW0008332,SCH0010822,HTL0092,17388.56,15
VEW0008333,SCH0016151,HTL0099,17766.78,26
VEW0008334,SCH0006852,HTL0119,12440.29,24
VEW0008335,SCH0017069,HTL0008,3460.08,17
VEW0008336,SCH0010714,HTL0079,2337.29,20
VEW0008337,SCH0001953,HTL0106,11359.88,1
VEW0008338,SCH0000692,HTL0071,7601.02,16
VEW0008339,SCH0014321,HTL0058,3103.22,18
VEW0008340,SCH0009459,HTL0060,7392.89,21
VEW0008341,SCH0014137,HTL0086,5722.57,21
VEW0008342,SCH0012140,HTL0082,7355.45,13
VEW0008343,SCH0012315,HTL0029,4170.58,19
VEW0008344,SCH0000045,HTL0108,8677.22,17
VEW0008345,SCH0004640,HTL0003,1536.14,10
VEW0008346,SCH0005348,HTL0054,2096.48,6
VEW0008347,SCH0006924,HTL0034,3616.13,3
VEW0008348,SCH0001283,HTL0063,6586.37,4
VEW0008349,SCH0008850,HTL0074,6506.12,17
VEW0008350,SCH0003174,HTL0061,6571.59,26
VEW0008351,SCH0008460,HTL0097,38994.99,23
VEW0008352,SCH0007362,HTL0030,6275.4,25
VEW0008353,SCH0014884,HTL0023,5575.01,9
VEW0008354,SCH0000770,HTL0059,9945.47,13
VEW0008355,SCH0011723,HTL0105,15226.92,24
VEW0008356,SCH0002577,HTL0089,8785.96,4
VEW0008357,SCH0009828,HTL0017,3873.7,19
VEW0008358,SCH0007517,HTL0085,9755.89,25
VEW0008359,SCH0006657,HTL0089,3022.16,17
VEW0008360,SCH0013150,HTL0083,4011.45,5
VEW0008361,SCH0014528,HTL0095,23601.31,16
VEW0008362,SCH0016512,HTL0070,2912.98,2
VEW0008363,SCH0001097,HTL0113,18348.15,17
VEW0008364,SCH0017662,HTL0014,2751.54,7
VEW0008365,SCH0003245,HTL0078,4639.53,17
VEW0008366,SCH0002333,HTL0036,2706.51,9
VEW0008367,SCH0015738,HTL0078,5588.24,23
VEW0008368,SCH0011261,HTL0051,4046.03,24
VEW0008369,SCH0011687,HTL0118,31487.99,16
VEW0008370,SCH0009307,HTL0005,6829.63,13
