booking_id,attempt_id,user_id,hotel_id,booking_value,platform_commission_pct,revenue,week_number,is_domestic
BKG0001978,ATT0003014,USR000101,HTL0074,3486.77,0.1346,469.35,13,True
BKG0001979,ATT0000242,USR001575,HTL0119,8793.93,0.1383,1215.97,6,False
BKG0001980,ATT0002649,USR002969,HTL0094,10594.83,0.1022,1082.35,24,False
BKG0001981,ATT0001325,USR003457,HTL0025,5447.57,0.121,659.28,6,True
BKG0001982,ATT0002794,USR002751,HTL0046,1551.97,0.114,176.97,4,True
BKG0001983,ATT0005439,USR001358,HTL0005,8357.7,0.091,760.97,21,True
BKG0001984,ATT0001375,USR000930,HTL0055,8760.56,0.0942,825.5,16,True
BKG0001985,ATT0000537,USR002522,HTL0109,14620.94,0.1197,1749.88,23,False
BKG0001986,ATT0001858,USR001709,HTL0006,3990.14,0.1272,507.55,10,True
BKG0001987,ATT0005204,USR001004,HTL0054,7782.18,0.1114,866.71,5,True
BKG0001988,ATT0003010,USR001750,HTL0090,5140.17,0.1103,567.1,23,True
BKG0001989,ATT0004437,USR000896,HTL0016,3344.31,0.1368,457.51,6,True
BKG0001990,ATT0000685,USR002402,HTL0103,12496.87,0.1314,1642.52,5,False
BKG0001991,ATT0005864,USR003928,HTL0021,9219.34,0.1155,1065.15,3,True
BKG0001992,ATT0001169,USR000205,HTL0021,4691.4,0.1202,563.9,17,True
BKG0001993,ATT0002628,USR002496,HTL0067,3885.75,0.1176,456.82,18,True
BKG0001994,ATT0001405,USR001632,HTL0029,8206.29,0.1297,1064.65,7,True
BKG0001995,ATT0002514,USR003858,HTL0047,7380.07,0.129,952.33,14,True
BKG0001996,ATT0005928,USR001942,HTL0080,3086.17,0.1178,363.54,11,True
BKG0001997,ATT0004366,USR003197,HTL0008,5821.94,0.1201,699.46,23,True
BKG0001998,ATT0000469,USR002506,HTL0115,12571.98,0.14,1759.81,6,False
BKG0001999,ATT0002070,USR000137,HTL0085,2899.8,0.1143,331.42,13,True
BKG0002000,ATT0000854,USR000278,HTL0037,9929.12,0.1289,1279.9,2,True
BKG0002001,ATT0003914,USR001943,HTL0083,6533.28,0.1552,1013.82,7,True
BKG0002002,ATT0002646,USR002825,HTL0052,6867.35,0.1326,910.74,8,True
BKG0002003,ATT0003415,USR003075,HTL0035,5272.14,0.103,543.02,16,True
BKG0002004,ATT0004944,USR001383,HTL0012,7952.44,0.1422,1130.75,10,True
BKG0002005,ATT0004644,USR002610,HTL0057,4714.92,0.1201,566.49,15,True
BKG0002006,ATT0002786,USR001331,HTL0108,8632.91,0.111,957.84,17,False
BKG0002007,ATT0000462,USR002746,HTL0069,3961.05,0.1435,568.32,5,True
BKG0002008,ATT0000434,USR003707,HTL0098,23042.49,0.1242,2861.77,26,False
BKG0002009,ATT0001079,USR000737,HTL0063,5554.78,0.1177,653.8,23,True
BKG0002010,ATT0000464,USR002427,HTL0096,10139.76,0.1054,1068.49,18,False
BKG0002011,ATT0004337,USR001889,HTL0117,24111.51,0.1207,2910.55,24,False
BKG0002012,ATT0002662,USR000565,HTL0047,5229.89,0.1549,810.21,2,True
BKG0002013,ATT0002928,USR001412,HTL0057,4274.1,0.1091,466.35,18,True
BKG0002014,ATT0004561,USR002104,HTL0008,5931.86,0.1102,653.84,8,True
BKG0002015,ATT0003744,USR000346,HTL0081,5427.29,0.154,836.05,4,True
BKG0002016,ATT0001162,USR002958,HTL0091,15316.02,0.0966,1479.8,26,False
BKG0002017,ATT0002393,USR001893,HTL0021,3513.94,0.1163,408.73,15,True
BKG0002018,ATT0001771,USR003557,HTL0082,3465.99,0.1023,354.6,17,True
BKG0002019,ATT0000178,USR003399,HTL0057,7258.91,0.129,936.39,14,True
BKG0002020,ATT0001907,USR000394,HTL0098,11979.6,0.15,1796.57,10,False
BKG0002021,ATT0003180,USR002219,HTL0090,4763.87,0.1056,502.91,23,True
BKG0002022,ATT0003429,USR000916,HTL0014,4177.85,0.1124,469.76,2,True
BKG0002023,ATT0001385,USR001326,HTL0083,5734.06,0.1418,813.08,5,True
BKG0002024,ATT0005681,USR001153,HTL0064,6132.35,0.1436,880.37,4,True
BKG0002025,ATT0000134,USR003088,HTL0099,10314.69,0.1226,1264.26,22,False
BKG0002026,ATT0004692,USR000921,HTL0032,3239.87,0.106,343.28,18,True
BKG0002027,ATT0003774,USR001017,HTL0073,6651.7,0.1143,760.31,1,True
BKG0002028,ATT0004922,USR002433,HTL0114,20603.74,0.1377,2836.17,10,False
BKG0002029,ATT0001474,USR001867,HTL0015,5458.07,0.116,633.41,12,True
BKG0002030,ATT0000017,USR003904,HTL0071,3929.54,0.1109,435.6,4,True
BKG0002031,ATT0001338,USR001895,HTL0074,6699.16,0.1211,811.56,19,True
BKG0002032,ATT0002603,USR000066,HTL0114,29477.2,0.1061,3128.6,23,False
BKG0002033,ATT0001248,USR003250,HTL0049,4458.08,0.1363,607.41,9,True
BKG0002034,ATT0005126,USR002501,HTL0101,35937.99,0.1165,4187.28,17,False
BKG0002035,ATT0000801,USR002385,HTL0038,8933.77,0.106,947.35,22,True
BKG0002036,ATT0005249,USR000403,HTL0084,3512.54,0.092,323.31,19,True
BKG0002037,ATT0000628,USR003734,HTL0034,6299.72,0.1226,772.58,6,True
BKG0002038,ATT0003307,USR002639,HTL0041,4381.79,0.1197,524.58,8,True
BKG0002039,ATT0002020,USR002030,HTL0068,8321.37,0.1291,1074.25,17,True
BKG0002040,ATT0002127,USR003942,HTL0024,4730.13,0.147,695.21,8,True
BKG0002041,ATT0004447,USR002754,HTL0001,3675.5,0.1326,487.29,3,True
BKG0002042,ATT0000315,USR002453,HTL0110,32054.35,0.0925,2966.14,22,False
BKG0002043,ATT0005921,USR000249,HTL0084,7229.42,0.0946,684.15,25,True
BKG0002044,ATT0000711,USR000272,HTL0065,4791.5,0.1506,721.82,9,True
BKG0002045,ATT0000007,USR002895,HTL0014,3089.07,0.1573,485.83,11,True
BKG0002046,ATT0000585,USR002725,HTL0063,2476.39,0.1116,276.28,9,True
BKG0002047,ATT0003567,USR003134,HTL0094,10642.91,0.1264,1345.43,24,False
BKG0002048,ATT0004305,USR002478,HTL0048,10895.25,0.129,1405.79,11,True
BKG0002049,ATT0003635,USR003643,HTL0004,4312.29,0.1207,520.41,15,True
BKG0002050,ATT0005791,USR001315,HTL0059,4353.32,0.0941,409.6,18,True
BKG0002051,ATT0002859,USR003724,HTL0038,5949.13,0.1209,719.07,17,True
BKG0002052,ATT0002587,USR002532,HTL0011,6815.47,0.1334,909.49,9,True
BKG0002053,ATT0005213,USR000196,HTL0101,18014.26,0.1233,2221.1,17,False
BKG0002054,ATT0004531,USR001740,HTL0032,8526.14,0.1213,1034.29,12,True
BKG0002055,ATT0000858,USR002084,HTL0112,18156.59,0.1171,2126.91,16,False
BKG0002056,ATT0005562,USR001988,HTL0031,12413.56,0.0947,1175.87,21,True
BKG0002057,ATT0002925,USR002078,HTL0100,8365.24,0.0936,782.9,22,False
BKG0002058,ATT0000986,USR001212,HTL0064,5499.75,0.1167,641.66,7,True
BKG0002059,ATT0005510,USR002144,HTL0005,6250.01,0.1504,940.28,7,True
BKG0002060,ATT0000477,USR002248,HTL0093,15732.54,0.1428,2246.31,11,False
BKG0002061,ATT0005741,USR003937,HTL0112,36514.26,0.1183,4319.57,6,False
BKG0002062,ATT0005270,USR001696,HTL0112,9668.81,0.1054,1019.0,23,False
BKG0002063,ATT0002003,USR001641,HTL0048,7781.5,0.1482,1153.1,12,True
BKG0002064,ATT0000657,USR001776,HTL0014,6782.75,0.1014,687.95,22,True
BKG0002065,ATT0004509,USR001351,HTL0065,3611.41,0.1269,458.11,25,True
BKG0002066,ATT0000159,USR003163,HTL0033,4627.65,0.1557,720.66,6,True
BKG0002067,ATT0000217,USR000001,HTL0091,12141.01,0.1121,1361.2,16,False
BKG0002068,ATT0003227,USR000251,HTL0008,5128.6,0.1416,726.2,12,True
BKG0002069,ATT0004674,USR003670,HTL0013,12778.27,0.1161,1483.92,25,True
BKG0002070,ATT0003309,USR000366,HTL0014,4929.85,0.1229,605.99,11,True
BKG0002071,ATT0002970,USR003178,HTL0004,9351.37,0.1283,1199.46,11,True
BKG0002072,ATT0005306,USR000903,HTL0020,2679.12,0.1168,312.91,6,True
BKG0002073,ATT0005587,USR001706,HTL0040,3420.49,0.1562,534.43,4,True
BKG0002074,ATT0005757,USR001037,HTL0061,1574.83,0.1462,230.23,7,True
BKG0002075,ATT0005886,USR003873,HTL0107,14823.08,0.0919,1361.56,16,False
BKG0002076,ATT0002972,USR003023,HTL0022,3777.94,0.1375,519.35,9,True
BKG0002077,ATT0003963,USR000170,HTL0066,3058.54,0.1272,388.9,3,True
BKG0002078,ATT0004331,USR003154,HTL0082,5115.19,0.1508,771.19,14,True
BKG0002079,ATT0001671,USR003212,HTL0087,3633.49,0.1272,462.14,15,True
BKG0002080,ATT0003491,USR002390,HTL0116,7881.39,0.1422,1120.79,13,False
BKG0002081,ATT0000925,USR003578,HTL0117,16152.76,0.0966,1560.83,25,False
BKG0002082,ATT0005564,USR001178,HTL0118,16357.21,0.1379,2256.28,9,False
BKG0002083,ATT0002369,USR003393,HTL0062,7946.53,0.1018,808.6,25,True
BKG0002084,ATT0003835,USR003406,HTL0094,30936.5,0.0966,2988.33,24,False
BKG0002085,ATT0000323,USR002662,HTL0003,4963.76,0.141,699.71,4,True
BKG0002086,ATT0001207,USR001866,HTL0102,49061.13,0.1155,5668.8,24,False
BKG0002087,ATT0004219,USR002256,HTL0018,3759.69,0.1293,486.26,16,True
BKG0002088,ATT0003646,USR000376,HTL0044,4097.02,0.1435,587.74,15,True
BKG0002089,ATT0003111,USR002983,HTL0037,5142.89,0.1106,568.95,17,True
BKG0002090,ATT0004897,USR002594,HTL0032,10965.43,0.1265,1387.18,23,True
BKG0002091,ATT0003400,USR001073,HTL0093,20281.11,0.1231,2497.24,16,False
BKG0002092,ATT0005578,USR003911,HTL0106,21139.81,0.1119,2366.6,25,False
BKG0002093,ATT0002358,USR002202,HTL0091,16868.36,0.1105,1863.18,23,False
BKG0002094,ATT0004488,USR000248,HTL0115,27315.11,0.1571,4291.16,8,False
BKG0002095,ATT0005615,USR001366,HTL0024,4429.76,0.1147,508.03,23,True
BKG0002096,ATT0003488,USR002104,HTL0120,23606.02,0.1186,2798.52,23,False
BKG0002097,ATT0005555,USR001803,HTL0102,8153.55,0.1143,932.23,14,False
BKG0002098,ATT0002027,USR000722,HTL0102,22013.56,0.1459,3212.11,5,False
BKG0002099,ATT0003071,USR003335,HTL0096,11822.6,0.1232,1456.95,6,False
BKG0002100,ATT0000408,USR003693,HTL0015,4081.78,0.1158,472.58,7,True
BKG0002101,ATT0000111,USR003869,HTL0079,9383.41,0.124,1163.42,25,True
BKG0002102,ATT0001645,USR000856,HTL0080,5079.95,0.1446,734.36,7,True
BKG0002103,ATT0000605,USR001112,HTL0068,4420.67,0.1304,576.36,4,True
BKG0002104,ATT0000914,USR000703,HTL0114,23574.07,0.1073,2528.48,22,False
BKG0002105,ATT0005788,USR000544,HTL0064,5387.63,0.1199,645.74,12,True
BKG0002106,ATT0004074,USR002533,HTL0097,9674.6,0.0904,874.41,25,False
BKG0002107,ATT0005192,USR000001,HTL0008,5547.65,0.104,576.81,18,True
BKG0002108,ATT0005468,USR001846,HTL0059,8227.68,0.1174,966.1,11,True
BKG0002109,ATT0003867,USR002485,HTL0117,26862.5,0.1311,3521.31,11,False
BKG0002110,ATT0005862,USR001242,HTL0090,5729.5,0.1517,869.12,10,True
BKG0002111,ATT0002671,USR003105,HTL0003,5101.39,0.0946,482.54,18,True
BKG0002112,ATT0005157,USR002972,HTL0112,53572.72,0.1146,6138.77,9,False
BKG0002113,ATT0001896,USR001644,HTL0046,7678.34,0.1551,1190.95,10,True
BKG0002114,ATT0000818,USR001782,HTL0112,12146.1,0.1473,1788.6,2,False
BKG0002115,ATT0000577,USR003355,HTL0065,2512.08,0.1127,282.99,10,True
BKG0002116,ATT0002346,USR003697,HTL0102,18153.54,0.0932,1691.6,26,False
BKG0002117,ATT0004077,USR002107,HTL0008,3845.04,0.1442,554.63,7,True
BKG0002118,ATT0002991,USR000126,HTL0028,4474.32,0.1048,468.97,21,True
BKG0002119,ATT0005338,USR000510,HTL0052,7241.16,0.119,861.46,20,True
BKG0002120,ATT0000531,USR000555,HTL0116,34381.24,0.1302,4477.22,1,False
BKG0002121,ATT0004262,USR002898,HTL0082,6154.37,0.1584,974.79,1,True
BKG0002122,ATT0002582,USR001844,HTL0089,4261.83,0.1447,616.78,8,True
BKG0002123,ATT0001594,USR003376,HTL0097,38766.65,0.0919,3561.28,24,False
BKG0002124,ATT0000924,USR003013,HTL0109,45232.52,0.1032,4668.9,25,False
BKG0002125,ATT0000807,USR002931,HTL0069,5586.98,0.1125,628.78,20,True
BKG0002126,ATT0005779,USR000817,HTL0074,9227.97,0.1171,1080.54,13,True
BKG0002127,ATT0004080,USR002923,HTL0040,6813.33,0.1101,750.32,1,True
BKG0002128,ATT0001640,USR003145,HTL0077,7246.28,0.114,825.83,1,True
BKG0002129,ATT0003493,USR001982,HTL0039,2837.78,0.1362,386.54,8,True
BKG0002130,ATT0005992,USR001119,HTL0068,6457.82,0.1153,744.52,22,True
BKG0002131,ATT0002741,USR000270,HTL0071,9648.24,0.1146,1106.12,12,True
BKG0002132,ATT0005987,USR002801,HTL0005,3749.63,0.1433,537.16,5,True
BKG0002133,ATT0001229,USR003646,HTL0001,6275.58,0.1409,883.95,6,True
BKG0002134,ATT0004140,USR001012,HTL0118,16199.74,0.1276,2067.02,17,False
BKG0002135,ATT0003017,USR000851,HTL0056,6739.06,0.152,1024.56,11,True
BKG0002136,ATT0003788,USR000947,HTL0084,5749.95,0.1572,903.67,15,True
BKG0002137,ATT0003289,USR003891,HTL0017,3006.16,0.1583,475.89,8,True
BKG0002138,ATT0002301,USR002317,HTL0005,3901.12,0.132,515.11,9,True
BKG0002139,ATT0002122,USR003580,HTL0018,4170.83,0.1344,560.54,2,True
BKG0002140,ATT0005127,USR002979,HTL0096,13342.74,0.1241,1655.58,14,False
BKG0002141,ATT0004836,USR001371,HTL0013,5970.16,0.1103,658.73,18,True
BKG0002142,ATT0000129,USR002731,HTL0108,22504.81,0.1175,2645.12,15,False
BKG0002143,ATT0004668,USR003019,HTL0100,20335.52,0.1169,2376.35,17,False
BKG0002144,ATT0000030,USR003444,HTL0005,13354.65,0.091,1215.24,22,True
BKG0002145,ATT0003369,USR003613,HTL0004,7280.57,0.1218,886.64,15,True
BKG0002146,ATT0002349,USR000175,HTL0074,3525.52,0.1204,424.49,8,True
BKG0002147,ATT0001477,USR002330,HTL0039,2323.64,0.1569,364.57,8,True
BKG0002148,ATT0002584,USR001972,HTL0104,8052.56,0.1172,944.12,7,False
BKG0002149,ATT0003850,USR002299,HTL0118,10501.03,0.1256,1319.26,26,False
BKG0002150,ATT0001659,USR001688,HTL0006,5034.6,0.1162,585.11,12,True
BKG0002151,ATT0001357,USR001706,HTL0095,38372.2,0.116,4452.25,23,False
BKG0002152,ATT0004003,USR001231,HTL0093,19505.25,0.1028,2005.05,25,False
BKG0002153,ATT0005518,USR001764,HTL0077,4084.65,0.1026,419.25,24,True
BKG0002154,ATT0005532,USR001376,HTL0027,5453.97,0.1299,708.64,16,True
BKG0002155,ATT0001144,USR002023,HTL0058,13358.85,0.1213,1620.46,6,True
BKG0002156,ATT0002188,USR001196,HTL0042,4118.8,0.0981,404.06,23,True
BKG0002157,ATT0003842,USR002889,HTL0084,3665.45,0.1136,416.3,22,True
BKG0002158,ATT0005273,USR002773,HTL0088,9369.05,0.147,1377.6,11,True
BKG0002159,ATT0003238,USR000813,HTL0039,4712.8,0.1591,749.93,5,True
BKG0002160,ATT0001383,USR000417,HTL0098,24136.07,0.1181,2849.42,22,False
BKG0002161,ATT0004232,USR002742,HTL0110,7763.16,0.1125,873.16,24,False
BKG0002162,ATT0004356,USR000650,HTL0079,6932.73,0.1305,904.42,10,True
BKG0002163,ATT0001437,USR002878,HTL0024,10694.45,0.1398,1494.61,7,True
BKG0002164,ATT0003688,USR001996,HTL0109,22434.08,0.14,3141.71,1,False
BKG0002165,ATT0003936,USR001397,HTL0117,24560.28,0.0987,2424.31,26,False
BKG0002166,ATT0001112,USR000548,HTL0020,5816.33,0.1436,834.99,12,True
BKG0002167,ATT0003921,USR000104,HTL0073,5130.83,0.1202,616.83,14,True
BKG0002168,ATT0001062,USR001851,HTL0075,5798.37,0.1345,779.87,2,True
BKG0002169,ATT0005100,USR003389,HTL0095,11200.97,0.1004,1124.52,24,False
BKG0002170,ATT0005443,USR001302,HTL0118,17034.76,0.1256,2140.25,4,False
BKG0002171,ATT0005938,USR002132,HTL0096,18776.82,0.1407,2641.78,1,False
BKG0002172,ATT0001355,USR003390,HTL0094,11660.51,0.0926,1079.52,20,False
BKG0002173,ATT0001397,USR001356,HTL0097,16044.73,0.1106,1774.58,10,False
BKG0002174,ATT0004451,USR002886,HTL0084,4231.32,0.1165,493.08,7,True
BKG0002175,ATT0003724,USR001872,HTL0081,3359.49,0.0967,325.02,16,True
BKG0002176,ATT0001906,USR003563,HTL0066,4329.8,0.1199,519.12,11,True
BKG0002177,ATT0000751,USR001870,HTL0006,8204.12,0.121,992.35,23,True
BKG0002178,ATT0004439,USR002296,HTL0044,3137.96,0.1079,338.51,19,True
BKG0002179,ATT0005266,USR002792,HTL0094,22217.62,0.1335,2965.98,15,False
BKG0002180,ATT0000413,USR002615,HTL0096,11353.27,0.1422,1614.62,8,False
BKG0002181,ATT0001501,USR001022,HTL0099,13782.86,0.1192,1642.43,24,False
BKG0002182,ATT0003169,USR000893,HTL0099,28411.07,0.1102,3130.2,3,False
BKG0002183,ATT0001876,USR003668,HTL0101,16298.55,0.1528,2491.01,8,False
BKG0002184,ATT0000891,USR003577,HTL0014,4955.45,0.1594,790.01,9,True
BKG0002185,ATT0002162,USR003947,HTL0079,5732.02,0.0949,543.81,22,True
BKG0002186,ATT0001510,USR002697,HTL0018,6260.73,0.1426,892.49,8,True
BKG0002187,ATT0005408,USR002836,HTL0119,11550.43,0.0901,1040.65,21,False
BKG0002188,ATT0003340,USR000822,HTL0106,18255.61,0.092,1678.81,16,False
BKG0002189,ATT0000917,USR001733,HTL0100,17859.26,0.1243,2219.01,1,False
BKG0002190,ATT0002034,USR002750,HTL0112,54891.48,0.1523,8361.08,10,False
BKG0002191,ATT0001529,USR001988,HTL0076,8940.68,0.1426,1275.16,8,True
BKG0002192,ATT0001044,USR000756,HTL0113,28256.59,0.1078,3046.99,19,False
BKG0002193,ATT0000693,USR000204,HTL0117,21094.9,0.1075,2268.63,22,False
BKG0002194,ATT0005175,USR001501,HTL0054,4878.12,0.1333,650.27,2,True
BKG0002195,ATT0004443,USR001593,HTL0051,3427.4,0.1256,430.32,11,True
BKG0002196,ATT0003142,USR003569,HTL0089,5764.1,0.1251,721.14,17,True
BKG0002197,ATT0004701,USR002313,HTL0077,6926.41,0.1127,780.71,17,True
BKG0002198,ATT0003691,USR003362,HTL0095,59573.68,0.1094,6514.86,21,False
BKG0002199,ATT0002554,USR001209,HTL0091,25286.9,0.1086,2746.23,26,False
BKG0002200,ATT0004916,USR000621,HTL0111,13907.16,0.1274,1772.23,16,False
BKG0002201,ATT0001879,USR001128,HTL0019,7427.86,0.1462,1085.83,10,True
BKG0002202,ATT0003028,USR003480,HTL0091,33886.48,0.1172,3972.88,5,False
BKG0002203,ATT0000443,USR003569,HTL0038,6108.72,0.1075,656.56,23,True
BKG0002204,ATT0002327,USR003500,HTL0088,8154.64,0.1015,827.98,17,True
BKG0002205,ATT0003069,USR000471,HTL0020,9030.18,0.1295,1169.18,24,True
BKG0002206,ATT0000922,USR002666,HTL0038,2632.99,0.1066,280.72,24,True
BKG0002207,ATT0003244,USR002995,HTL0117,11138.76,0.1134,1263.06,4,False
BKG0002208,ATT0004546,USR003491,HTL0120,13012.57,0.1306,1698.93,1,False
BKG0002209,ATT0000653,USR000051,HTL0108,22085.58,0.1029,2271.59,18,False
BKG0002210,ATT0001598,USR000777,HTL0098,23915.88,0.114,2726.01,18,False
BKG0002211,ATT0004953,USR003890,HTL0015,3831.96,0.1213,464.83,14,True
BKG0002212,ATT0000865,USR002064,HTL0116,18139.72,0.0914,1658.68,25,False
BKG0002213,ATT0004479,USR003140,HTL0078,2153.67,0.1148,247.23,3,True
BKG0002214,ATT0003822,USR002274,HTL0033,8698.63,0.1013,881.4,20,True
BKG0002215,ATT0005294,USR000401,HTL0013,5494.28,0.1039,571.04,23,True
BKG0002216,ATT0005290,USR003830,HTL0083,4047.23,0.1517,614.06,12,True
BKG0002217,ATT0003989,USR002334,HTL0098,11634.79,0.1008,1172.82,22,False
BKG0002218,ATT0001804,USR002610,HTL0101,8234.4,0.1116,918.75,9,False
BKG0002219,ATT0002590,USR000018,HTL0096,23800.66,0.1212,2885.34,26,False
BKG0002220,ATT0004002,USR000887,HTL0042,8096.84,0.1534,1242.43,2,True
BKG0002221,ATT0005394,USR002307,HTL0003,6962.73,0.1346,937.29,10,True
BKG0002222,ATT0005875,USR001707,HTL0109,16551.91,0.1014,1678.32,22,False
BKG0002223,ATT0005059,USR002081,HTL0120,12585.64,0.1209,1521.42,25,False
BKG0002224,ATT0001942,USR002983,HTL0022,6515.67,0.0904,588.73,22,True
BKG0002225,ATT0003679,USR002915,HTL0119,18565.95,0.127,2357.15,17,False
BKG0002226,ATT0003718,USR003765,HTL0048,4616.8,0.1246,575.35,24,True
BKG0002227,ATT0004741,USR000787,HTL0120,13575.07,0.1372,1863.07,13,False
BKG0002228,ATT0003173,USR003579,HTL0118,20203.34,0.1239,2502.77,15,False
BKG0002229,ATT0002867,USR000430,HTL0120,28548.07,0.1116,3187.17,3,False
BKG0002230,ATT0002394,USR003163,HTL0013,5518.89,0.16,882.97,8,True
BKG0002231,ATT0005271,USR002779,HTL0090,4060.19,0.1481,601.33,14,True
BKG0002232,ATT0003295,USR003553,HTL0103,27377.26,0.1269,3475.15,11,False
BKG0002233,ATT0003550,USR002780,HTL0034,4691.93,0.111,520.63,8,True
BKG0002234,ATT0004783,USR003056,HTL0036,5164.65,0.142,733.2,3,True
BKG0002235,ATT0001722,USR003149,HTL0064,5532.38,0.1593,881.56,7,True
BKG0002236,ATT0003776,USR001129,HTL0050,4378.74,0.1454,636.47,15,True
BKG0002237,ATT0005641,USR003077,HTL0114,20775.13,0.1142,2372.22,8,False
BKG0002238,ATT0005665,USR001678,HTL0059,6509.28,0.1301,846.95,13,True
BKG0002239,ATT0002585,USR001428,HTL0093,46775.54,0.1155,5400.67,9,False
BKG0002240,ATT0004917,USR000357,HTL0080,7366.68,0.1556,1146.31,4,True
BKG0002241,ATT0000703,USR003376,HTL0055,7114.01,0.1032,734.28,17,True
BKG0002242,ATT0001390,USR001284,HTL0112,13374.56,0.1467,1961.63,3,False
BKG0002243,ATT0003947,USR003647,HTL0049,6167.73,0.1142,704.57,10,True
BKG0002244,ATT0001813,USR002525,HTL0038,3894.6,0.0951,370.52,20,True
BKG0002245,ATT0001921,USR003351,HTL0020,5377.24,0.144,774.18,9,True
BKG0002246,ATT0000056,USR000436,HTL0067,3495.21,0.1237,432.49,17,True
BKG0002247,ATT0001479,USR002471,HTL0007,6597.51,0.1201,792.18,12,True
BKG0002248,ATT0001490,USR001326,HTL0022,9799.6,0.1309,1282.93,13,True
BKG0002249,ATT0003938,USR003100,HTL0120,13481.64,0.1148,1547.38,26,False
BKG0002250,ATT0002133,USR000061,HTL0038,7788.2,0.1498,1166.78,14,True
BKG0002251,ATT0002347,USR002591,HTL0003,3412.05,0.1414,482.5,6,True
BKG0002252,ATT0000058,USR001117,HTL0005,2737.06,0.1148,314.14,2,True
BKG0002253,ATT0002235,USR000235,HTL0115,12918.8,0.1117,1443.19,25,False
BKG0002254,ATT0003767,USR000006,HTL0064,8416.31,0.1542,1298.05,12,True
BKG0002255,ATT0000261,USR000567,HTL0069,10049.34,0.1247,1253.36,24,True
BKG0002256,ATT0002042,USR001895,HTL0085,5495.53,0.1393,765.26,11,True
BKG0002257,ATT0003539,USR001717,HTL0017,3328.86,0.1598,531.9,7,True
BKG0002258,ATT0005376,USR000026,HTL0112,31625.81,0.1153,3645.07,3,False
BKG0002259,ATT0003870,USR001993,HTL0021,5214.89,0.1091,569.17,17,True
BKG0002260,ATT0003883,USR003577,HTL0036,19432.19,0.1488,2890.66,6,True
BKG0002261,ATT0002469,USR001468,HTL0021,5448.69,0.1171,637.78,10,True
BKG0002262,ATT0001950,USR003081,HTL0090,4419.18,0.1586,701.05,5,True
BKG0002263,ATT0002078,USR003485,HTL0076,6746.94,0.1042,702.77,17,True
BKG0002264,ATT0002939,USR001881,HTL0046,5182.8,0.1275,660.84,8,True
BKG0002265,ATT0000908,USR001076,HTL0110,16590.62,0.1207,2001.82,14,False
BKG0002266,ATT0003095,USR002571,HTL0109,16760.44,0.1015,1701.53,22,False
BKG0002267,ATT0001363,USR001258,HTL0112,12212.51,0.1389,1696.07,2,False
BKG0002268,ATT0001210,USR003915,HTL0090,3335.72,0.1315,438.54,9,True
BKG0002269,ATT0000244,USR001731,HTL0033,2105.73,0.1197,251.99,11,True
BKG0002270,ATT0000003,USR003963,HTL0094,28210.95,0.1224,3452.05,18,False
BKG0002271,ATT0004032,USR000361,HTL0024,9073.59,0.1131,1026.33,11,True
BKG0002272,ATT0004902,USR001770,HTL0119,22150.06,0.1234,2733.01,25,False
BKG0002273,ATT0001310,USR003160,HTL0111,13735.84,0.1237,1699.77,9,False
BKG0002274,ATT0003560,USR001440,HTL0080,5579.67,0.1098,612.85,21,True
BKG0002275,ATT0002402,USR002305,HTL0035,5860.6,0.1291,756.33,14,True
BKG0002276,ATT0002690,USR003128,HTL0007,7966.62,0.1385,1103.62,9,True
BKG0002277,ATT0002904,USR000276,HTL0108,18813.06,0.1498,2818.19,1,False
BKG0002278,ATT0001586,USR002651,HTL0040,3820.36,0.1296,495.01,18,True
BKG0002279,ATT0002323,USR001827,HTL0071,2750.07,0.1253,344.59,10,True
BKG0002280,ATT0003606,USR000506,HTL0103,13331.6,0.1377,1835.63,12,False
BKG0002281,ATT0000083,USR000071,HTL0066,6776.71,0.1333,903.34,13,True
BKG0002282,ATT0005765,USR002839,HTL0013,10336.26,0.1599,1653.25,6,True
BKG0002283,ATT0002895,USR000035,HTL0068,6326.11,0.1504,951.74,3,True
BKG0002284,ATT0003956,USR000868,HTL0046,6361.75,0.1299,826.1,11,True
BKG0002285,ATT0004000,USR001632,HTL0036,4414.23,0.1091,481.48,25,True
BKG0002286,ATT0001277,USR001036,HTL0005,2728.78,0.1223,333.72,2,True
BKG0002287,ATT0005343,USR001390,HTL0008,5753.85,0.1202,691.67,21,True
BKG0002288,ATT0002091,USR002194,HTL0066,7547.62,0.1238,934.46,20,True
BKG0002289,ATT0004872,USR002920,HTL0103,11605.94,0.1582,1836.63,15,False
BKG0002290,ATT0003687,USR003296,HTL0054,4081.0,0.1383,564.37,12,True
BKG0002291,ATT0002416,USR000600,HTL0049,8549.27,0.1168,998.79,23,True
BKG0002292,ATT0002399,USR003232,HTL0051,4343.75,0.1323,574.69,8,True
BKG0002293,ATT0001196,USR002040,HTL0065,3082.03,0.1405,432.89,11,True
BKG0002294,ATT0003465,USR001025,HTL0055,11489.33,0.1274,1464.17,13,True
BKG0002295,ATT0002840,USR001166,HTL0069,5750.5,0.1469,844.66,9,True
BKG0002296,ATT0001642,USR002958,HTL0114,7901.03,0.1111,878.08,13,False
BKG0002297,ATT0004017,USR002037,HTL0091,25937.9,0.1114,2890.07,2,False
BKG0002298,ATT0002000,USR001796,HTL0109,8028.27,0.1458,1170.57,11,False
BKG0002299,ATT0002202,USR002488,HTL0035,1879.43,0.1565,294.19,4,True
