session_id,user_id,session_start,session_end,week_number,channel
SES0005345,USR001702,2024-06-03 10:27:00,2024-06-03 10:33:56,23,organic
SES0005346,USR000068,2024-01-22 20:16:00,2024-01-22 20:25:00,4,paid
SES0005347,USR001568,2024-06-12 14:15:00,2024-06-12 14:49:36,24,organic
SES0005348,USR001716,2024-05-22 13:01:00,2024-05-22 13:08:34,21,organic
SES0005349,USR003585,2024-03-21 11:17:00,2024-03-21 11:47:43,12,paid
SES0005350,USR002944,2024-06-17 20:43:00,2024-06-17 21:04:23,25,paid
SES0005351,USR001821,2024-06-12 23:14:00,2024-06-12 23:27:49,24,organic
SES0005352,USR002466,2024-05-24 16:00:00,2024-05-24 16:07:03,21,referral
SES0005353,USR003004,2024-03-11 23:32:00,,11,direct
SES0005354,USR000504,2024-02-26 23:07:00,2024-02-26 23:33:33,9,organic
SES0005355,USR002067,2024-05-06 17:57:00,,19,paid
SES0005356,USR000968,2024-04-12 19:06:00,2024-04-12 19:26:05,15,paid
SES0005357,USR000205,2024-06-01 19:20:00,2024-06-01 19:57:19,22,organic
SES0005358,USR000685,2024-05-24 23:54:00,2024-05-25 00:09:31,21,organic
SES0005359,USR003120,2024-04-15 22:11:00,2024-04-15 22:38:54,16,direct
SES0005360,USR003622,2024-06-17 09:34:00,2024-06-17 09:52:33,25,organic
SES0005361,USR000886,2024-02-02 10:24:00,2024-02-02 11:01:55,5,direct
SES0005362,USR002483,2024-04-02 22:45:00,2024-04-02 22:57:35,14,paid
SES0005363,USR003373,2024-05-11 08:52:00,2024-05-11 08:55:08,19,paid
SES0005364,USR000075,2024-04-15 17:46:00,2024-04-15 18:13:17,16,direct
SES0005365,USR001064,2024-01-24 08:15:00,2024-01-24 08:17:29,4,organic
SES0005366,USR000254,2024-05-23 08:16:00,2024-05-23 08:41:24,21,organic
SES0005367,USR003279,2024-02-26 09:32:00,2024-02-26 09:38:42,9,paid
SES0005368,USR002602,2024-01-11 15:13:00,,2,organic
SES0005369,USR002765,2024-03-28 20:15:00,2024-03-28 20:25:28,13,organic
SES0005370,USR000030,2024-06-06 13:10:00,2024-06-06 13:25:06,23,referral
SES0005371,USR000201,2024-04-16 21:39:00,,16,direct
SES0005372,USR003434,2024-01-07 14:09:00,2024-01-07 14:36:20,1,paid
SES0005373,USR000572,2024-06-26 09:16:00,2024-06-26 09:48:41,26,organic
SES0005374,USR003470,2024-03-12 18:53:00,2024-03-12 19:03:36,11,paid
SES0005375,USR001011,2024-05-26 19:16:00,,21,paid
SES0005376,USR003440,2024-03-31 19:55:00,2024-03-31 20:10:16,13,organic
SES0005377,USR002632,2024-03-08 22:56:00,2024-03-08 23:09:57,10,paid
SES0005378,USR003430,2024-01-14 19:06:00,2024-01-14 19:20:17,2,referral
SES0005379,USR001744,2024-05-15 21:18:00,2024-05-15 21:28:54,20,direct
SES0005380,USR003738,2024-03-30 20:52:00,2024-03-30 20:57:13,13,organic
SES0005381,USR002856,2024-06-21 22:10:00,2024-06-21 22:42:53,25,organic
SES0005382,USR000082,2024-04-22 18:05:00,2024-04-22 18:23:38,17,organic
SES0005383,USR003501,2024-02-20 11:58:00,2024-02-20 12:25:24,8,organic
SES0005384,USR003996,2024-01-07 10:38:00,2024-01-07 10:45:04,1,organic
SES0005385,USR001620,2024-04-04 19:26:00,2024-04-04 19:48:11,14,paid
SES0005386,USR000180,2024-03-30 13:44:00,2024-03-30 14:09:37,13,organic
SES0005387,USR001506,2024-02-18 13:27:00,,7,organic
SES0005388,USR001533,2024-05-28 13:10:00,2024-05-28 13:23:55,22,paid
SES0005389,USR001864,2024-04-02 19:54:00,2024-04-02 20:26:34,14,referral
SES0005390,USR002219,2024-05-31 14:34:00,2024-05-31 14:56:47,22,organic
SES0005391,USR003017,2024-06-12 19:56:00,2024-06-12 20:35:23,24,direct
SES0005392,USR001701,2024-04-16 18:04:00,2024-04-16 18:37:56,16,paid
SES0005393,USR000806,2024-01-25 18:11:00,2024-01-25 18:30:29,4,direct
SES0005394,USR000044,2024-05-16 19:25:00,2024-05-16 19:51:00,20,paid
SES0005395,USR000817,2024-03-19 18:27:00,2024-03-19 18:41:46,12,referral
SES0005396,USR000416,2024-06-13 23:26:00,2024-06-13 23:55:54,24,direct
SES0005397,USR003411,2024-04-04 09:13:00,2024-04-04 09:19:28,14,organic
SES0005398,USR003033,2024-04-15 13:08:00,2024-04-15 13:13:52,16,referral
SES0005399,USR001469,2024-03-02 23:22:00,2024-03-02 23:37:21,9,referral
SES0005400,USR002755,2024-01-20 16:11:00,2024-01-20 16:17:01,3,referral
SES0005401,USR002017,2024-01-06 14:52:00,2024-01-06 15:15:55,1,direct
SES0005402,USR001845,2024-04-14 18:48:00,2024-04-14 19:19:59,15,paid
SES0005403,USR001550,2024-04-12 15:39:00,2024-04-12 16:09:00,15,organic
SES0005404,USR001762,2024-04-09 12:23:00,2024-04-09 12:34:17,15,paid
SES0005405,USR001408,2024-03-06 14:02:00,2024-03-06 14:16:07,10,direct
SES0005406,USR000964,2024-04-06 15:59:00,2024-04-06 16:23:11,14,organic
SES0005407,USR000441,2024-03-04 19:04:00,2024-03-04 19:38:27,10,direct
SES0005408,USR002694,2024-04-24 20:26:00,2024-04-24 20:28:27,17,paid
SES0005409,USR002543,2024-05-30 12:47:00,2024-05-30 13:05:27,22,paid
SES0005410,USR000578,2024-03-13 23:49:00,2024-03-14 00:11:54,11,direct
SES0005411,USR001956,2024-05-20 08:34:00,2024-05-20 08:38:10,21,organic
SES0005412,USR001447,2024-04-15 09:51:00,2024-04-15 10:06:33,16,organic
SES0005413,USR001344,2024-02-06 13:56:00,2024-02-06 14:04:00,6,paid
SES0005414,USR002311,2024-05-07 18:23:00,2024-05-07 18:31:16,19,direct
SES0005415,USR003975,2024-02-04 21:38:00,2024-02-04 22:13:57,5,paid
SES0005416,USR002101,2024-04-09 12:35:00,2024-04-09 13:00:14,15,paid
SES0005417,USR002466,2024-04-22 16:08:00,2024-04-22 16:20:12,17,direct
SES0005418,USR000870,2024-06-04 12:26:00,,23,referral
SES0005419,USR002199,2024-05-22 18:12:00,,21,referral
SES0005420,USR003184,2024-06-29 09:17:00,,26,organic
SES0005421,USR002789,2024-01-05 20:31:00,2024-01-05 21:09:06,1,organic
SES0005422,USR003491,2024-06-06 09:49:00,2024-06-06 09:55:21,23,organic
SES0005423,USR003959,2024-06-01 19:48:00,2024-06-01 19:55:51,22,organic
SES0005424,USR003500,2024-05-02 17:11:00,2024-05-02 17:25:21,18,organic
SES0005425,USR000456,2024-06-08 20:12:00,2024-06-08 20:36:03,23,organic
SES0005426,USR000819,2024-06-05 21:39:00,2024-06-05 21:42:46,23,organic
SES0005427,USR001430,2024-05-04 20:52:00,2024-05-04 21:31:24,18,referral
SES0005428,USR001088,2024-04-15 09:56:00,2024-04-15 10:20:17,16,organic
SES0005429,USR001147,2024-02-02 22:15:00,2024-02-02 22:28:00,5,direct
SES0005430,USR001300,2024-01-26 11:22:00,2024-01-26 11:43:01,4,organic
SES0005431,USR003530,2024-03-26 22:35:00,2024-03-26 23:08:02,13,direct
SES0005432,USR002693,2024-02-25 13:40:00,,8,organic
SES0005433,USR001609,2024-06-04 14:21:00,2024-06-04 14:51:19,23,direct
SES0005434,USR003972,2024-03-23 15:00:00,2024-03-23 15:37:27,12,direct
SES0005435,USR000739,2024-05-10 10:38:00,,19,organic
SES0005436,USR003779,2024-01-20 21:31:00,2024-01-20 22:10:50,3,direct
SES0005437,USR003987,2024-06-07 14:42:00,2024-06-07 15:18:48,23,paid
SES0005438,USR002840,2024-05-10 11:56:00,2024-05-10 12:35:47,19,referral
SES0005439,USR000225,2024-03-31 22:17:00,,13,paid
SES0005440,USR003255,2024-03-19 10:38:00,,12,organic
SES0005441,USR003450,2024-02-07 10:23:00,,6,paid
SES0005442,USR000287,2024-06-09 18:33:00,2024-06-09 19:01:03,23,organic
SES0005443,USR003031,2024-05-23 14:21:00,2024-05-23 14:35:57,21,referral
SES0005444,USR003375,2024-03-21 09:08:00,2024-03-21 09:43:27,12,direct
SES0005445,USR002021,2024-02-02 20:26:00,2024-02-02 20:56:39,5,organic
SES0005446,USR002389,2024-06-23 19:52:00,2024-06-23 20:29:49,25,organic
SES0005447,USR001909,2024-05-08 14:04:00,2024-05-08 14:11:04,19,direct
SES0005448,USR002703,2024-06-10 09:45:00,2024-06-10 10:13:39,24,direct
SES0005449,USR003022,2024-04-07 10:19:00,2024-04-07 10:37:16,14,paid
SES0005450,USR002134,2024-06-18 20:46:00,2024-06-18 21:11:49,25,organic
SES0005451,USR003785,2024-04-17 14:05:00,2024-04-17 14:07:14,16,paid
SES0005452,USR003067,2024-02-08 23:04:00,2024-02-08 23:08:05,6,direct
SES0005453,USR001728,2024-06-08 09:42:00,2024-06-08 09:52:49,23,direct
SES0005454,USR001456,2024-06-07 21:02:00,2024-06-07 21:41:02,23,referral
SES0005455,USR003087,2024-01-19 18:35:00,2024-01-19 19:02:08,3,paid
SES0005456,USR000008,2024-06-28 14:21:00,2024-06-28 14:57:35,26,organic
SES0005457,USR000803,2024-05-29 13:12:00,2024-05-29 13:19:48,22,organic
SES0005458,USR003930,2024-06-19 18:10:00,2024-06-19 18:17:55,25,referral
SES0005459,USR001427,2024-04-06 21:02:00,,14,paid
SES0005460,USR003764,2024-04-21 08:48:00,,16,organic
SES0005461,USR003785,2024-03-18 16:03:00,2024-03-18 16:11:52,12,organic
SES0005462,USR002455,2024-03-10 17:47:00,2024-03-10 17:55:05,10,direct
SES0005463,USR002460,2024-06-12 09:35:00,,24,direct
SES0005464,USR000534,2024-02-05 15:43:00,2024-02-05 16:02:10,6,organic
SES0005465,USR002007,2024-05-29 13:38:00,2024-05-29 14:06:24,22,referral
SES0005466,USR000210,2024-03-31 21:16:00,2024-03-31 21:21:55,13,organic
SES0005467,USR003665,2024-03-26 21:19:00,,13,paid
SES0005468,USR003452,2024-06-22 16:44:00,2024-06-22 16:59:57,25,organic
SES0005469,USR001732,2024-01-06 13:18:00,2024-01-06 13:42:14,1,paid
SES0005470,USR000342,2024-03-23 20:00:00,,12,organic
SES0005471,USR000165,2024-06-03 10:29:00,2024-06-03 10:49:19,23,organic
SES0005472,USR003003,2024-04-24 12:23:00,2024-04-24 12:40:11,17,direct
SES0005473,USR002292,2024-02-10 20:33:00,2024-02-10 20:57:02,6,referral
SES0005474,USR002894,2024-04-23 22:50:00,2024-04-23 23:20:31,17,organic
SES0005475,USR001617,2024-01-30 08:36:00,2024-01-30 08:43:40,5,paid
SES0005476,USR000791,2024-02-09 11:10:00,2024-02-09 11:21:24,6,direct
SES0005477,USR000310,2024-05-12 20:24:00,2024-05-12 20:33:23,19,organic
SES0005478,USR001620,2024-04-09 09:38:00,,15,paid
SES0005479,USR003191,2024-06-17 22:37:00,2024-06-17 22:39:02,25,paid
SES0005480,USR001387,2024-02-17 15:22:00,2024-02-17 15:29:55,7,organic
SES0005481,USR000900,2024-06-15 18:39:00,,24,paid
SES0005482,USR001811,2024-05-08 14:15:00,2024-05-08 14:24:00,19,paid
SES0005483,USR003197,2024-02-13 19:57:00,2024-02-13 20:11:54,7,direct
SES0005484,USR001270,2024-03-08 23:00:00,2024-03-08 23:37:16,10,referral
SES0005485,USR000366,2024-05-08 15:29:00,2024-05-08 16:02:40,19,organic
SES0005486,USR003595,2024-05-03 22:11:00,2024-05-03 22:37:06,18,direct
SES0005487,USR002078,2024-05-06 23:08:00,2024-05-06 23:11:25,19,organic
SES0005488,USR000045,2024-01-24 15:15:00,,4,direct
SES0005489,USR000381,2024-03-12 13:21:00,2024-03-12 13:48:07,11,direct
SES0005490,USR002389,2024-04-21 21:17:00,2024-04-21 21:48:22,16,organic
SES0005491,USR002004,2024-06-24 14:59:00,,26,paid
SES0005492,USR002725,2024-03-25 19:05:00,2024-03-25 19:34:18,13,organic
SES0005493,USR000797,2024-06-28 17:34:00,2024-06-28 17:55:33,26,direct
SES0005494,USR000499,2024-04-25 21:12:00,2024-04-25 21:18:55,17,direct
SES0005495,USR000722,2024-01-09 08:37:00,2024-01-09 08:40:00,2,organic
SES0005496,USR001198,2024-03-09 17:44:00,,10,organic
SES0005497,USR001111,2024-04-08 19:52:00,2024-04-08 20:19:00,15,organic
SES0005498,USR000491,2024-02-06 20:27:00,,6,paid
SES0005499,USR003267,2024-03-14 17:26:00,2024-03-14 17:40:21,11,organic
SES0005500,USR002471,2024-06-29 17:20:00,2024-06-29 17:32:31,26,organic
SES0005501,USR000955,2024-04-14 12:13:00,2024-04-14 12:23:30,15,direct
SES0005502,USR002132,2024-06-29 14:53:00,2024-06-29 15:15:04,26,organic
SES0005503,USR000609,2024-02-21 13:52:00,2024-02-21 14:23:30,8,referral
SES0005504,USR003998,2024-04-19 14:45:00,2024-04-19 15:03:27,16,direct
SES0005505,USR001847,2024-04-11 19:28:00,2024-04-11 20:00:08,15,direct
SES0005506,USR001395,2024-05-21 15:22:00,,21,referral
SES0005507,USR003986,2024-05-03 23:00:00,2024-05-03 23:27:27,18,referral
SES0005508,USR002803,2024-02-22 17:05:00,2024-02-22 17:15:48,8,paid
SES0005509,USR001275,2024-01-13 10:20:00,,2,paid
SES0005510,USR001350,2024-01-31 16:29:00,2024-01-31 17:04:20,5,organic
SES0005511,USR002532,2024-06-13 18:00:00,2024-06-13 18:08:18,24,organic
SES0005512,USR003907,2024-05-07 23:40:00,2024-05-07 23:42:25,19,organic
SES0005513,USR003476,2024-05-18 16:36:00,2024-05-18 16:44:51,20,organic
SES0005514,USR001137,2024-03-31 08:43:00,,13,organic
SES0005515,USR003050,2024-04-12 20:12:00,2024-04-12 20:41:13,15,organic
SES0005516,USR003924,2024-03-19 22:59:00,2024-03-19 23:10:25,12,organic
SES0005517,USR002469,2024-04-02 20:16:00,2024-04-02 20:38:23,14,referral
SES0005518,USR001761,2024-06-18 20:31:00,2024-06-18 21:00:32,25,paid
SES0005519,USR000374,2024-03-17 23:39:00,2024-03-18 00:09:35,11,paid
SES0005520,USR002490,2024-03-13 20:30:00,2024-03-13 20:43:41,11,organic
SES0005521,USR003795,2024-05-03 21:45:00,,18,paid
SES0005522,USR001639,2024-05-05 10:44:00,2024-05-05 11:00:52,18,paid
SES0005523,USR003789,2024-05-07 23:39:00,2024-05-08 00:18:17,19,organic
SES0005524,USR003238,2024-03-09 12:51:00,2024-03-09 12:58:27,10,paid
SES0005525,USR000124,2024-04-29 13:41:00,2024-04-29 14:10:28,18,organic
SES0005526,USR000469,2024-04-18 11:38:00,2024-04-18 12:17:41,16,organic
SES0005527,USR000876,2024-05-22 17:39:00,2024-05-22 17:46:25,21,organic
SES0005528,USR001693,2024-06-12 11:19:00,2024-06-12 11:51:22,24,organic
SES0005529,USR001586,2024-01-08 21:47:00,2024-01-08 21:50:50,2,paid
SES0005530,USR003631,2024-03-15 17:37:00,2024-03-15 18:00:16,11,paid
SES0005531,USR002538,2024-06-04 20:01:00,2024-06-04 20:30:35,23,paid
SES0005532,USR002583,2024-06-11 13:32:00,2024-06-11 14:04:17,24,organic
SES0005533,USR003877,2024-04-20 20:04:00,2024-04-20 20:25:56,16,organic
SES0005534,USR002899,2024-05-19 08:36:00,2024-05-19 09:02:57,20,organic
SES0005535,USR002782,2024-02-03 19:39:00,2024-02-03 19:51:35,5,direct
SES0005536,USR000938,2024-06-04 13:46:00,2024-06-04 14:10:01,23,paid
SES0005537,USR001225,2024-04-11 09:58:00,2024-04-11 10:36:21,15,referral
SES0005538,USR002496,2024-03-10 09:27:00,,10,paid
SES0005539,USR003121,2024-02-05 15:18:00,2024-02-05 15:51:56,6,organic
SES0005540,USR000582,2024-03-31 10:05:00,,13,paid
SES0005541,USR001962,2024-01-11 14:01:00,2024-01-11 14:11:29,2,paid
SES0005542,USR002705,2024-04-07 19:40:00,2024-04-07 20:03:33,14,organic
SES0005543,USR000578,2024-06-23 11:44:00,2024-06-23 11:54:30,25,paid
SES0005544,USR002701,2024-06-25 09:29:00,,26,referral
SES0005545,USR003951,2024-03-18 14:15:00,2024-03-18 14:41:22,12,organic
SES0005546,USR000032,2024-02-27 15:14:00,2024-02-27 15:51:55,9,organic
SES0005547,USR000633,2024-03-27 10:06:00,2024-03-27 10:15:11,13,paid
SES0005548,USR000068,2024-01-13 23:48:00,2024-01-14 00:21:03,2,organic
SES0005549,USR003325,2024-01-02 22:38:00,2024-01-02 22:49:44,1,organic
SES0005550,USR001992,2024-05-02 20:28:00,2024-05-02 21:05:25,18,referral
SES0005551,USR001529,2024-01-02 20:00:00,2024-01-02 20:38:38,1,direct
SES0005552,USR002445,2024-04-30 12:37:00,2024-04-30 13:04:09,18,organic
SES0005553,USR000489,2024-06-09 21:21:00,2024-06-09 21:29:06,23,organic
SES0005554,USR003288,2024-06-08 16:50:00,2024-06-08 17:25:44,23,organic
SES0005555,USR001190,2024-03-28 16:12:00,2024-03-28 16:14:36,13,paid
SES0005556,USR000826,2024-03-19 08:24:00,,12,organic
SES0005557,USR001895,2024-04-13 17:51:00,2024-04-13 18:30:38,15,paid
SES0005558,USR000097,2024-04-22 22:09:00,2024-04-22 22:13:26,17,organic
SES0005559,USR000201,2024-03-22 10:04:00,,12,organic
SES0005560,USR002363,2024-02-05 16:15:00,2024-02-05 16:30:54,6,direct
SES0005561,USR001600,2024-06-05 10:37:00,,23,paid
SES0005562,USR002476,2024-02-26 22:37:00,2024-02-26 23:06:00,9,organic
SES0005563,USR003811,2024-02-27 08:40:00,2024-02-27 09:04:02,9,direct
SES0005564,USR003201,2024-04-11 16:36:00,,15,paid
SES0005565,USR003445,2024-05-22 17:15:00,2024-05-22 17:27:39,21,paid
SES0005566,USR000906,2024-01-07 13:36:00,2024-01-07 14:15:07,1,paid
SES0005567,USR000188,2024-06-03 12:45:00,2024-06-03 13:21:30,23,paid
SES0005568,USR000400,2024-03-30 16:48:00,2024-03-30 16:56:36,13,paid
SES0005569,USR002581,2024-04-11 10:43:00,2024-04-11 11:09:47,15,organic
SES0005570,USR001125,2024-05-04 21:51:00,2024-05-04 22:04:12,18,direct
SES0005571,USR003420,2024-06-24 18:55:00,2024-06-24 19:03:49,26,direct
SES0005572,USR000212,2024-06-22 21:14:00,2024-06-22 21:24:03,25,organic
SES0005573,USR000929,2024-02-05 14:31:00,2024-02-05 14:32:57,6,organic
SES0005574,USR000453,2024-05-04 18:30:00,,18,paid
SES0005575,USR001866,2024-04-30 23:26:00,2024-04-30 23:37:50,18,paid
SES0005576,USR001578,2024-01-21 18:38:00,,3,paid
SES0005577,USR000811,2024-03-20 12:23:00,2024-03-20 13:00:27,12,paid
SES0005578,USR000198,2024-01-03 10:51:00,2024-01-03 11:21:27,1,direct
SES0005579,USR002451,2024-06-20 10:51:00,2024-06-20 11:00:05,25,paid
SES0005580,USR001624,2024-05-12 16:45:00,2024-05-12 17:15:36,19,paid
SES0005581,USR003749,2024-05-17 16:51:00,,20,referral
SES0005582,USR000299,2024-06-11 13:43:00,2024-06-11 13:48:00,24,paid
SES0005583,USR002468,2024-03-11 09:56:00,2024-03-11 10:09:08,11,organic
SES0005584,USR003951,2024-01-27 11:21:00,2024-01-27 11:57:35,4,organic
SES0005585,USR000299,2024-06-02 18:43:00,2024-06-02 18:52:14,22,paid
SES0005586,USR002247,2024-03-22 19:33:00,2024-03-22 19:39:32,12,organic
SES0005587,USR001423,2024-01-28 09:06:00,2024-01-28 09:26:28,4,direct
SES0005588,USR003564,2024-04-16 14:49:00,2024-04-16 15:15:18,16,paid
SES0005589,USR002077,2024-04-10 20:32:00,2024-04-10 20:44:07,15,organic
SES0005590,USR001675,2024-06-03 11:50:00,2024-06-03 12:09:28,23,organic
SES0005591,USR003978,2024-02-16 11:54:00,2024-02-16 12:04:35,7,direct
SES0005592,USR001863,2024-01-24 21:14:00,2024-01-24 21:20:34,4,direct
SES0005593,USR001565,2024-01-14 20:25:00,,2,referral
SES0005594,USR000311,2024-05-20 20:35:00,2024-05-20 20:48:17,21,referral
SES0005595,USR003798,2024-02-10 16:55:00,2024-02-10 17:27:59,6,organic
SES0005596,USR002302,2024-06-22 22:05:00,,25,referral
SES0005597,USR001374,2024-02-09 14:54:00,2024-02-09 15:31:18,6,organic
SES0005598,USR000622,2024-06-13 22:47:00,2024-06-13 22:51:07,24,organic
SES0005599,USR002584,2024-02-19 08:41:00,2024-02-19 08:59:26,8,paid
SES0005600,USR000798,2024-02-19 08:11:00,2024-02-19 08:47:18,8,paid
SES0005601,USR001714,2024-03-04 14:07:00,2024-03-04 14:13:22,10,referral
SES0005602,USR003952,2024-04-28 13:19:00,2024-04-28 13:26:18,17,direct
SES0005603,USR002431,2024-05-01 15:01:00,2024-05-01 15:20:42,18,organic
SES0005604,USR000762,2024-02-07 20:36:00,2024-02-07 21:08:42,6,organic
SES0005605,USR001639,2024-02-23 17:09:00,2024-02-23 17:32:22,8,organic
SES0005606,USR002867,2024-06-25 17:37:00,2024-06-25 17:39:04,26,organic
SES0005607,USR003736,2024-05-06 22:26:00,2024-05-06 23:02:54,19,paid
SES0005608,USR001075,2024-06-14 15:15:00,2024-06-14 15:34:53,24,paid
SES0005609,USR002034,2024-06-10 16:06:00,,24,organic
SES0005610,USR001014,2024-01-15 14:40:00,2024-01-15 14:43:59,3,referral
SES0005611,USR003834,2024-01-04 20:54:00,,1,organic
SES0005612,USR000517,2024-05-20 20:44:00,2024-05-20 20:52:15,21,paid
SES0005613,USR000901,2024-06-01 20:35:00,2024-06-01 20:54:16,22,paid
SES0005614,USR002579,2024-06-19 12:50:00,2024-06-19 12:53:06,25,direct
SES0005615,USR002589,2024-02-02 23:08:00,2024-02-02 23:45:14,5,direct
SES0005616,USR000728,2024-02-02 10:32:00,2024-02-02 10:40:12,5,paid
SES0005617,USR001914,2024-06-14 20:38:00,2024-06-14 20:48:32,24,referral
SES0005618,USR003880,2024-02-14 16:57:00,,7,paid
SES0005619,USR002980,2024-04-24 22:09:00,2024-04-24 22:31:06,17,paid
SES0005620,USR003955,2024-04-25 13:05:00,2024-04-25 13:21:11,17,referral
SES0005621,USR001078,2024-06-20 14:41:00,2024-06-20 15:09:33,25,paid
SES0005622,USR003889,2024-02-03 10:26:00,2024-02-03 10:27:31,5,organic
SES0005623,USR001559,2024-02-14 17:07:00,2024-02-14 17:40:34,7,organic
SES0005624,USR000654,2024-03-12 14:04:00,,11,organic
SES0005625,USR003723,2024-01-01 20:27:00,2024-01-01 21:03:58,1,paid
SES0005626,USR000819,2024-04-16 22:08:00,2024-04-16 22:15:49,16,organic
SES0005627,USR001483,2024-02-25 19:50:00,2024-02-25 20:28:52,8,direct
SES0005628,USR002510,2024-03-31 19:32:00,2024-03-31 19:50:04,13,organic
SES0005629,USR003888,2024-06-02 09:51:00,2024-06-02 10:12:48,22,referral
SES0005630,USR002725,2024-06-23 19:44:00,,25,paid
SES0005631,USR001331,2024-01-14 13:53:00,2024-01-14 14:22:26,2,direct
SES0005632,USR000501,2024-04-24 20:54:00,,17,referral
SES0005633,USR003331,2024-05-02 18:25:00,2024-05-02 18:52:36,18,organic
SES0005634,USR003283,2024-03-25 18:29:00,2024-03-25 18:37:39,13,paid
SES0005635,USR001829,2024-01-28 11:08:00,2024-01-28 11:11:39,4,paid
SES0005636,USR001833,2024-05-20 11:33:00,2024-05-20 11:35:12,21,paid
SES0005637,USR003492,2024-02-17 14:48:00,2024-02-17 15:14:04,7,organic
SES0005638,USR003436,2024-03-07 13:51:00,2024-03-07 14:19:56,10,organic
SES0005639,USR001939,2024-06-08 18:08:00,2024-06-08 18:32:33,23,organic
SES0005640,USR001583,2024-06-10 19:01:00,2024-06-10 19:18:13,24,paid
SES0005641,USR003627,2024-03-03 16:34:00,2024-03-03 16:38:13,9,paid
SES0005642,USR003129,2024-03-07 10:32:00,2024-03-07 11:02:25,10,organic
SES0005643,USR000187,2024-02-17 14:48:00,2024-02-17 14:49:41,7,organic
SES0005644,USR003541,2024-05-21 16:09:00,2024-05-21 16:20:59,21,direct
SES0005645,USR003530,2024-02-25 23:34:00,2024-02-26 00:00:30,8,paid
SES0005646,USR003010,2024-05-26 11:44:00,,21,paid
SES0005647,USR003971,2024-05-07 15:57:00,2024-05-07 16:35:08,19,paid
SES0005648,USR003506,2024-05-28 08:36:00,2024-05-28 08:37:56,22,organic
SES0005649,USR001420,2024-05-27 15:31:00,2024-05-27 16:00:41,22,organic
SES0005650,USR002927,2024-05-22 08:06:00,,21,direct
SES0005651,USR003680,2024-02-21 21:21:00,,8,paid
SES0005652,USR002293,2024-01-03 22:35:00,,1,direct
SES0005653,USR002547,2024-02-24 09:39:00,2024-02-24 10:02:10,8,paid
SES0005654,USR002504,2024-03-19 22:47:00,,12,paid
SES0005655,USR001067,2024-05-09 14:25:00,2024-05-09 14:30:38,19,paid
SES0005656,USR002305,2024-06-09 11:33:00,2024-06-09 11:47:10,23,direct
SES0005657,USR002953,2024-06-13 16:33:00,2024-06-13 17:10:55,24,organic
SES0005658,USR000278,2024-04-16 21:37:00,,16,paid
SES0005659,USR003997,2024-01-27 14:24:00,2024-01-27 14:55:23,4,organic
SES0005660,USR001188,2024-06-13 10:29:00,2024-06-13 11:01:14,24,organic
SES0005661,USR003760,2024-04-19 21:45:00,2024-04-19 22:24:56,16,paid
SES0005662,USR003006,2024-06-29 13:44:00,2024-06-29 14:11:15,26,paid
SES0005663,USR000963,2024-02-21 16:45:00,2024-02-21 17:22:52,8,direct
SES0005664,USR001922,2024-03-14 10:42:00,,11,referral
SES0005665,USR002213,2024-06-18 16:20:00,2024-06-18 16:32:11,25,paid
SES0005666,USR002126,2024-03-24 23:02:00,,12,organic
SES0005667,USR003736,2024-02-02 23:21:00,,5,direct
SES0005668,USR003223,2024-02-08 13:16:00,2024-02-08 13:37:09,6,organic
SES0005669,USR001677,2024-01-26 10:34:00,2024-01-26 11:11:38,4,referral
SES0005670,USR000026,2024-03-24 20:28:00,2024-03-24 21:04:15,12,organic
SES0005671,USR000227,2024-03-16 19:55:00,,11,paid
SES0005672,USR003671,2024-05-31 11:58:00,2024-05-31 12:12:42,22,paid
SES0005673,USR002492,2024-04-22 22:58:00,2024-04-22 23:18:00,17,direct
SES0005674,USR003347,2024-04-29 17:56:00,,18,direct
SES0005675,USR003334,2024-04-09 16:53:00,2024-04-09 17:30:43,15,paid
SES0005676,USR003802,2024-02-27 13:34:00,2024-02-27 13:40:07,9,organic
SES0005677,USR003732,2024-01-17 08:18:00,2024-01-17 08:45:39,3,paid
SES0005678,USR003723,2024-03-14 21:43:00,2024-03-14 21:57:22,11,organic
SES0005679,USR003057,2024-03-03 22:59:00,2024-03-03 23:12:37,9,direct
SES0005680,USR002389,2024-06-01 13:30:00,2024-06-01 13:46:30,22,organic
SES0005681,USR000155,2024-06-28 08:15:00,2024-06-28 08:36:52,26,organic
SES0005682,USR002214,2024-06-05 17:25:00,2024-06-05 18:00:08,23,direct
SES0005683,USR002612,2024-05-07 13:53:00,2024-05-07 13:58:17,19,organic
SES0005684,USR003836,2024-02-05 18:18:00,2024-02-05 18:45:25,6,direct
SES0005685,USR000359,2024-05-20 23:29:00,,21,paid
SES0005686,USR002458,2024-06-20 08:36:00,2024-06-20 08:42:11,25,paid
SES0005687,USR000625,2024-02-10 16:25:00,2024-02-10 16:56:26,6,paid
SES0005688,USR003873,2024-04-11 08:38:00,,15,organic
SES0005689,USR001381,2024-02-11 09:13:00,2024-02-11 09:37:58,6,organic
SES0005690,USR003707,2024-06-25 18:30:00,,26,organic
SES0005691,USR000609,2024-04-15 09:09:00,,16,organic
SES0005692,USR003209,2024-01-25 18:23:00,,4,direct
SES0005693,USR002079,2024-03-11 16:19:00,,11,paid
SES0005694,USR000189,2024-03-21 20:43:00,,12,organic
SES0005695,USR003084,2024-06-26 22:57:00,2024-06-26 23:08:40,26,organic
