notification_id,user_id,notification_type,sent_at,week_of
NOT0015803,USR01822,promotional,2024-10-12T18:54:00,2024-10-07
NOT0015804,USR02411,promotional,2024-10-13T09:31:00,2024-10-07
NOT0015805,USR00153,promotional,2024-10-13T19:33:00,2024-10-07
NOT0015806,USR04100,promotional,2024-10-09T10:37:00,2024-10-07
NOT0015807,USR01920,promotional,2024-10-12T10:10:00,2024-10-07
NOT0015808,USR00576,promotional,2024-10-13T09:49:00,2024-10-07
NOT0015809,USR01482,promotional,2024-10-07T14:20:00,2024-10-07
NOT0015810,USR01385,promotional,2024-10-11T12:07:00,2024-10-07
NOT0015811,USR02404,promotional,2024-10-07T14:15:00,2024-10-07
NOT0015812,USR04850,promotional,2024-10-11T09:33:00,2024-10-07
NOT0015813,USR01348,promotional,2024-10-07T11:51:00,2024-10-07
NOT0015814,USR01084,promotional,2024-10-08T16:49:00,2024-10-07
NOT0015815,USR04370,promotional,2024-10-10T18:26:00,2024-10-07
NOT0015816,USR01965,promotional,2024-10-09T21:57:00,2024-10-07
NOT0015817,USR01352,promotional,2024-10-11T19:40:00,2024-10-07
NOT0015818,USR00616,promotional,2024-10-08T09:46:00,2024-10-07
NOT0015819,USR03725,promotional,2024-10-12T19:54:00,2024-10-07
NOT0015820,USR00843,promotional,2024-10-08T19:28:00,2024-10-07
NOT0015821,USR04955,promotional,2024-10-07T16:53:00,2024-10-07
NOT0015822,USR00319,promotional,2024-10-08T14:18:00,2024-10-07
NOT0015823,USR03291,promotional,2024-10-07T16:04:00,2024-10-07
NOT0015824,USR03687,promotional,2024-10-11T18:15:00,2024-10-07
NOT0015825,USR00815,promotional,2024-10-11T15:51:00,2024-10-07
NOT0015826,USR01679,promotional,2024-10-07T16:24:00,2024-10-07
NOT0015827,USR00200,promotional,2024-10-07T14:43:00,2024-10-07
NOT0015828,USR00270,promotional,2024-10-07T13:48:00,2024-10-07
NOT0015829,USR04621,promotional,2024-10-12T12:33:00,2024-10-07
NOT0015830,USR02331,promotional,2024-10-12T11:33:00,2024-10-07
NOT0015831,USR02663,promotional,2024-10-11T10:16:00,2024-10-07
NOT0015832,USR00747,promotional,2024-10-08T11:44:00,2024-10-07
NOT0015833,USR04326,promotional,2024-10-13T16:01:00,2024-10-07
NOT0015834,USR01960,promotional,2024-10-08T21:49:00,2024-10-07
NOT0015835,USR03799,promotional,2024-10-07T16:37:00,2024-10-07
NOT0015836,USR03535,promotional,2024-10-08T09:57:00,2024-10-07
NOT0015837,USR01264,promotional,2024-10-08T12:48:00,2024-10-07
NOT0015838,USR00688,promotional,2024-10-07T09:39:00,2024-10-07
NOT0015839,USR01369,promotional,2024-10-11T16:34:00,2024-10-07
NOT0015840,USR03555,promotional,2024-10-07T21:11:00,2024-10-07
NOT0015841,USR04486,promotional,2024-10-11T14:24:00,2024-10-07
NOT0015842,USR02022,promotional,2024-10-12T15:12:00,2024-10-07
NOT0015843,USR02341,promotional,2024-10-11T16:09:00,2024-10-07
NOT0015844,USR03683,promotional,2024-10-08T19:04:00,2024-10-07
NOT0015845,USR01226,promotional,2024-10-12T12:57:00,2024-10-07
NOT0015846,USR02690,promotional,2024-10-11T18:54:00,2024-10-07
NOT0015847,USR01223,promotional,2024-10-11T16:41:00,2024-10-07
NOT0015848,USR02156,promotional,2024-10-10T18:52:00,2024-10-07
NOT0015849,USR04740,promotional,2024-10-11T17:25:00,2024-10-07
NOT0015850,USR01838,promotional,2024-10-10T20:04:00,2024-10-07
NOT0015851,USR04030,promotional,2024-10-09T19:38:00,2024-10-07
NOT0015852,USR01666,promotional,2024-10-11T16:17:00,2024-10-07
NOT0015853,USR04776,promotional,2024-10-10T18:47:00,2024-10-07
NOT0015854,USR01106,promotional,2024-10-08T16:49:00,2024-10-07
NOT0015855,USR02518,promotional,2024-10-13T09:05:00,2024-10-07
NOT0015856,USR03192,promotional,2024-10-11T13:15:00,2024-10-07
NOT0015857,USR01714,promotional,2024-10-13T12:49:00,2024-10-07
NOT0015858,USR01398,promotional,2024-10-10T17:57:00,2024-10-07
NOT0015859,USR04545,promotional,2024-10-07T13:34:00,2024-10-07
NOT0015860,USR03699,promotional,2024-10-07T16:43:00,2024-10-07
NOT0015861,USR00967,promotional,2024-10-11T21:52:00,2024-10-07
NOT0015862,USR04583,promotional,2024-10-08T10:46:00,2024-10-07
NOT0015863,USR00993,promotional,2024-10-08T17:48:00,2024-10-07
NOT0015864,USR02441,promotional,2024-10-11T12:20:00,2024-10-07
NOT0015865,USR00595,promotional,2024-10-13T11:52:00,2024-10-07
NOT0015866,USR00034,promotional,2024-10-12T13:55:00,2024-10-07
NOT0015867,USR04691,promotional,2024-10-13T19:10:00,2024-10-07
NOT0015868,USR02363,promotional,2024-10-10T12:19:00,2024-10-07
NOT0015869,USR01947,promotional,2024-10-08T21:04:00,2024-10-07
NOT0015870,USR01230,promotional,2024-10-07T20:53:00,2024-10-07
NOT0015871,USR02693,promotional,2024-10-12T18:01:00,2024-10-07
NOT0015872,USR03725,promotional,2024-10-07T16:37:00,2024-10-07
NOT0015873,USR01317,promotional,2024-10-11T19:50:00,2024-10-07
NOT0015874,USR02479,promotional,2024-10-11T19:01:00,2024-10-07
NOT0015875,USR02506,promotional,2024-10-12T19:34:00,2024-10-07
NOT0015876,USR04228,promotional,2024-10-08T17:29:00,2024-10-07
NOT0015877,USR00139,promotional,2024-10-07T20:30:00,2024-10-07
NOT0015878,USR02494,promotional,2024-10-08T14:36:00,2024-10-07
NOT0015879,USR03877,promotional,2024-10-13T15:11:00,2024-10-07
NOT0015880,USR00721,promotional,2024-10-09T18:11:00,2024-10-07
NOT0015881,USR02451,promotional,2024-10-07T20:18:00,2024-10-07
NOT0015882,USR01100,promotional,2024-10-09T10:38:00,2024-10-07
NOT0015883,USR01866,promotional,2024-10-12T17:26:00,2024-10-07
NOT0015884,USR04374,promotional,2024-10-10T14:56:00,2024-10-07
NOT0015885,USR02431,promotional,2024-10-12T19:34:00,2024-10-07
NOT0015886,USR01414,promotional,2024-10-10T12:54:00,2024-10-07
NOT0015887,USR01356,promotional,2024-10-08T10:38:00,2024-10-07
NOT0015888,USR04437,promotional,2024-10-12T12:12:00,2024-10-07
NOT0015889,USR01569,promotional,2024-10-13T17:11:00,2024-10-07
NOT0015890,USR04962,promotional,2024-10-12T13:24:00,2024-10-07
NOT0015891,USR02448,promotional,2024-10-07T18:46:00,2024-10-07
NOT0015892,USR01290,promotional,2024-10-10T12:49:00,2024-10-07
NOT0015893,USR00908,promotional,2024-10-13T17:10:00,2024-10-07
NOT0015894,USR00399,promotional,2024-10-12T10:20:00,2024-10-07
NOT0015895,USR02259,promotional,2024-10-12T09:27:00,2024-10-07
NOT0015896,USR03205,promotional,2024-10-09T19:10:00,2024-10-07
NOT0015897,USR00134,promotional,2024-10-13T10:45:00,2024-10-07
NOT0015898,USR04983,promotional,2024-10-11T15:02:00,2024-10-07
NOT0015899,USR01563,promotional,2024-10-12T11:07:00,2024-10-07
NOT0015900,USR01965,promotional,2024-10-09T20:25:00,2024-10-07
NOT0015901,USR02048,promotional,2024-10-09T13:38:00,2024-10-07
NOT0015902,USR03815,promotional,2024-10-11T20:55:00,2024-10-07
NOT0015903,USR02494,promotional,2024-10-11T09:44:00,2024-10-07
NOT0015904,USR02484,promotional,2024-10-09T11:10:00,2024-10-07
NOT0015905,USR03029,promotional,2024-10-08T09:19:00,2024-10-07
NOT0015906,USR01605,promotional,2024-10-11T19:04:00,2024-10-07
NOT0015907,USR01894,promotional,2024-10-07T11:04:00,2024-10-07
NOT0015908,USR01795,promotional,2024-10-09T14:26:00,2024-10-07
NOT0015909,USR02645,promotional,2024-10-09T13:53:00,2024-10-07
NOT0015910,USR04604,promotional,2024-10-09T16:42:00,2024-10-07
NOT0015911,USR02944,promotional,2024-10-08T09:00:00,2024-10-07
NOT0015912,USR03540,promotional,2024-10-07T14:01:00,2024-10-07
NOT0015913,USR04236,promotional,2024-10-11T09:16:00,2024-10-07
NOT0015914,USR02289,promotional,2024-10-11T18:22:00,2024-10-07
NOT0015915,USR01790,promotional,2024-10-08T17:21:00,2024-10-07
NOT0015916,USR01221,promotional,2024-10-08T10:20:00,2024-10-07
NOT0015917,USR03434,promotional,2024-10-11T18:33:00,2024-10-07
NOT0015918,USR01298,promotional,2024-10-12T11:09:00,2024-10-07
NOT0015919,USR01939,promotional,2024-10-13T11:35:00,2024-10-07
NOT0015920,USR01686,promotional,2024-10-11T16:13:00,2024-10-07
NOT0015921,USR03421,promotional,2024-10-10T15:25:00,2024-10-07
NOT0015922,USR00432,promotional,2024-10-10T21:01:00,2024-10-07
NOT0015923,USR00503,promotional,2024-10-13T09:29:00,2024-10-07
NOT0015924,USR03924,promotional,2024-10-09T19:46:00,2024-10-07
NOT0015925,USR02204,promotional,2024-10-07T18:41:00,2024-10-07
NOT0015926,USR03479,promotional,2024-10-13T14:16:00,2024-10-07
NOT0015927,USR03953,promotional,2024-10-11T10:23:00,2024-10-07
NOT0015928,USR03023,promotional,2024-10-11T20:22:00,2024-10-07
NOT0015929,USR02574,promotional,2024-10-13T10:36:00,2024-10-07
NOT0015930,USR02076,promotional,2024-10-10T11:06:00,2024-10-07
NOT0015931,USR04819,promotional,2024-10-12T21:51:00,2024-10-07
NOT0015932,USR03091,promotional,2024-10-13T17:48:00,2024-10-07
NOT0015933,USR03851,promotional,2024-10-09T09:49:00,2024-10-07
NOT0015934,USR01051,promotional,2024-10-12T15:44:00,2024-10-07
NOT0015935,USR02539,promotional,2024-10-12T21:56:00,2024-10-07
NOT0015936,USR03141,promotional,2024-10-12T15:20:00,2024-10-07
NOT0015937,USR01801,promotional,2024-10-08T17:32:00,2024-10-07
NOT0015938,USR02114,promotional,2024-10-08T17:02:00,2024-10-07
NOT0015939,USR02072,promotional,2024-10-08T12:16:00,2024-10-07
NOT0015940,USR01411,promotional,2024-10-08T15:21:00,2024-10-07
NOT0015941,USR04108,promotional,2024-10-13T17:35:00,2024-10-07
NOT0015942,USR01249,promotional,2024-10-10T15:32:00,2024-10-07
NOT0015943,USR03404,promotional,2024-10-07T14:00:00,2024-10-07
NOT0015944,USR04900,promotional,2024-10-12T17:32:00,2024-10-07
NOT0015945,USR02287,promotional,2024-10-07T09:10:00,2024-10-07
NOT0015946,USR03811,promotional,2024-10-11T18:03:00,2024-10-07
NOT0015947,USR03111,promotional,2024-10-10T15:22:00,2024-10-07
NOT0015948,USR03448,promotional,2024-10-08T17:03:00,2024-10-07
NOT0015949,USR04057,promotional,2024-10-10T20:09:00,2024-10-07
NOT0015950,USR03210,promotional,2024-10-08T14:34:00,2024-10-07
NOT0015951,USR02753,promotional,2024-10-10T13:09:00,2024-10-07
NOT0015952,USR03301,promotional,2024-10-07T20:58:00,2024-10-07
NOT0015953,USR02179,promotional,2024-10-13T17:33:00,2024-10-07
NOT0015954,USR02776,promotional,2024-10-11T10:21:00,2024-10-07
NOT0015955,USR00222,promotional,2024-10-13T21:12:00,2024-10-07
NOT0015956,USR00025,promotional,2024-10-11T21:05:00,2024-10-07
NOT0015957,USR03972,promotional,2024-10-08T16:05:00,2024-10-07
NOT0015958,USR04662,promotional,2024-10-13T11:34:00,2024-10-07
NOT0015959,USR01563,promotional,2024-10-10T18:02:00,2024-10-07
NOT0015960,USR00305,promotional,2024-10-07T11:31:00,2024-10-07
NOT0015961,USR01265,promotional,2024-10-12T15:53:00,2024-10-07
NOT0015962,USR01474,promotional,2024-10-13T16:40:00,2024-10-07
NOT0015963,USR03768,promotional,2024-10-08T14:44:00,2024-10-07
NOT0015964,USR03485,promotional,2024-10-13T18:18:00,2024-10-07
NOT0015965,USR01632,promotional,2024-10-12T10:16:00,2024-10-07
NOT0015966,USR01569,promotional,2024-10-10T11:21:00,2024-10-07
NOT0015967,USR03787,promotional,2024-10-11T13:37:00,2024-10-07
NOT0015968,USR01792,promotional,2024-10-13T20:06:00,2024-10-07
NOT0015969,USR03764,promotional,2024-10-08T11:52:00,2024-10-07
NOT0015970,USR03265,promotional,2024-10-11T11:49:00,2024-10-07
NOT0015971,USR03481,promotional,2024-10-12T14:47:00,2024-10-07
NOT0015972,USR00215,promotional,2024-10-08T16:59:00,2024-10-07
NOT0015973,USR01783,promotional,2024-10-12T20:38:00,2024-10-07
NOT0015974,USR01710,promotional,2024-10-07T15:45:00,2024-10-07
NOT0015975,USR04695,promotional,2024-10-07T15:28:00,2024-10-07
NOT0015976,USR04906,promotional,2024-10-11T12:29:00,2024-10-07
NOT0015977,USR00297,promotional,2024-10-08T18:12:00,2024-10-07
NOT0015978,USR04988,promotional,2024-10-11T15:45:00,2024-10-07
NOT0015979,USR03549,promotional,2024-10-10T20:26:00,2024-10-07
NOT0015980,USR02943,promotional,2024-10-07T11:09:00,2024-10-07
NOT0015981,USR01298,promotional,2024-10-10T12:36:00,2024-10-07
NOT0015982,USR00937,promotional,2024-10-08T09:13:00,2024-10-07
NOT0015983,USR04033,promotional,2024-10-07T16:58:00,2024-10-07
NOT0015984,USR02381,promotional,2024-10-07T20:41:00,2024-10-07
NOT0015985,USR02331,promotional,2024-10-13T20:30:00,2024-10-07
NOT0015986,USR00376,promotional,2024-10-08T15:53:00,2024-10-07
NOT0015987,USR02717,promotional,2024-10-07T16:56:00,2024-10-07
NOT0015988,USR03598,promotional,2024-10-07T11:39:00,2024-10-07
NOT0015989,USR03336,promotional,2024-10-07T16:35:00,2024-10-07
NOT0015990,USR00572,promotional,2024-10-08T20:55:00,2024-10-07
NOT0015991,USR04248,promotional,2024-10-07T15:01:00,2024-10-07
NOT0015992,USR01981,promotional,2024-10-13T20:37:00,2024-10-07
NOT0015993,USR00261,promotional,2024-10-07T21:35:00,2024-10-07
NOT0015994,USR04114,promotional,2024-10-13T18:56:00,2024-10-07
NOT0015995,USR01100,promotional,2024-10-13T15:54:00,2024-10-07
NOT0015996,USR02163,promotional,2024-10-07T09:14:00,2024-10-07
NOT0015997,USR03962,promotional,2024-10-11T10:23:00,2024-10-07
NOT0015998,USR02415,promotional,2024-10-11T12:55:00,2024-10-07
NOT0015999,USR01988,promotional,2024-10-08T13:59:00,2024-10-07
NOT0016000,USR02898,promotional,2024-10-07T21:42:00,2024-10-07
NOT0016001,USR00790,promotional,2024-10-08T14:41:00,2024-10-07
NOT0016002,USR00725,promotional,2024-10-08T18:22:00,2024-10-07
NOT0016003,USR04475,promotional,2024-10-11T11:53:00,2024-10-07
NOT0016004,USR03158,promotional,2024-10-12T21:16:00,2024-10-07
NOT0016005,USR02436,promotional,2024-10-11T10:27:00,2024-10-07
NOT0016006,USR01024,promotional,2024-10-07T11:27:00,2024-10-07
NOT0016007,USR03314,promotional,2024-10-11T20:13:00,2024-10-07
NOT0016008,USR02854,promotional,2024-10-13T10:22:00,2024-10-07
NOT0016009,USR03087,promotional,2024-10-13T10:52:00,2024-10-07
NOT0016010,USR01740,promotional,2024-10-07T15:38:00,2024-10-07
NOT0016011,USR01137,promotional,2024-10-13T13:53:00,2024-10-07
NOT0016012,USR03176,promotional,2024-10-07T10:09:00,2024-10-07
NOT0016013,USR01613,promotional,2024-10-09T10:29:00,2024-10-07
NOT0016014,USR01506,promotional,2024-10-09T18:21:00,2024-10-07
NOT0016015,USR03154,promotional,2024-10-13T11:19:00,2024-10-07
NOT0016016,USR04791,promotional,2024-10-13T13:48:00,2024-10-07
NOT0016017,USR03827,promotional,2024-10-08T21:29:00,2024-10-07
NOT0016018,USR02464,promotional,2024-10-12T12:59:00,2024-10-07
NOT0016019,USR00445,promotional,2024-10-12T12:04:00,2024-10-07
NOT0016020,USR00373,promotional,2024-10-11T14:40:00,2024-10-07
NOT0016021,USR02254,promotional,2024-10-10T09:19:00,2024-10-07
NOT0016022,USR03697,promotional,2024-10-11T10:31:00,2024-10-07
NOT0016023,USR02508,promotional,2024-10-09T13:42:00,2024-10-07
NOT0016024,USR04112,promotional,2024-10-11T13:04:00,2024-10-07
NOT0016025,USR02893,promotional,2024-10-10T16:23:00,2024-10-07
NOT0016026,USR03426,promotional,2024-10-08T12:06:00,2024-10-07
NOT0016027,USR02724,promotional,2024-10-09T17:26:00,2024-10-07
NOT0016028,USR01749,promotional,2024-10-10T09:52:00,2024-10-07
NOT0016029,USR01199,promotional,2024-10-10T09:05:00,2024-10-07
NOT0016030,USR04940,promotional,2024-10-10T17:02:00,2024-10-07
NOT0016031,USR01643,promotional,2024-10-10T21:17:00,2024-10-07
NOT0016032,USR01333,promotional,2024-10-10T18:41:00,2024-10-07
NOT0016033,USR01859,promotional,2024-10-13T20:24:00,2024-10-07
NOT0016034,USR03571,promotional,2024-10-07T14:18:00,2024-10-07
NOT0016035,USR04749,promotional,2024-10-12T19:25:00,2024-10-07
NOT0016036,USR01508,promotional,2024-10-09T20:17:00,2024-10-07
NOT0016037,USR04950,promotional,2024-10-07T14:15:00,2024-10-07
NOT0016038,USR00307,promotional,2024-10-09T12:42:00,2024-10-07
NOT0016039,USR03364,promotional,2024-10-10T12:30:00,2024-10-07
NOT0016040,USR02986,promotional,2024-10-08T14:13:00,2024-10-07
NOT0016041,USR04719,promotional,2024-10-11T19:53:00,2024-10-07
NOT0016042,USR01087,promotional,2024-10-12T18:04:00,2024-10-07
NOT0016043,USR04269,promotional,2024-10-09T15:54:00,2024-10-07
NOT0016044,USR03873,promotional,2024-10-10T17:22:00,2024-10-07
NOT0016045,USR00512,promotional,2024-10-08T15:49:00,2024-10-07
NOT0016046,USR03117,promotional,2024-10-08T18:01:00,2024-10-07
NOT0016047,USR04634,promotional,2024-10-11T19:27:00,2024-10-07
NOT0016048,USR03734,promotional,2024-10-13T19:57:00,2024-10-07
NOT0016049,USR01679,promotional,2024-10-12T12:41:00,2024-10-07
NOT0016050,USR03365,promotional,2024-10-08T16:16:00,2024-10-07
NOT0016051,USR00280,promotional,2024-10-12T11:23:00,2024-10-07
NOT0016052,USR04372,promotional,2024-10-09T11:52:00,2024-10-07
NOT0016053,USR04801,promotional,2024-10-13T17:54:00,2024-10-07
NOT0016054,USR01757,promotional,2024-10-12T09:42:00,2024-10-07
NOT0016055,USR00394,promotional,2024-10-13T12:40:00,2024-10-07
NOT0016056,USR02311,promotional,2024-10-08T11:17:00,2024-10-07
NOT0016057,USR01839,promotional,2024-10-09T16:26:00,2024-10-07
NOT0016058,USR03215,promotional,2024-10-11T20:52:00,2024-10-07
NOT0016059,USR01615,promotional,2024-10-08T14:05:00,2024-10-07
NOT0016060,USR02483,promotional,2024-10-10T09:31:00,2024-10-07
NOT0016061,USR03069,promotional,2024-10-08T17:27:00,2024-10-07
NOT0016062,USR02491,promotional,2024-10-10T12:50:00,2024-10-07
NOT0016063,USR02985,promotional,2024-10-11T17:58:00,2024-10-07
NOT0016064,USR02607,promotional,2024-10-12T20:34:00,2024-10-07
NOT0016065,USR04484,promotional,2024-10-10T16:06:00,2024-10-07
NOT0016066,USR03828,promotional,2024-10-12T16:06:00,2024-10-07
NOT0016067,USR04583,promotional,2024-10-08T11:00:00,2024-10-07
NOT0016068,USR03853,promotional,2024-10-12T11:14:00,2024-10-07
NOT0016069,USR04875,promotional,2024-10-13T21:11:00,2024-10-07
NOT0016070,USR04558,promotional,2024-10-10T16:53:00,2024-10-07
NOT0016071,USR03035,promotional,2024-10-08T11:30:00,2024-10-07
NOT0016072,USR04313,promotional,2024-10-10T16:09:00,2024-10-07
NOT0016073,USR01469,promotional,2024-10-08T12:54:00,2024-10-07
NOT0016074,USR01123,promotional,2024-10-13T18:54:00,2024-10-07
NOT0016075,USR04020,promotional,2024-10-07T16:21:00,2024-10-07
NOT0016076,USR04284,promotional,2024-10-12T15:33:00,2024-10-07
NOT0016077,USR00784,promotional,2024-10-11T17:48:00,2024-10-07
NOT0016078,USR00477,promotional,2024-10-11T14:20:00,2024-10-07
NOT0016079,USR03022,promotional,2024-10-10T13:55:00,2024-10-07
NOT0016080,USR01725,promotional,2024-10-10T15:44:00,2024-10-07
NOT0016081,USR03833,promotional,2024-10-10T10:47:00,2024-10-07
NOT0016082,USR03953,promotional,2024-10-07T10:26:00,2024-10-07
NOT0016083,USR03859,promotional,2024-10-08T10:01:00,2024-10-07
NOT0016084,USR03877,promotional,2024-10-12T17:15:00,2024-10-07
NOT0016085,USR04595,promotional,2024-10-07T18:56:00,2024-10-07
NOT0016086,USR00965,promotional,2024-10-09T14:02:00,2024-10-07
NOT0016087,USR00028,promotional,2024-10-09T18:25:00,2024-10-07
NOT0016088,USR03392,promotional,2024-10-10T19:47:00,2024-10-07
NOT0016089,USR00348,promotional,2024-10-11T18:14:00,2024-10-07
NOT0016090,USR02778,promotional,2024-10-12T10:25:00,2024-10-07
NOT0016091,USR04814,promotional,2024-10-08T11:10:00,2024-10-07
NOT0016092,USR02887,promotional,2024-10-13T19:03:00,2024-10-07
NOT0016093,USR00307,promotional,2024-10-12T11:25:00,2024-10-07
NOT0016094,USR00616,promotional,2024-10-10T15:36:00,2024-10-07
NOT0016095,USR02262,promotional,2024-10-08T21:19:00,2024-10-07
NOT0016096,USR01459,promotional,2024-10-08T18:21:00,2024-10-07
NOT0016097,USR00411,promotional,2024-10-12T15:42:00,2024-10-07
NOT0016098,USR01692,promotional,2024-10-10T09:01:00,2024-10-07
NOT0016099,USR00603,promotional,2024-10-13T14:51:00,2024-10-07
NOT0016100,USR02281,promotional,2024-10-07T15:27:00,2024-10-07
NOT0016101,USR00048,promotional,2024-10-10T11:34:00,2024-10-07
NOT0016102,USR03618,promotional,2024-10-12T17:55:00,2024-10-07
NOT0016103,USR04098,promotional,2024-10-10T14:32:00,2024-10-07
NOT0016104,USR01504,promotional,2024-10-07T18:32:00,2024-10-07
NOT0016105,USR01478,promotional,2024-10-10T15:41:00,2024-10-07
NOT0016106,USR01960,promotional,2024-10-13T20:05:00,2024-10-07
NOT0016107,USR02634,promotional,2024-10-09T09:51:00,2024-10-07
NOT0016108,USR03030,promotional,2024-10-12T15:23:00,2024-10-07
NOT0016109,USR02488,promotional,2024-10-10T12:34:00,2024-10-07
NOT0016110,USR04900,promotional,2024-10-09T16:23:00,2024-10-07
NOT0016111,USR00436,promotional,2024-10-10T10:18:00,2024-10-07
NOT0016112,USR02301,promotional,2024-10-08T11:19:00,2024-10-07
NOT0016113,USR00468,promotional,2024-10-13T13:47:00,2024-10-07
NOT0016114,USR04250,promotional,2024-10-11T10:41:00,2024-10-07
NOT0016115,USR04580,promotional,2024-10-07T18:50:00,2024-10-07
NOT0016116,USR00146,promotional,2024-10-12T14:55:00,2024-10-07
NOT0016117,USR01407,promotional,2024-10-11T09:18:00,2024-10-07
NOT0016118,USR00282,promotional,2024-10-07T13:46:00,2024-10-07
NOT0016119,USR01874,promotional,2024-10-09T10:55:00,2024-10-07
NOT0016120,USR03536,promotional,2024-10-07T21:59:00,2024-10-07
NOT0016121,USR02967,promotional,2024-10-10T18:14:00,2024-10-07
NOT0016122,USR02199,promotional,2024-10-07T17:49:00,2024-10-07
NOT0016123,USR01444,promotional,2024-10-12T16:59:00,2024-10-07
NOT0016124,USR04019,promotional,2024-10-07T09:50:00,2024-10-07
NOT0016125,USR02481,promotional,2024-10-09T17:27:00,2024-10-07
NOT0016126,USR04382,promotional,2024-10-11T19:41:00,2024-10-07
NOT0016127,USR03723,promotional,2024-10-08T12:56:00,2024-10-07
NOT0016128,USR04662,promotional,2024-10-13T21:14:00,2024-10-07
NOT0016129,USR03117,promotional,2024-10-11T11:01:00,2024-10-07
NOT0016130,USR02574,promotional,2024-10-08T17:01:00,2024-10-07
NOT0016131,USR03055,promotional,2024-10-13T15:37:00,2024-10-07
NOT0016132,USR02602,promotional,2024-10-11T16:09:00,2024-10-07
NOT0016133,USR03791,promotional,2024-10-07T09:24:00,2024-10-07
NOT0016134,USR01753,promotional,2024-10-08T19:40:00,2024-10-07
NOT0016135,USR04899,promotional,2024-10-11T19:57:00,2024-10-07
NOT0016136,USR01997,promotional,2024-10-08T17:09:00,2024-10-07
NOT0016137,USR01624,promotional,2024-10-11T21:27:00,2024-10-07
NOT0016138,USR01522,promotional,2024-10-11T10:25:00,2024-10-07
NOT0016139,USR04558,promotional,2024-10-08T21:34:00,2024-10-07
NOT0016140,USR03261,promotional,2024-10-13T20:32:00,2024-10-07
NOT0016141,USR04045,promotional,2024-10-11T16:01:00,2024-10-07
NOT0016142,USR02046,promotional,2024-10-08T16:25:00,2024-10-07
NOT0016143,USR03231,promotional,2024-10-08T16:40:00,2024-10-07
NOT0016144,USR01600,promotional,2024-10-09T13:52:00,2024-10-07
NOT0016145,USR03303,promotional,2024-10-13T19:51:00,2024-10-07
NOT0016146,USR02471,promotional,2024-10-10T18:06:00,2024-10-07
NOT0016147,USR01833,promotional,2024-10-13T11:20:00,2024-10-07
NOT0016148,USR02122,promotional,2024-10-09T11:20:00,2024-10-07
NOT0016149,USR04172,promotional,2024-10-13T14:22:00,2024-10-07
NOT0016150,USR04306,promotional,2024-10-11T18:09:00,2024-10-07
NOT0016151,USR04390,promotional,2024-10-13T17:59:00,2024-10-07
NOT0016152,USR02193,promotional,2024-10-12T12:12:00,2024-10-07
NOT0016153,USR04296,promotional,2024-10-11T16:25:00,2024-10-07
NOT0016154,USR02073,promotional,2024-10-12T16:23:00,2024-10-07
NOT0016155,USR03549,promotional,2024-10-08T13:01:00,2024-10-07
NOT0016156,USR03535,promotional,2024-10-08T13:06:00,2024-10-07
NOT0016157,USR02287,promotional,2024-10-11T20:21:00,2024-10-07
NOT0016158,USR03585,promotional,2024-10-08T18:12:00,2024-10-07
NOT0016159,USR02480,promotional,2024-10-10T09:21:00,2024-10-07
NOT0016160,USR02361,promotional,2024-10-12T19:12:00,2024-10-07
NOT0016161,USR02826,promotional,2024-10-12T17:10:00,2024-10-07
NOT0016162,USR03646,promotional,2024-10-07T14:36:00,2024-10-07
NOT0016163,USR02294,promotional,2024-10-07T16:47:00,2024-10-07
NOT0016164,USR00666,promotional,2024-10-10T11:29:00,2024-10-07
NOT0016165,USR03235,promotional,2024-10-13T14:18:00,2024-10-07
NOT0016166,USR03125,promotional,2024-10-09T11:36:00,2024-10-07
NOT0016167,USR00285,promotional,2024-10-09T16:53:00,2024-10-07
NOT0016168,USR03343,promotional,2024-10-11T14:41:00,2024-10-07
NOT0016169,USR03298,promotional,2024-10-12T20:52:00,2024-10-07
NOT0016170,USR01719,promotional,2024-10-08T21:39:00,2024-10-07
NOT0016171,USR02127,promotional,2024-10-08T13:39:00,2024-10-07
NOT0016172,USR02624,promotional,2024-10-13T16:10:00,2024-10-07
NOT0016173,USR02396,promotional,2024-10-11T15:05:00,2024-10-07
NOT0016174,USR03801,promotional,2024-10-12T10:53:00,2024-10-07
NOT0016175,USR01178,promotional,2024-10-08T21:49:00,2024-10-07
NOT0016176,USR03479,promotional,2024-10-07T14:02:00,2024-10-07
NOT0016177,USR03304,promotional,2024-10-13T19:58:00,2024-10-07
NOT0016178,USR04481,promotional,2024-10-08T12:20:00,2024-10-07
NOT0016179,USR00112,promotional,2024-10-09T11:22:00,2024-10-07
NOT0016180,USR03339,promotional,2024-10-13T19:50:00,2024-10-07
NOT0016181,USR02297,promotional,2024-10-12T21:13:00,2024-10-07
NOT0016182,USR03988,promotional,2024-10-12T17:46:00,2024-10-07
NOT0016183,USR02514,promotional,2024-10-11T12:21:00,2024-10-07
NOT0016184,USR00811,promotional,2024-10-07T18:03:00,2024-10-07
NOT0016185,USR04634,promotional,2024-10-08T19:22:00,2024-10-07
NOT0016186,USR03592,promotional,2024-10-08T16:51:00,2024-10-07
NOT0016187,USR04470,promotional,2024-10-09T15:15:00,2024-10-07
NOT0016188,USR03282,promotional,2024-10-11T14:24:00,2024-10-07
NOT0016189,USR03439,promotional,2024-10-09T12:43:00,2024-10-07
NOT0016190,USR00584,promotional,2024-10-13T20:38:00,2024-10-07
