log_id,hotel_id,algorithm_version,base_price,computed_price,multiplier,logged_at,week_number
LOG0004901,HTL0093,v1.2,6122.15,6087.25,0.9943,2024-04-05 12:51:00,14
LOG0004902,HTL0061,v1.3_buggy,4862.55,5956.14,1.2249,2024-06-27 05:13:00,26
LOG0004903,HTL0053,v1.3_buggy,2466.76,3235.4,1.3116,2024-06-12 21:10:00,24
LOG0004904,HTL0001,v1.2,7068.39,7484.72,1.0589,2024-03-03 02:52:00,9
LOG0004905,HTL0014,v1.2,7840.54,7794.28,0.9941,2024-01-12 01:02:00,2
LOG0004906,HTL0084,v1.2,4642.55,4943.85,1.0649,2024-04-01 09:32:00,14
LOG0004907,HTL0007,v1.2,9924.16,9542.08,0.9615,2024-03-09 09:24:00,10
LOG0004908,HTL0102,v1.2,3499.3,3750.55,1.0718,2024-04-03 16:47:00,14
LOG0004909,HTL0090,v1.2,5910.21,6641.89,1.1238,2024-03-24 16:41:00,12
LOG0004910,HTL0050,v1.3_buggy,4873.87,6066.99,1.2448,2024-06-15 01:54:00,24
LOG0004911,HTL0017,v1.2,8969.31,9603.44,1.0707,2024-02-03 10:44:00,5
LOG0004912,HTL0118,v1.3_buggy,5011.73,6400.48,1.2771,2024-06-12 03:15:00,24
LOG0004913,HTL0098,v1.2,2722.62,2599.01,0.9546,2024-03-10 08:32:00,10
LOG0004914,HTL0114,v1.3_buggy,2841.86,3799.28,1.3369,2024-05-06 17:26:00,19
LOG0004915,HTL0045,v1.2,2726.2,2984.92,1.0949,2024-04-02 15:18:00,14
LOG0004916,HTL0107,v1.3_buggy,6519.14,8275.4,1.2694,2024-06-20 16:21:00,25
LOG0004917,HTL0020,v1.3_buggy,6797.89,9173.75,1.3495,2024-06-24 22:18:00,26
LOG0004918,HTL0008,v1.3_buggy,3480.15,4594.15,1.3201,2024-05-25 16:20:00,21
LOG0004919,HTL0102,v1.3_buggy,3893.49,4794.83,1.2315,2024-06-11 05:40:00,24
LOG0004920,HTL0068,v1.3_buggy,8045.3,10594.05,1.3168,2024-05-25 09:08:00,21
LOG0004921,HTL0080,v1.2,6838.75,7060.33,1.0324,2024-04-04 04:55:00,14
LOG0004922,HTL0084,v1.3_buggy,3675.6,4878.62,1.3273,2024-05-02 08:57:00,18
LOG0004923,HTL0012,v1.2,8297.85,9471.17,1.1414,2024-04-03 14:51:00,14
LOG0004924,HTL0008,v1.3_buggy,5362.65,6600.89,1.2309,2024-06-08 06:16:00,23
LOG0004925,HTL0048,v1.3_buggy,6535.01,8394.87,1.2846,2024-05-03 15:24:00,18
LOG0004926,HTL0022,v1.3_buggy,4198.98,5468.75,1.3024,2024-06-18 16:42:00,25
LOG0004927,HTL0112,v1.3_buggy,5363.68,6770.57,1.2623,2024-05-10 07:57:00,19
LOG0004928,HTL0106,v1.3_buggy,2906.41,3931.5,1.3527,2024-06-26 10:21:00,26
LOG0004929,HTL0014,v1.3_buggy,3953.31,4883.13,1.2352,2024-05-21 03:19:00,21
LOG0004930,HTL0033,v1.3_buggy,3085.23,4054.3,1.3141,2024-04-20 12:41:00,16
LOG0004931,HTL0101,v1.3_buggy,4812.11,6446.78,1.3397,2024-06-11 21:13:00,24
LOG0004932,HTL0031,v1.2,4312.39,5064.04,1.1743,2024-02-19 15:08:00,8
LOG0004933,HTL0028,v1.2,3262.22,3243.3,0.9942,2024-03-12 10:38:00,11
LOG0004934,HTL0055,v1.2,4207.25,4890.93,1.1625,2024-01-06 01:15:00,1
LOG0004935,HTL0008,v1.2,3880.77,4525.75,1.1662,2024-02-03 04:16:00,5
LOG0004936,HTL0071,v1.3_buggy,7245.47,8961.2,1.2368,2024-06-09 07:03:00,23
LOG0004937,HTL0011,v1.3_buggy,7744.34,10686.41,1.3799,2024-05-24 07:33:00,21
LOG0004938,HTL0041,v1.3_buggy,2899.53,3753.44,1.2945,2024-05-12 03:27:00,19
LOG0004939,HTL0055,v1.3_buggy,5310.3,6960.21,1.3107,2024-06-05 23:35:00,23
LOG0004940,HTL0023,v1.3_buggy,4393.78,5427.64,1.2353,2024-04-27 18:21:00,17
LOG0004941,HTL0045,v1.2,5929.07,6584.23,1.1105,2024-02-22 19:49:00,8
LOG0004942,HTL0110,v1.2,1694.69,1913.81,1.1293,2024-02-07 05:34:00,6
LOG0004943,HTL0101,v1.2,4863.31,4800.57,0.9871,2024-02-05 04:55:00,6
LOG0004944,HTL0027,v1.3_buggy,3459.44,4637.38,1.3405,2024-04-23 15:33:00,17
LOG0004945,HTL0033,v1.2,8167.96,7900.05,0.9672,2024-03-07 11:37:00,10
LOG0004946,HTL0035,v1.3_buggy,7038.53,9162.05,1.3017,2024-05-16 06:12:00,20
LOG0004947,HTL0005,v1.3_buggy,5993.86,8139.06,1.3579,2024-04-25 06:17:00,17
LOG0004948,HTL0019,v1.3_buggy,6747.13,8454.15,1.253,2024-04-21 22:32:00,16
LOG0004949,HTL0026,v1.3_buggy,4056.16,5288.02,1.3037,2024-06-22 06:12:00,25
LOG0004950,HTL0058,v1.3_buggy,2448.41,3085.73,1.2603,2024-04-15 05:22:00,16
LOG0004951,HTL0118,v1.2,9038.87,9928.29,1.0984,2024-01-06 12:16:00,1
LOG0004952,HTL0056,v1.3_buggy,3338.02,4131.47,1.2377,2024-06-06 02:15:00,23
LOG0004953,HTL0014,v1.2,4987.85,5293.11,1.0612,2024-03-29 17:16:00,13
LOG0004954,HTL0095,v1.3_buggy,5509.62,7574.63,1.3748,2024-06-18 19:51:00,25
LOG0004955,HTL0092,v1.2,5191.25,5893.11,1.1352,2024-02-27 13:25:00,9
LOG0004956,HTL0068,v1.3_buggy,3131.54,4020.27,1.2838,2024-06-21 07:12:00,25
LOG0004957,HTL0114,v1.2,5934.55,5995.08,1.0102,2024-03-31 00:04:00,13
LOG0004958,HTL0005,v1.3_buggy,5495.14,6916.18,1.2586,2024-05-11 03:03:00,19
LOG0004959,HTL0004,v1.3_buggy,3197.92,3958.39,1.2378,2024-05-19 01:49:00,20
LOG0004960,HTL0110,v1.2,2358.86,2366.41,1.0032,2024-02-20 23:57:00,8
LOG0004961,HTL0059,v1.3_buggy,5291.84,6683.06,1.2629,2024-06-17 06:17:00,25
LOG0004962,HTL0113,v1.2,7437.67,8679.76,1.167,2024-04-07 13:17:00,14
LOG0004963,HTL0073,v1.2,3825.43,4307.82,1.1261,2024-04-09 09:57:00,15
LOG0004964,HTL0084,v1.2,8100.17,8805.69,1.0871,2024-01-13 17:28:00,2
LOG0004965,HTL0036,v1.3_buggy,3115.94,3905.83,1.2535,2024-06-24 18:55:00,26
LOG0004966,HTL0028,v1.3_buggy,7856.98,9904.51,1.2606,2024-04-28 15:08:00,17
LOG0004967,HTL0014,v1.2,4800.07,5008.39,1.0434,2024-04-13 14:10:00,15
LOG0004968,HTL0104,v1.2,3500.25,3327.34,0.9506,2024-04-01 19:30:00,14
LOG0004969,HTL0010,v1.2,5835.38,6143.49,1.0528,2024-04-01 04:39:00,14
LOG0004970,HTL0089,v1.2,6880.39,8066.57,1.1724,2024-03-18 20:11:00,12
LOG0004971,HTL0056,v1.2,7877.77,7797.42,0.9898,2024-03-28 11:20:00,13
LOG0004972,HTL0117,v1.3_buggy,5833.39,7236.32,1.2405,2024-05-27 01:39:00,22
LOG0004973,HTL0024,v1.2,3450.61,4043.77,1.1719,2024-04-13 13:26:00,15
LOG0004974,HTL0041,v1.3_buggy,3342.16,4494.87,1.3449,2024-05-14 22:53:00,20
LOG0004975,HTL0044,v1.3_buggy,4097.07,5207.38,1.271,2024-05-25 04:04:00,21
LOG0004976,HTL0072,v1.3_buggy,3225.66,4075.94,1.2636,2024-06-18 23:20:00,25
LOG0004977,HTL0002,v1.3_buggy,7554.53,9538.35,1.2626,2024-05-20 11:43:00,21
LOG0004978,HTL0023,v1.2,3556.65,4033.95,1.1342,2024-02-08 01:01:00,6
LOG0004979,HTL0061,v1.2,5301.56,6088.84,1.1485,2024-02-29 01:13:00,9
LOG0004980,HTL0039,v1.3_buggy,3549.09,4374.96,1.2327,2024-06-16 17:59:00,24
LOG0004981,HTL0064,v1.3_buggy,5315.91,6767.69,1.2731,2024-04-23 13:23:00,17
LOG0004982,HTL0016,v1.2,12222.52,11894.96,0.9732,2024-02-09 20:50:00,6
LOG0004983,HTL0061,v1.3_buggy,3056.36,3894.41,1.2742,2024-06-18 07:41:00,25
LOG0004984,HTL0081,v1.2,7629.62,8507.03,1.115,2024-04-08 12:18:00,15
LOG0004985,HTL0082,v1.2,4615.31,5176.99,1.1217,2024-01-16 06:09:00,3
LOG0004986,HTL0007,v1.2,5815.54,6804.18,1.17,2024-02-11 16:41:00,6
LOG0004987,HTL0023,v1.3_buggy,5048.62,6168.4,1.2218,2024-05-15 15:00:00,20
LOG0004988,HTL0049,v1.3_buggy,3394.62,4589.53,1.352,2024-05-06 11:00:00,19
LOG0004989,HTL0118,v1.2,3338.78,3699.7,1.1081,2024-03-10 23:11:00,10
LOG0004990,HTL0094,v1.3_buggy,3002.78,4042.64,1.3463,2024-04-19 05:19:00,16
LOG0004991,HTL0059,v1.2,9579.2,11207.66,1.17,2024-02-08 15:08:00,6
LOG0004992,HTL0035,v1.3_buggy,3283.87,4472.3,1.3619,2024-05-31 00:56:00,22
LOG0004993,HTL0112,v1.3_buggy,5540.48,7536.16,1.3602,2024-06-28 05:25:00,26
LOG0004994,HTL0100,v1.2,5189.77,5800.61,1.1177,2024-04-05 19:26:00,14
LOG0004995,HTL0098,v1.2,17656.8,16809.27,0.952,2024-02-22 02:09:00,8
LOG0004996,HTL0017,v1.2,17383.79,16636.29,0.957,2024-03-20 01:35:00,12
LOG0004997,HTL0006,v1.2,5674.17,6383.44,1.125,2024-03-06 05:06:00,10
LOG0004998,HTL0001,v1.2,9376.37,10955.35,1.1684,2024-03-09 20:39:00,10
LOG0004999,HTL0010,v1.3_buggy,3481.99,4596.92,1.3202,2024-04-27 07:52:00,17
LOG0005000,HTL0004,v1.2,4723.23,4595.23,0.9729,2024-03-03 19:54:00,9
LOG0005001,HTL0039,v1.3_buggy,6065.17,8090.94,1.334,2024-05-20 08:30:00,21
LOG0005002,HTL0043,v1.2,12329.22,12707.73,1.0307,2024-03-26 19:43:00,13
LOG0005003,HTL0001,v1.3_buggy,4165.69,5537.87,1.3294,2024-06-16 15:03:00,24
LOG0005004,HTL0109,v1.2,3931.38,4167.26,1.06,2024-01-23 00:30:00,4
LOG0005005,HTL0116,v1.3_buggy,2243.04,3036.85,1.3539,2024-04-30 16:48:00,18
LOG0005006,HTL0110,v1.2,5889.29,6948.77,1.1799,2024-02-12 10:12:00,7
LOG0005007,HTL0025,v1.3_buggy,7711.21,9618.96,1.2474,2024-06-30 13:50:00,26
LOG0005008,HTL0117,v1.2,3338.04,3741.28,1.1208,2024-02-25 22:48:00,8
LOG0005009,HTL0080,v1.2,10776.62,10826.19,1.0046,2024-02-03 04:50:00,5
LOG0005010,HTL0045,v1.2,2934.95,3363.16,1.1459,2024-01-13 14:33:00,2
LOG0005011,HTL0014,v1.3_buggy,4647.82,6089.11,1.3101,2024-05-11 19:23:00,19
LOG0005012,HTL0015,v1.2,4378.37,5023.74,1.1474,2024-02-19 15:40:00,8
LOG0005013,HTL0070,v1.3_buggy,2800.74,3801.72,1.3574,2024-05-29 03:04:00,22
LOG0005014,HTL0110,v1.2,5724.91,6223.55,1.0871,2024-02-08 15:08:00,6
LOG0005015,HTL0116,v1.2,5649.82,6244.75,1.1053,2024-01-12 09:51:00,2
LOG0005016,HTL0043,v1.2,2688.61,2974.95,1.1065,2024-01-19 17:01:00,3
LOG0005017,HTL0038,v1.2,6090.32,6941.14,1.1397,2024-02-07 00:02:00,6
LOG0005018,HTL0102,v1.2,5549.1,6047.41,1.0898,2024-03-28 01:03:00,13
LOG0005019,HTL0058,v1.3_buggy,8519.27,11265.03,1.3223,2024-04-20 22:27:00,16
LOG0005020,HTL0088,v1.3_buggy,6117.27,8365.98,1.3676,2024-06-03 02:33:00,23
LOG0005021,HTL0073,v1.2,12933.93,12401.05,0.9588,2024-03-18 02:46:00,12
LOG0005022,HTL0042,v1.2,2186.33,2529.8,1.1571,2024-02-04 16:13:00,5
LOG0005023,HTL0094,v1.3_buggy,3794.93,4923.92,1.2975,2024-04-19 13:37:00,16
LOG0005024,HTL0050,v1.3_buggy,3595.95,4767.15,1.3257,2024-05-01 16:18:00,18
LOG0005025,HTL0105,v1.2,2222.56,2387.47,1.0742,2024-03-30 09:58:00,13
LOG0005026,HTL0034,v1.3_buggy,3576.84,4912.07,1.3733,2024-05-26 14:29:00,21
LOG0005027,HTL0104,v1.2,4753.65,5259.44,1.1064,2024-02-01 05:41:00,5
LOG0005028,HTL0020,v1.2,5375.18,5998.7,1.116,2024-01-19 14:51:00,3
LOG0005029,HTL0103,v1.3_buggy,3574.8,4669.76,1.3063,2024-05-06 10:23:00,19
LOG0005030,HTL0039,v1.3_buggy,5575.85,7483.35,1.3421,2024-04-23 18:05:00,17
LOG0005031,HTL0015,v1.3_buggy,3910.28,4898.02,1.2526,2024-06-02 14:22:00,22
LOG0005032,HTL0087,v1.3_buggy,3131.74,4265.12,1.3619,2024-05-16 22:55:00,20
LOG0005033,HTL0040,v1.2,4513.46,5077.19,1.1249,2024-01-04 16:15:00,1
LOG0005034,HTL0009,v1.3_buggy,5390.12,6889.65,1.2782,2024-06-27 23:19:00,26
LOG0005035,HTL0003,v1.3_buggy,4777.64,6189.43,1.2955,2024-05-18 18:52:00,20
LOG0005036,HTL0042,v1.2,10876.97,12537.88,1.1527,2024-03-19 15:21:00,12
LOG0005037,HTL0024,v1.2,2946.65,2874.46,0.9755,2024-02-11 13:43:00,6
LOG0005038,HTL0053,v1.2,6407.18,7462.44,1.1647,2024-01-18 18:20:00,3
LOG0005039,HTL0061,v1.3_buggy,5938.29,7715.62,1.2993,2024-06-01 06:01:00,22
LOG0005040,HTL0090,v1.3_buggy,3714.03,4614.31,1.2424,2024-04-18 12:26:00,16
LOG0005041,HTL0066,v1.3_buggy,5397.18,6689.26,1.2394,2024-06-17 11:32:00,25
LOG0005042,HTL0032,v1.2,5239.82,5058.52,0.9654,2024-02-04 17:46:00,5
LOG0005043,HTL0091,v1.3_buggy,4921.18,6534.83,1.3279,2024-06-29 23:54:00,26
LOG0005044,HTL0059,v1.2,7927.25,8335.5,1.0515,2024-01-08 21:30:00,2
LOG0005045,HTL0070,v1.3_buggy,2523.29,3305.76,1.3101,2024-04-21 07:12:00,16
LOG0005046,HTL0044,v1.2,3672.34,3623.87,0.9868,2024-04-12 03:34:00,15
LOG0005047,HTL0065,v1.3_buggy,5765.18,7815.28,1.3556,2024-06-23 06:25:00,25
LOG0005048,HTL0051,v1.3_buggy,9910.64,13551.81,1.3674,2024-06-21 04:49:00,25
LOG0005049,HTL0024,v1.2,5354.0,5478.75,1.0233,2024-02-18 07:24:00,7
LOG0005050,HTL0020,v1.3_buggy,6896.22,8807.16,1.2771,2024-06-20 23:26:00,25
LOG0005051,HTL0018,v1.2,8294.33,8187.33,0.9871,2024-02-03 08:55:00,5
LOG0005052,HTL0070,v1.3_buggy,7162.38,9881.94,1.3797,2024-04-19 21:46:00,16
LOG0005053,HTL0033,v1.3_buggy,5407.91,7057.32,1.305,2024-04-18 02:16:00,16
LOG0005054,HTL0051,v1.2,3461.85,3759.22,1.0859,2024-02-02 01:23:00,5
LOG0005055,HTL0082,v1.3_buggy,3727.38,5141.18,1.3793,2024-04-20 01:22:00,16
LOG0005056,HTL0082,v1.3_buggy,5019.68,6912.1,1.377,2024-04-22 06:23:00,17
LOG0005057,HTL0057,v1.2,2742.34,2720.68,0.9921,2024-01-04 19:32:00,1
LOG0005058,HTL0041,v1.3_buggy,5160.12,6342.3,1.2291,2024-04-28 23:56:00,17
LOG0005059,HTL0078,v1.3_buggy,4081.44,5251.18,1.2866,2024-04-24 15:17:00,17
LOG0005060,HTL0069,v1.3_buggy,12771.08,16653.49,1.304,2024-05-07 00:54:00,19
LOG0005061,HTL0120,v1.2,10262.51,12041.0,1.1733,2024-02-18 00:09:00,7
LOG0005062,HTL0086,v1.2,5776.1,6469.81,1.1201,2024-01-15 10:04:00,3
LOG0005063,HTL0045,v1.3_buggy,9099.88,12553.28,1.3795,2024-06-09 02:07:00,23
LOG0005064,HTL0007,v1.2,5492.31,6340.32,1.1544,2024-03-15 02:57:00,11
LOG0005065,HTL0074,v1.3_buggy,5222.85,7028.91,1.3458,2024-05-31 17:30:00,22
LOG0005066,HTL0042,v1.2,3519.73,3887.54,1.1045,2024-03-10 12:53:00,10
LOG0005067,HTL0010,v1.3_buggy,2437.51,3218.24,1.3203,2024-05-27 10:14:00,22
LOG0005068,HTL0055,v1.3_buggy,3540.63,4553.25,1.286,2024-06-02 08:25:00,22
LOG0005069,HTL0017,v1.3_buggy,7694.86,9776.32,1.2705,2024-06-05 15:00:00,23
LOG0005070,HTL0077,v1.3_buggy,4256.55,5632.27,1.3232,2024-06-22 02:20:00,25
LOG0005071,HTL0078,v1.2,5551.6,5903.02,1.0633,2024-03-04 23:35:00,10
LOG0005072,HTL0098,v1.3_buggy,7141.3,8752.38,1.2256,2024-06-09 16:37:00,23
LOG0005073,HTL0070,v1.2,6010.22,6358.21,1.0579,2024-04-10 09:11:00,15
LOG0005074,HTL0054,v1.3_buggy,7797.36,9792.7,1.2559,2024-06-13 19:11:00,24
LOG0005075,HTL0081,v1.2,3402.44,3926.42,1.154,2024-02-23 15:14:00,8
LOG0005076,HTL0088,v1.3_buggy,6117.64,7809.78,1.2766,2024-05-19 00:32:00,20
LOG0005077,HTL0060,v1.2,2872.05,3046.67,1.0608,2024-03-11 12:01:00,11
LOG0005078,HTL0020,v1.2,4066.04,4499.07,1.1065,2024-04-13 21:33:00,15
LOG0005079,HTL0028,v1.3_buggy,7576.11,9995.16,1.3193,2024-04-18 04:41:00,16
LOG0005080,HTL0074,v1.3_buggy,3220.02,4120.34,1.2796,2024-06-11 20:08:00,24
LOG0005081,HTL0115,v1.3_buggy,6784.21,8289.63,1.2219,2024-04-27 19:52:00,17
LOG0005082,HTL0044,v1.2,4158.86,4635.88,1.1147,2024-03-01 04:09:00,9
LOG0005083,HTL0076,v1.3_buggy,9448.89,12294.9,1.3012,2024-04-19 00:12:00,16
LOG0005084,HTL0031,v1.3_buggy,3833.53,4728.28,1.2334,2024-04-28 21:03:00,17
LOG0005085,HTL0050,v1.3_buggy,4410.74,6047.57,1.3711,2024-05-14 22:04:00,20
LOG0005086,HTL0104,v1.2,3090.46,3144.23,1.0174,2024-02-08 11:25:00,6
LOG0005087,HTL0027,v1.3_buggy,6849.81,8718.44,1.2728,2024-06-08 10:16:00,23
LOG0005088,HTL0099,v1.2,14233.3,15801.81,1.1102,2024-03-10 15:01:00,10
LOG0005089,HTL0119,v1.2,14605.01,14580.18,0.9983,2024-04-02 22:13:00,14
LOG0005090,HTL0106,v1.2,5015.78,5833.85,1.1631,2024-03-01 22:10:00,9
LOG0005091,HTL0016,v1.2,5612.51,6475.71,1.1538,2024-01-21 06:45:00,3
LOG0005092,HTL0010,v1.3_buggy,3745.43,4619.61,1.2334,2024-05-21 10:55:00,21
LOG0005093,HTL0088,v1.2,4897.42,5542.41,1.1317,2024-01-24 05:43:00,4
LOG0005094,HTL0004,v1.2,4865.93,5425.51,1.115,2024-01-19 18:35:00,3
LOG0005095,HTL0046,v1.3_buggy,4222.83,5823.28,1.379,2024-05-29 03:17:00,22
LOG0005096,HTL0051,v1.3_buggy,7918.11,10124.1,1.2786,2024-05-07 05:38:00,19
LOG0005097,HTL0001,v1.2,3951.37,3952.16,1.0002,2024-03-26 12:18:00,13
LOG0005098,HTL0015,v1.2,7681.7,7892.18,1.0274,2024-03-26 09:45:00,13
LOG0005099,HTL0016,v1.2,4363.16,4510.2,1.0337,2024-01-26 03:48:00,4
LOG0005100,HTL0093,v1.3_buggy,4453.1,5537.43,1.2435,2024-06-30 16:05:00,26
LOG0005101,HTL0116,v1.2,3956.82,4151.5,1.0492,2024-01-25 04:48:00,4
LOG0005102,HTL0029,v1.2,4920.11,5758.0,1.1703,2024-03-20 14:20:00,12
LOG0005103,HTL0052,v1.2,3382.22,3450.54,1.0202,2024-02-03 21:38:00,5
LOG0005104,HTL0030,v1.3_buggy,4248.93,5721.61,1.3466,2024-05-11 07:52:00,19
LOG0005105,HTL0109,v1.3_buggy,3345.84,4504.17,1.3462,2024-06-28 09:25:00,26
LOG0005106,HTL0081,v1.3_buggy,2657.06,3352.41,1.2617,2024-06-22 00:00:00,25
LOG0005107,HTL0078,v1.3_buggy,3669.1,4578.67,1.2479,2024-06-21 06:40:00,25
LOG0005108,HTL0056,v1.2,4843.89,4835.17,0.9982,2024-01-17 21:14:00,3
LOG0005109,HTL0113,v1.3_buggy,8311.34,10611.09,1.2767,2024-05-25 06:15:00,21
LOG0005110,HTL0029,v1.3_buggy,4630.36,5931.03,1.2809,2024-06-24 04:15:00,26
LOG0005111,HTL0033,v1.2,3219.03,3356.8,1.0428,2024-01-27 15:21:00,4
LOG0005112,HTL0080,v1.3_buggy,3074.51,4193.32,1.3639,2024-06-21 13:06:00,25
LOG0005113,HTL0091,v1.2,5045.61,5823.64,1.1542,2024-01-22 01:37:00,4
LOG0005114,HTL0038,v1.3_buggy,4445.7,5720.28,1.2867,2024-05-02 12:33:00,18
LOG0005115,HTL0086,v1.3_buggy,7379.15,9402.51,1.2742,2024-05-31 16:52:00,22
LOG0005116,HTL0095,v1.3_buggy,10052.26,12484.91,1.242,2024-06-12 10:33:00,24
LOG0005117,HTL0031,v1.2,5313.41,6007.87,1.1307,2024-01-03 13:32:00,1
LOG0005118,HTL0080,v1.3_buggy,9221.58,11678.21,1.2664,2024-05-03 00:51:00,18
LOG0005119,HTL0047,v1.3_buggy,3851.08,4773.03,1.2394,2024-05-15 03:29:00,20
LOG0005120,HTL0089,v1.3_buggy,7255.1,9470.81,1.3054,2024-06-27 08:42:00,26
LOG0005121,HTL0085,v1.2,4688.12,5009.26,1.0685,2024-02-03 16:31:00,5
LOG0005122,HTL0036,v1.2,6282.92,6620.94,1.0538,2024-03-01 03:38:00,9
LOG0005123,HTL0036,v1.3_buggy,2734.71,3521.21,1.2876,2024-05-07 05:10:00,19
LOG0005124,HTL0037,v1.3_buggy,4503.66,5852.51,1.2995,2024-06-01 18:33:00,22
LOG0005125,HTL0029,v1.2,3843.61,4156.86,1.0815,2024-03-31 17:31:00,13
LOG0005126,HTL0025,v1.2,5808.79,6403.03,1.1023,2024-01-22 00:39:00,4
LOG0005127,HTL0017,v1.3_buggy,7059.66,9415.47,1.3337,2024-06-18 06:15:00,25
LOG0005128,HTL0015,v1.3_buggy,2072.75,2682.97,1.2944,2024-06-23 07:45:00,25
LOG0005129,HTL0028,v1.2,7327.03,8626.85,1.1774,2024-02-11 16:31:00,6
LOG0005130,HTL0055,v1.3_buggy,4004.01,5023.83,1.2547,2024-05-22 16:57:00,21
LOG0005131,HTL0083,v1.2,5144.7,5417.37,1.053,2024-03-28 19:20:00,13
LOG0005132,HTL0012,v1.3_buggy,7272.89,9912.22,1.3629,2024-06-06 18:34:00,23
LOG0005133,HTL0053,v1.3_buggy,4456.38,5692.13,1.2773,2024-06-21 21:36:00,25
LOG0005134,HTL0093,v1.3_buggy,5864.76,7954.37,1.3563,2024-05-24 23:13:00,21
LOG0005135,HTL0003,v1.3_buggy,2344.91,3221.67,1.3739,2024-05-01 16:31:00,18
LOG0005136,HTL0057,v1.3_buggy,4759.83,5972.16,1.2547,2024-04-26 05:15:00,17
LOG0005137,HTL0049,v1.2,2965.39,3124.93,1.0538,2024-03-12 23:50:00,11
LOG0005138,HTL0005,v1.2,10650.44,10377.79,0.9744,2024-02-01 08:54:00,5
LOG0005139,HTL0003,v1.2,3699.27,4152.06,1.1224,2024-04-10 02:50:00,15
LOG0005140,HTL0047,v1.3_buggy,3994.99,5319.73,1.3316,2024-04-26 05:36:00,17
LOG0005141,HTL0054,v1.2,6389.02,6258.68,0.9796,2024-01-02 15:10:00,1
LOG0005142,HTL0083,v1.3_buggy,7238.71,9964.81,1.3766,2024-05-30 19:24:00,22
LOG0005143,HTL0015,v1.3_buggy,3981.88,5308.24,1.3331,2024-04-18 07:06:00,16
LOG0005144,HTL0120,v1.3_buggy,3170.33,3939.14,1.2425,2024-04-20 04:46:00,16
LOG0005145,HTL0020,v1.3_buggy,7996.69,10854.71,1.3574,2024-06-28 01:15:00,26
LOG0005146,HTL0060,v1.3_buggy,2999.38,4126.25,1.3757,2024-06-21 21:31:00,25
LOG0005147,HTL0007,v1.3_buggy,4263.57,5706.79,1.3385,2024-05-13 23:22:00,20
LOG0005148,HTL0052,v1.2,4406.3,4376.78,0.9933,2024-02-21 01:21:00,8
LOG0005149,HTL0084,v1.2,7327.83,7905.26,1.0788,2024-04-01 04:51:00,14
LOG0005150,HTL0006,v1.3_buggy,13110.64,17358.49,1.324,2024-04-24 10:04:00,17
LOG0005151,HTL0104,v1.3_buggy,4089.21,5351.96,1.3088,2024-05-04 06:53:00,18
LOG0005152,HTL0114,v1.2,6521.02,6699.7,1.0274,2024-01-03 05:31:00,1
LOG0005153,HTL0037,v1.3_buggy,5688.85,7633.3,1.3418,2024-04-15 21:55:00,16
LOG0005154,HTL0069,v1.3_buggy,5068.35,6380.04,1.2588,2024-04-15 02:16:00,16
LOG0005155,HTL0043,v1.3_buggy,3308.13,4434.88,1.3406,2024-05-15 12:44:00,20
LOG0005156,HTL0013,v1.2,7495.74,8594.62,1.1466,2024-01-02 01:03:00,1
LOG0005157,HTL0002,v1.2,3315.63,3621.66,1.0923,2024-01-16 07:32:00,3
LOG0005158,HTL0096,v1.2,3786.1,3849.33,1.0167,2024-01-10 07:15:00,2
LOG0005159,HTL0092,v1.2,4986.65,5740.63,1.1512,2024-02-11 04:55:00,6
LOG0005160,HTL0059,v1.2,3964.01,4177.27,1.0538,2024-02-03 21:44:00,5
LOG0005161,HTL0011,v1.3_buggy,3115.77,3994.42,1.282,2024-05-10 16:05:00,19
LOG0005162,HTL0010,v1.2,4124.2,4231.84,1.0261,2024-01-21 13:14:00,3
LOG0005163,HTL0054,v1.3_buggy,4445.56,5989.95,1.3474,2024-05-01 01:35:00,18
LOG0005164,HTL0002,v1.2,7583.27,8411.36,1.1092,2024-04-07 03:11:00,14
LOG0005165,HTL0015,v1.3_buggy,6408.02,8417.58,1.3136,2024-06-21 20:08:00,25
LOG0005166,HTL0106,v1.3_buggy,3346.57,4454.62,1.3311,2024-06-13 23:36:00,24
LOG0005167,HTL0038,v1.3_buggy,10083.86,13806.82,1.3692,2024-05-25 10:03:00,21
LOG0005168,HTL0078,v1.3_buggy,9600.17,13127.27,1.3674,2024-04-28 08:34:00,17
LOG0005169,HTL0107,v1.2,4738.36,5057.73,1.0674,2024-02-11 08:49:00,6
LOG0005170,HTL0090,v1.2,4041.57,4172.11,1.0323,2024-01-03 14:44:00,1
LOG0005171,HTL0026,v1.2,4838.11,5681.88,1.1744,2024-01-06 18:54:00,1
LOG0005172,HTL0034,v1.2,3806.13,3679.01,0.9666,2024-01-21 05:49:00,3
LOG0005173,HTL0048,v1.2,4025.59,4358.51,1.0827,2024-01-01 02:11:00,1
LOG0005174,HTL0116,v1.3_buggy,6049.06,7754.29,1.2819,2024-04-29 22:24:00,18
LOG0005175,HTL0101,v1.3_buggy,6973.94,9594.75,1.3758,2024-06-07 04:56:00,23
LOG0005176,HTL0039,v1.2,4261.41,4427.18,1.0389,2024-02-15 09:14:00,7
LOG0005177,HTL0014,v1.2,6808.8,6588.88,0.9677,2024-01-22 18:17:00,4
LOG0005178,HTL0108,v1.3_buggy,11064.66,13571.91,1.2266,2024-04-21 13:05:00,16
