inv_id,hotel_id,rooms_available,booking_success,failure_reason,logged_at,week_number
INV0004420,HTL0067,17,True,,2024-06-30 01:08:00,26
INV0004421,HTL0118,12,True,,2024-02-28 13:27:00,9
INV0004422,HTL0041,8,True,,2024-04-11 11:29:00,15
INV0004423,HTL0041,28,True,,2024-06-02 05:49:00,22
INV0004424,HTL0009,9,True,,2024-05-04 00:57:00,18
INV0004425,HTL0069,19,True,,2024-01-06 04:37:00,1
INV0004426,HTL0045,36,True,,2024-06-02 00:46:00,22
INV0004427,HTL0096,28,True,,2024-01-06 01:21:00,1
INV0004428,HTL0056,5,True,,2024-05-25 12:26:00,21
INV0004429,HTL0037,40,True,,2024-05-06 18:11:00,19
INV0004430,HTL0041,25,True,,2024-02-25 12:56:00,8
INV0004431,HTL0040,21,True,,2024-02-09 00:40:00,6
INV0004432,HTL0004,42,False,no_inventory,2024-04-10 01:16:00,15
INV0004433,HTL0098,46,True,,2024-04-16 16:19:00,16
INV0004434,HTL0104,37,True,,2024-03-30 09:06:00,13
INV0004435,HTL0031,25,True,,2024-04-23 14:18:00,17
INV0004436,HTL0106,16,True,,2024-02-09 05:11:00,6
INV0004437,HTL0002,0,True,,2024-01-08 12:22:00,2
INV0004438,HTL0003,30,True,,2024-04-01 19:13:00,14
INV0004439,HTL0091,8,True,,2024-02-13 08:16:00,7
INV0004440,HTL0050,25,True,,2024-05-30 03:53:00,22
INV0004441,HTL0015,49,False,timeout,2024-01-26 12:22:00,4
INV0004442,HTL0008,5,True,,2024-06-18 07:46:00,25
INV0004443,HTL0070,45,True,,2024-04-29 19:28:00,18
INV0004444,HTL0093,1,True,,2024-02-16 14:12:00,7
INV0004445,HTL0102,41,True,,2024-01-12 09:57:00,2
INV0004446,HTL0009,26,True,,2024-01-09 06:35:00,2
INV0004447,HTL0014,0,False,no_inventory,2024-02-01 14:00:00,5
INV0004448,HTL0035,29,True,,2024-01-14 08:37:00,2
INV0004449,HTL0053,17,True,,2024-02-20 05:47:00,8
INV0004450,HTL0095,33,True,,2024-01-21 16:47:00,3
INV0004451,HTL0048,20,True,,2024-02-03 05:54:00,5
INV0004452,HTL0067,0,True,,2024-03-23 03:55:00,12
INV0004453,HTL0024,46,True,,2024-04-23 01:42:00,17
INV0004454,HTL0113,31,True,,2024-03-09 13:29:00,10
INV0004455,HTL0028,42,True,,2024-02-05 15:53:00,6
INV0004456,HTL0053,33,False,no_inventory,2024-06-19 02:24:00,25
INV0004457,HTL0083,46,True,,2024-04-18 16:07:00,16
INV0004458,HTL0011,13,True,,2024-05-12 16:06:00,19
INV0004459,HTL0083,4,False,no_inventory,2024-05-28 03:56:00,22
INV0004460,HTL0080,35,True,,2024-01-08 00:56:00,2
INV0004461,HTL0096,31,False,no_inventory,2024-05-01 14:09:00,18
INV0004462,HTL0087,8,True,,2024-02-09 23:50:00,6
INV0004463,HTL0008,44,True,,2024-01-14 03:10:00,2
INV0004464,HTL0104,34,True,,2024-04-19 16:43:00,16
INV0004465,HTL0095,24,True,,2024-02-23 20:03:00,8
INV0004466,HTL0001,10,True,,2024-01-29 20:08:00,5
INV0004467,HTL0002,45,True,,2024-01-31 19:57:00,5
INV0004468,HTL0103,40,True,,2024-04-29 01:31:00,18
INV0004469,HTL0096,12,True,,2024-03-16 00:00:00,11
INV0004470,HTL0105,29,True,,2024-02-02 15:12:00,5
INV0004471,HTL0041,33,True,,2024-01-17 03:53:00,3
INV0004472,HTL0118,31,True,,2024-03-24 08:49:00,12
INV0004473,HTL0106,29,True,,2024-01-27 07:36:00,4
INV0004474,HTL0056,17,True,,2024-01-30 20:43:00,5
INV0004475,HTL0104,38,True,,2024-04-08 02:01:00,15
INV0004476,HTL0015,2,True,,2024-06-18 13:38:00,25
INV0004477,HTL0075,6,True,,2024-02-04 12:26:00,5
INV0004478,HTL0041,38,True,,2024-04-29 02:59:00,18
INV0004479,HTL0089,33,True,,2024-06-29 20:23:00,26
INV0004480,HTL0053,7,True,,2024-05-29 04:48:00,22
INV0004481,HTL0032,42,True,,2024-04-25 16:44:00,17
INV0004482,HTL0005,47,True,,2024-05-15 17:08:00,20
INV0004483,HTL0031,31,True,,2024-02-18 02:46:00,7
INV0004484,HTL0063,39,True,,2024-06-01 16:50:00,22
INV0004485,HTL0114,13,True,,2024-01-02 17:13:00,1
INV0004486,HTL0028,4,True,,2024-02-12 11:56:00,7
INV0004487,HTL0080,6,True,,2024-01-06 14:04:00,1
INV0004488,HTL0104,9,True,,2024-04-30 12:58:00,18
INV0004489,HTL0061,19,True,,2024-05-20 21:34:00,21
INV0004490,HTL0103,20,True,,2024-03-09 00:22:00,10
INV0004491,HTL0093,27,False,timeout,2024-06-19 13:01:00,25
INV0004492,HTL0044,28,True,,2024-04-10 04:56:00,15
INV0004493,HTL0044,5,True,,2024-06-16 19:54:00,24
INV0004494,HTL0105,37,True,,2024-04-19 00:11:00,16
INV0004495,HTL0067,41,True,,2024-03-30 11:38:00,13
INV0004496,HTL0093,40,True,,2024-06-09 14:25:00,23
INV0004497,HTL0095,2,True,,2024-01-21 06:49:00,3
INV0004498,HTL0099,36,True,,2024-06-16 16:34:00,24
INV0004499,HTL0023,16,True,,2024-02-25 18:55:00,8
INV0004500,HTL0057,32,True,,2024-06-30 18:27:00,26
INV0004501,HTL0037,9,False,no_inventory,2024-02-18 13:01:00,7
INV0004502,HTL0034,36,True,,2024-02-11 23:16:00,6
INV0004503,HTL0093,32,True,,2024-01-20 08:44:00,3
INV0004504,HTL0066,27,False,timeout,2024-05-27 13:09:00,22
INV0004505,HTL0120,22,True,,2024-05-19 00:16:00,20
INV0004506,HTL0096,41,True,,2024-05-04 15:24:00,18
INV0004507,HTL0105,45,True,,2024-04-26 11:50:00,17
INV0004508,HTL0026,47,True,,2024-05-23 22:53:00,21
INV0004509,HTL0066,49,True,,2024-06-30 03:43:00,26
INV0004510,HTL0079,45,True,,2024-05-24 10:16:00,21
INV0004511,HTL0048,9,True,,2024-02-29 11:53:00,9
INV0004512,HTL0069,7,True,,2024-06-26 17:07:00,26
INV0004513,HTL0111,15,False,no_inventory,2024-03-04 13:11:00,10
INV0004514,HTL0117,42,True,,2024-05-16 16:12:00,20
INV0004515,HTL0033,31,True,,2024-01-22 16:20:00,4
INV0004516,HTL0001,48,False,no_inventory,2024-06-10 22:35:00,24
INV0004517,HTL0069,44,True,,2024-03-05 11:43:00,10
INV0004518,HTL0030,24,True,,2024-06-11 15:09:00,24
INV0004519,HTL0017,36,True,,2024-06-05 00:23:00,23
INV0004520,HTL0082,14,True,,2024-06-19 08:39:00,25
INV0004521,HTL0001,15,True,,2024-06-22 11:33:00,25
INV0004522,HTL0006,41,True,,2024-02-08 22:32:00,6
INV0004523,HTL0085,16,True,,2024-01-07 16:48:00,1
INV0004524,HTL0064,26,True,,2024-04-27 11:34:00,17
INV0004525,HTL0018,46,True,,2024-05-15 15:54:00,20
INV0004526,HTL0109,25,True,,2024-04-14 00:21:00,15
INV0004527,HTL0079,7,True,,2024-05-01 08:38:00,18
INV0004528,HTL0069,40,True,,2024-03-23 14:35:00,12
INV0004529,HTL0002,40,True,,2024-06-12 23:34:00,24
INV0004530,HTL0081,10,True,,2024-05-20 01:13:00,21
INV0004531,HTL0108,26,True,,2024-05-15 20:04:00,20
INV0004532,HTL0066,8,True,,2024-04-20 01:58:00,16
INV0004533,HTL0082,10,True,,2024-03-29 09:26:00,13
INV0004534,HTL0049,6,True,,2024-03-24 04:37:00,12
INV0004535,HTL0016,27,True,,2024-04-01 10:41:00,14
INV0004536,HTL0031,29,True,,2024-02-07 09:13:00,6
INV0004537,HTL0117,35,True,,2024-03-29 08:22:00,13
INV0004538,HTL0089,8,True,,2024-06-13 21:18:00,24
INV0004539,HTL0116,34,True,,2024-04-09 20:39:00,15
INV0004540,HTL0010,12,False,no_inventory,2024-02-15 17:59:00,7
INV0004541,HTL0085,47,False,timeout,2024-05-12 23:32:00,19
INV0004542,HTL0021,3,False,timeout,2024-03-16 10:16:00,11
INV0004543,HTL0017,9,True,,2024-05-06 17:54:00,19
INV0004544,HTL0090,25,True,,2024-05-04 18:11:00,18
INV0004545,HTL0026,2,True,,2024-01-27 02:12:00,4
INV0004546,HTL0098,49,True,,2024-03-18 03:28:00,12
INV0004547,HTL0015,42,True,,2024-05-27 14:11:00,22
INV0004548,HTL0061,16,True,,2024-05-29 21:38:00,22
INV0004549,HTL0109,48,True,,2024-04-30 06:40:00,18
INV0004550,HTL0015,26,True,,2024-01-01 06:14:00,1
INV0004551,HTL0083,21,True,,2024-04-16 08:23:00,16
INV0004552,HTL0037,43,True,,2024-02-27 23:20:00,9
INV0004553,HTL0115,35,True,,2024-04-10 03:45:00,15
INV0004554,HTL0112,7,True,,2024-02-17 07:31:00,7
INV0004555,HTL0065,32,True,,2024-03-18 09:29:00,12
INV0004556,HTL0086,25,True,,2024-04-21 13:15:00,16
INV0004557,HTL0003,30,True,,2024-06-26 20:47:00,26
INV0004558,HTL0113,10,True,,2024-06-13 06:29:00,24
INV0004559,HTL0071,28,True,,2024-05-09 23:37:00,19
INV0004560,HTL0067,28,True,,2024-04-18 19:00:00,16
INV0004561,HTL0054,37,True,,2024-05-03 22:42:00,18
INV0004562,HTL0030,36,True,,2024-04-26 23:31:00,17
INV0004563,HTL0100,14,True,,2024-05-13 15:11:00,20
INV0004564,HTL0045,14,True,,2024-02-13 12:02:00,7
INV0004565,HTL0072,6,True,,2024-05-04 08:45:00,18
INV0004566,HTL0062,48,True,,2024-01-22 04:06:00,4
INV0004567,HTL0053,28,True,,2024-02-12 09:23:00,7
INV0004568,HTL0057,32,True,,2024-03-11 11:45:00,11
INV0004569,HTL0010,45,True,,2024-06-15 19:32:00,24
INV0004570,HTL0036,15,True,,2024-06-05 07:44:00,23
INV0004571,HTL0010,33,True,,2024-03-07 22:17:00,10
INV0004572,HTL0001,20,True,,2024-03-21 22:35:00,12
INV0004573,HTL0042,6,True,,2024-01-10 22:11:00,2
INV0004574,HTL0014,43,True,,2024-01-09 16:53:00,2
INV0004575,HTL0052,28,True,,2024-01-23 16:16:00,4
INV0004576,HTL0058,8,True,,2024-06-14 02:55:00,24
INV0004577,HTL0021,48,True,,2024-06-23 23:31:00,25
INV0004578,HTL0084,6,True,,2024-03-01 05:26:00,9
INV0004579,HTL0007,13,True,,2024-01-02 14:19:00,1
INV0004580,HTL0028,29,True,,2024-06-11 14:31:00,24
INV0004581,HTL0103,23,True,,2024-05-09 12:35:00,19
INV0004582,HTL0058,33,True,,2024-06-04 11:03:00,23
INV0004583,HTL0062,7,True,,2024-03-09 14:28:00,10
INV0004584,HTL0088,0,True,,2024-05-15 08:47:00,20
INV0004585,HTL0030,33,True,,2024-04-26 13:34:00,17
INV0004586,HTL0086,19,False,timeout,2024-06-27 18:18:00,26
INV0004587,HTL0089,30,True,,2024-01-11 17:43:00,2
INV0004588,HTL0042,14,True,,2024-06-01 18:25:00,22
INV0004589,HTL0114,14,True,,2024-06-18 08:23:00,25
INV0004590,HTL0114,33,True,,2024-05-09 12:50:00,19
INV0004591,HTL0054,4,True,,2024-06-09 11:43:00,23
INV0004592,HTL0028,21,True,,2024-01-06 21:45:00,1
INV0004593,HTL0085,11,True,,2024-06-17 20:16:00,25
INV0004594,HTL0003,44,True,,2024-01-07 15:55:00,1
INV0004595,HTL0062,30,True,,2024-06-21 22:40:00,25
INV0004596,HTL0063,28,True,,2024-03-31 15:48:00,13
INV0004597,HTL0022,21,True,,2024-06-13 15:59:00,24
INV0004598,HTL0038,47,True,,2024-05-31 19:47:00,22
INV0004599,HTL0003,7,True,,2024-03-06 15:01:00,10
INV0004600,HTL0069,36,True,,2024-04-05 08:55:00,14
INV0004601,HTL0013,27,True,,2024-05-07 10:13:00,19
INV0004602,HTL0073,20,False,timeout,2024-05-16 13:11:00,20
INV0004603,HTL0077,10,True,,2024-03-17 04:38:00,11
INV0004604,HTL0023,10,True,,2024-05-03 02:31:00,18
INV0004605,HTL0020,22,True,,2024-05-26 02:35:00,21
INV0004606,HTL0064,41,True,,2024-05-05 11:56:00,18
INV0004607,HTL0094,12,True,,2024-03-25 00:05:00,13
INV0004608,HTL0039,42,True,,2024-06-09 22:01:00,23
INV0004609,HTL0025,26,True,,2024-05-18 20:16:00,20
INV0004610,HTL0094,22,True,,2024-01-01 23:21:00,1
INV0004611,HTL0087,32,True,,2024-03-05 01:30:00,10
INV0004612,HTL0110,25,False,timeout,2024-03-22 12:48:00,12
INV0004613,HTL0051,42,True,,2024-05-09 07:35:00,19
INV0004614,HTL0042,35,True,,2024-05-19 10:43:00,20
INV0004615,HTL0054,32,True,,2024-05-25 22:01:00,21
INV0004616,HTL0024,37,True,,2024-04-26 07:31:00,17
INV0004617,HTL0010,15,True,,2024-02-15 16:50:00,7
INV0004618,HTL0099,9,True,,2024-05-31 01:17:00,22
INV0004619,HTL0101,42,False,timeout,2024-05-11 19:53:00,19
INV0004620,HTL0108,47,True,,2024-03-14 00:15:00,11
INV0004621,HTL0064,40,True,,2024-02-20 17:02:00,8
INV0004622,HTL0048,43,True,,2024-05-18 16:59:00,20
INV0004623,HTL0060,16,True,,2024-01-10 17:23:00,2
INV0004624,HTL0045,42,False,timeout,2024-04-30 09:12:00,18
INV0004625,HTL0015,22,True,,2024-02-08 15:02:00,6
INV0004626,HTL0078,0,True,,2024-05-26 16:10:00,21
INV0004627,HTL0040,28,True,,2024-01-18 20:08:00,3
INV0004628,HTL0034,24,True,,2024-01-17 19:46:00,3
INV0004629,HTL0055,5,True,,2024-01-25 01:45:00,4
INV0004630,HTL0022,9,True,,2024-01-31 14:41:00,5
INV0004631,HTL0044,39,True,,2024-06-05 13:44:00,23
INV0004632,HTL0014,13,True,,2024-01-15 15:27:00,3
INV0004633,HTL0086,22,True,,2024-03-04 04:07:00,10
INV0004634,HTL0082,18,True,,2024-02-27 07:21:00,9
INV0004635,HTL0003,30,True,,2024-05-23 03:04:00,21
INV0004636,HTL0082,38,True,,2024-02-11 07:52:00,6
INV0004637,HTL0072,38,True,,2024-05-26 18:10:00,21
INV0004638,HTL0075,37,True,,2024-06-14 06:25:00,24
INV0004639,HTL0065,18,True,,2024-05-16 06:08:00,20
INV0004640,HTL0027,42,True,,2024-03-12 10:21:00,11
INV0004641,HTL0076,0,True,,2024-03-20 20:01:00,12
INV0004642,HTL0008,37,True,,2024-02-22 08:17:00,8
INV0004643,HTL0081,12,True,,2024-05-12 23:32:00,19
INV0004644,HTL0024,49,True,,2024-01-26 20:48:00,4
INV0004645,HTL0120,33,True,,2024-06-02 10:00:00,22
INV0004646,HTL0002,16,True,,2024-03-26 16:42:00,13
INV0004647,HTL0079,31,True,,2024-01-18 15:43:00,3
INV0004648,HTL0019,48,False,no_inventory,2024-06-11 22:42:00,24
INV0004649,HTL0027,33,True,,2024-04-23 12:12:00,17
INV0004650,HTL0077,32,False,timeout,2024-01-20 05:22:00,3
INV0004651,HTL0115,43,True,,2024-06-21 08:52:00,25
INV0004652,HTL0024,27,True,,2024-04-22 13:52:00,17
INV0004653,HTL0090,43,True,,2024-01-14 04:15:00,2
INV0004654,HTL0081,28,True,,2024-05-01 14:56:00,18
INV0004655,HTL0113,36,True,,2024-01-06 20:07:00,1
INV0004656,HTL0120,23,True,,2024-02-24 03:53:00,8
INV0004657,HTL0101,47,True,,2024-03-04 23:37:00,10
INV0004658,HTL0118,15,True,,2024-04-25 14:53:00,17
INV0004659,HTL0084,12,True,,2024-02-05 10:27:00,6
INV0004660,HTL0022,25,True,,2024-01-25 00:34:00,4
INV0004661,HTL0105,6,True,,2024-03-11 19:23:00,11
INV0004662,HTL0092,43,True,,2024-05-29 23:16:00,22
INV0004663,HTL0023,13,True,,2024-05-13 19:42:00,20
INV0004664,HTL0031,31,True,,2024-03-22 17:14:00,12
INV0004665,HTL0094,40,True,,2024-05-28 18:21:00,22
INV0004666,HTL0064,10,True,,2024-05-19 15:17:00,20
INV0004667,HTL0079,31,True,,2024-01-14 05:46:00,2
INV0004668,HTL0040,10,True,,2024-05-02 06:49:00,18
INV0004669,HTL0073,19,True,,2024-02-07 23:11:00,6
INV0004670,HTL0045,33,True,,2024-04-04 18:05:00,14
INV0004671,HTL0025,46,True,,2024-02-18 20:41:00,7
INV0004672,HTL0074,49,True,,2024-05-24 12:24:00,21
INV0004673,HTL0033,21,True,,2024-04-18 00:25:00,16
INV0004674,HTL0012,22,True,,2024-05-06 04:26:00,19
INV0004675,HTL0052,28,True,,2024-04-10 02:22:00,15
INV0004676,HTL0068,11,True,,2024-02-15 12:28:00,7
INV0004677,HTL0026,38,True,,2024-04-28 00:17:00,17
INV0004678,HTL0103,30,True,,2024-01-14 20:50:00,2
INV0004679,HTL0059,28,True,,2024-04-09 01:20:00,15
INV0004680,HTL0120,30,True,,2024-04-01 19:37:00,14
INV0004681,HTL0103,11,True,,2024-05-24 00:46:00,21
INV0004682,HTL0117,34,True,,2024-03-15 02:58:00,11
INV0004683,HTL0070,41,True,,2024-02-11 11:10:00,6
INV0004684,HTL0001,40,True,,2024-04-01 04:06:00,14
INV0004685,HTL0100,26,True,,2024-04-19 16:55:00,16
INV0004686,HTL0040,14,True,,2024-03-02 04:48:00,9
INV0004687,HTL0032,29,True,,2024-05-08 09:57:00,19
INV0004688,HTL0023,6,True,,2024-02-06 09:01:00,6
INV0004689,HTL0119,35,True,,2024-01-21 05:31:00,3
INV0004690,HTL0027,45,True,,2024-01-01 22:05:00,1
INV0004691,HTL0090,23,True,,2024-03-12 07:52:00,11
INV0004692,HTL0083,17,True,,2024-02-13 02:50:00,7
INV0004693,HTL0054,23,True,,2024-01-26 01:32:00,4
INV0004694,HTL0058,31,True,,2024-01-06 09:01:00,1
INV0004695,HTL0120,11,True,,2024-06-08 16:20:00,23
INV0004696,HTL0044,27,True,,2024-05-21 22:37:00,21
INV0004697,HTL0034,10,True,,2024-06-22 13:30:00,25
INV0004698,HTL0017,2,True,,2024-02-05 12:20:00,6
INV0004699,HTL0117,36,False,no_inventory,2024-01-23 21:25:00,4
INV0004700,HTL0017,2,True,,2024-02-07 06:36:00,6
INV0004701,HTL0012,28,True,,2024-04-08 09:12:00,15
INV0004702,HTL0001,31,True,,2024-02-05 01:13:00,6
INV0004703,HTL0090,37,False,no_inventory,2024-04-30 21:04:00,18
INV0004704,HTL0049,30,False,no_inventory,2024-03-03 04:32:00,9
INV0004705,HTL0089,0,True,,2024-04-16 12:51:00,16
INV0004706,HTL0033,36,True,,2024-04-09 23:53:00,15
INV0004707,HTL0019,20,True,,2024-06-03 13:03:00,23
INV0004708,HTL0010,45,True,,2024-03-11 06:21:00,11
INV0004709,HTL0030,40,True,,2024-04-17 11:46:00,16
INV0004710,HTL0115,41,True,,2024-06-20 08:34:00,25
INV0004711,HTL0042,19,True,,2024-05-22 02:54:00,21
INV0004712,HTL0112,10,True,,2024-01-14 02:24:00,2
INV0004713,HTL0082,9,True,,2024-05-13 12:07:00,20
INV0004714,HTL0005,2,True,,2024-03-06 01:13:00,10
INV0004715,HTL0087,47,True,,2024-04-23 03:12:00,17
INV0004716,HTL0086,13,False,api_error,2024-01-10 18:17:00,2
INV0004717,HTL0097,44,True,,2024-04-17 02:36:00,16
INV0004718,HTL0086,44,True,,2024-02-09 17:02:00,6
INV0004719,HTL0116,30,True,,2024-02-02 07:51:00,5
INV0004720,HTL0101,34,True,,2024-02-25 23:44:00,8
INV0004721,HTL0058,48,True,,2024-05-14 09:57:00,20
INV0004722,HTL0084,8,True,,2024-03-27 23:58:00,13
INV0004723,HTL0022,5,True,,2024-02-15 22:50:00,7
INV0004724,HTL0059,28,True,,2024-06-15 02:52:00,24
INV0004725,HTL0069,45,True,,2024-06-15 11:50:00,24
INV0004726,HTL0012,21,True,,2024-04-10 22:23:00,15
INV0004727,HTL0025,48,False,api_error,2024-03-19 14:09:00,12
INV0004728,HTL0082,45,True,,2024-04-04 02:17:00,14
INV0004729,HTL0022,2,True,,2024-04-23 12:32:00,17
INV0004730,HTL0104,1,True,,2024-03-03 17:49:00,9
INV0004731,HTL0116,27,True,,2024-03-02 16:55:00,9
INV0004732,HTL0011,36,True,,2024-04-05 03:25:00,14
INV0004733,HTL0052,4,True,,2024-01-15 05:01:00,3
INV0004734,HTL0114,8,True,,2024-05-16 08:30:00,20
INV0004735,HTL0112,31,True,,2024-03-29 16:52:00,13
INV0004736,HTL0036,16,True,,2024-06-19 03:32:00,25
INV0004737,HTL0064,10,True,,2024-03-27 17:07:00,13
INV0004738,HTL0026,37,True,,2024-05-28 17:19:00,22
INV0004739,HTL0016,34,True,,2024-06-30 06:38:00,26
INV0004740,HTL0037,46,True,,2024-04-23 12:28:00,17
INV0004741,HTL0048,17,True,,2024-01-27 00:40:00,4
INV0004742,HTL0099,35,False,timeout,2024-04-08 01:18:00,15
INV0004743,HTL0062,18,True,,2024-06-10 18:50:00,24
INV0004744,HTL0116,24,True,,2024-05-01 23:09:00,18
INV0004745,HTL0105,45,True,,2024-03-27 08:38:00,13
INV0004746,HTL0015,39,True,,2024-02-16 22:18:00,7
INV0004747,HTL0072,30,True,,2024-05-12 21:45:00,19
INV0004748,HTL0058,22,True,,2024-03-08 23:40:00,10
INV0004749,HTL0051,13,True,,2024-03-23 11:27:00,12
INV0004750,HTL0032,26,True,,2024-05-15 19:17:00,20
INV0004751,HTL0081,34,True,,2024-03-13 06:13:00,11
INV0004752,HTL0107,12,True,,2024-05-05 11:36:00,18
INV0004753,HTL0091,35,True,,2024-03-10 17:46:00,10
INV0004754,HTL0108,23,True,,2024-03-08 03:45:00,10
INV0004755,HTL0097,32,True,,2024-03-26 01:32:00,13
INV0004756,HTL0041,48,True,,2024-04-30 06:25:00,18
INV0004757,HTL0075,6,True,,2024-03-15 00:42:00,11
INV0004758,HTL0074,8,True,,2024-04-01 11:07:00,14
INV0004759,HTL0086,49,False,no_inventory,2024-04-03 01:29:00,14
INV0004760,HTL0068,20,True,,2024-01-25 01:14:00,4
INV0004761,HTL0032,31,True,,2024-06-16 05:50:00,24
INV0004762,HTL0099,1,True,,2024-06-24 15:39:00,26
INV0004763,HTL0040,43,True,,2024-02-28 10:09:00,9
INV0004764,HTL0103,24,True,,2024-04-09 18:15:00,15
INV0004765,HTL0091,0,True,,2024-03-09 21:13:00,10
INV0004766,HTL0003,10,True,,2024-05-28 13:06:00,22
INV0004767,HTL0071,15,True,,2024-06-11 02:46:00,24
INV0004768,HTL0039,22,True,,2024-05-11 08:01:00,19
INV0004769,HTL0082,14,True,,2024-04-29 02:32:00,18
INV0004770,HTL0055,26,True,,2024-03-30 16:03:00,13
INV0004771,HTL0053,15,True,,2024-03-06 07:00:00,10
INV0004772,HTL0020,45,True,,2024-06-02 15:37:00,22
INV0004773,HTL0066,32,True,,2024-02-18 02:48:00,7
INV0004774,HTL0047,38,True,,2024-02-23 13:15:00,8
INV0004775,HTL0036,7,True,,2024-01-21 06:55:00,3
INV0004776,HTL0011,47,True,,2024-03-08 03:08:00,10
INV0004777,HTL0102,0,True,,2024-04-12 14:50:00,15
INV0004778,HTL0078,18,True,,2024-02-18 15:43:00,7
INV0004779,HTL0027,25,True,,2024-06-26 19:24:00,26
INV0004780,HTL0117,36,True,,2024-05-15 20:03:00,20
INV0004781,HTL0081,46,True,,2024-05-20 23:27:00,21
INV0004782,HTL0047,2,False,api_error,2024-03-05 22:14:00,10
INV0004783,HTL0111,23,True,,2024-06-15 10:11:00,24
INV0004784,HTL0025,21,True,,2024-04-07 07:38:00,14
INV0004785,HTL0030,0,True,,2024-06-01 13:46:00,22
INV0004786,HTL0058,38,True,,2024-05-05 06:05:00,18
INV0004787,HTL0053,8,True,,2024-04-22 07:23:00,17
INV0004788,HTL0078,32,True,,2024-01-03 06:43:00,1
INV0004789,HTL0098,22,True,,2024-05-29 22:31:00,22
INV0004790,HTL0015,33,True,,2024-01-27 11:44:00,4
INV0004791,HTL0033,48,True,,2024-05-20 06:15:00,21
INV0004792,HTL0116,48,True,,2024-03-06 18:22:00,10
INV0004793,HTL0015,34,True,,2024-02-09 06:14:00,6
INV0004794,HTL0114,48,True,,2024-06-09 23:39:00,23
INV0004795,HTL0006,9,True,,2024-01-10 20:51:00,2
INV0004796,HTL0048,31,True,,2024-03-26 15:03:00,13
INV0004797,HTL0048,1,True,,2024-01-22 14:27:00,4
INV0004798,HTL0089,6,True,,2024-02-13 13:46:00,7
INV0004799,HTL0090,23,True,,2024-06-16 00:59:00,24
INV0004800,HTL0081,2,True,,2024-05-18 20:32:00,20
INV0004801,HTL0095,11,True,,2024-06-10 12:48:00,24
INV0004802,HTL0002,38,True,,2024-04-08 18:01:00,15
INV0004803,HTL0097,41,True,,2024-03-24 04:32:00,12
INV0004804,HTL0119,35,True,,2024-06-16 11:25:00,24
INV0004805,HTL0100,26,True,,2024-02-01 14:12:00,5
INV0004806,HTL0054,0,True,,2024-03-16 00:56:00,11
INV0004807,HTL0046,45,True,,2024-06-17 09:26:00,25
INV0004808,HTL0096,35,True,,2024-05-30 17:13:00,22
INV0004809,HTL0059,31,True,,2024-01-01 19:58:00,1
INV0004810,HTL0035,26,True,,2024-02-08 05:52:00,6
INV0004811,HTL0011,43,True,,2024-05-14 08:38:00,20
INV0004812,HTL0014,30,True,,2024-04-28 01:34:00,17
INV0004813,HTL0076,32,True,,2024-03-01 08:27:00,9
INV0004814,HTL0102,45,True,,2024-04-05 08:33:00,14
INV0004815,HTL0104,31,True,,2024-05-17 09:31:00,20
INV0004816,HTL0065,3,True,,2024-03-16 20:35:00,11
INV0004817,HTL0047,24,True,,2024-03-10 05:51:00,10
INV0004818,HTL0007,38,True,,2024-05-04 00:29:00,18
INV0004819,HTL0041,28,True,,2024-02-22 15:48:00,8
INV0004820,HTL0051,8,True,,2024-06-26 13:04:00,26
INV0004821,HTL0022,13,True,,2024-03-22 08:18:00,12
INV0004822,HTL0089,49,True,,2024-05-04 07:44:00,18
INV0004823,HTL0095,4,True,,2024-02-24 18:36:00,8
INV0004824,HTL0055,16,True,,2024-03-17 05:54:00,11
INV0004825,HTL0008,31,True,,2024-03-11 13:37:00,11
INV0004826,HTL0007,5,True,,2024-04-12 03:04:00,15
INV0004827,HTL0099,4,True,,2024-03-28 11:09:00,13
INV0004828,HTL0039,28,True,,2024-01-03 05:44:00,1
INV0004829,HTL0007,27,True,,2024-06-14 08:51:00,24
INV0004830,HTL0097,9,True,,2024-03-16 04:48:00,11
INV0004831,HTL0015,22,True,,2024-01-16 07:29:00,3
INV0004832,HTL0063,48,True,,2024-03-18 21:48:00,12
INV0004833,HTL0106,18,True,,2024-04-30 06:07:00,18
INV0004834,HTL0083,3,True,,2024-03-09 09:29:00,10
INV0004835,HTL0017,45,True,,2024-02-10 04:23:00,6
INV0004836,HTL0116,31,True,,2024-04-05 18:39:00,14
INV0004837,HTL0054,19,True,,2024-01-15 05:41:00,3
INV0004838,HTL0027,45,True,,2024-05-12 08:19:00,19
INV0004839,HTL0033,27,True,,2024-06-03 01:46:00,23
INV0004840,HTL0094,35,True,,2024-04-16 02:24:00,16
INV0004841,HTL0015,22,True,,2024-03-15 04:04:00,11
INV0004842,HTL0067,2,True,,2024-01-02 00:22:00,1
INV0004843,HTL0109,23,True,,2024-01-22 18:58:00,4
INV0004844,HTL0023,1,True,,2024-04-06 05:50:00,14
INV0004845,HTL0018,17,True,,2024-06-22 09:19:00,25
INV0004846,HTL0038,48,True,,2024-05-15 13:15:00,20
INV0004847,HTL0067,31,True,,2024-01-02 23:31:00,1
INV0004848,HTL0004,47,False,api_error,2024-04-01 01:39:00,14
INV0004849,HTL0062,45,True,,2024-06-17 04:03:00,25
INV0004850,HTL0038,47,True,,2024-04-16 07:56:00,16
INV0004851,HTL0097,47,True,,2024-01-12 07:26:00,2
