payment_id,booking_id,payment_method,payment_status,amount,week_number
PAY0001941,BKG0001941,upi,success,3941.11,11
PAY0001942,BKG0001942,netbanking,success,6982.99,6
PAY0001943,BKG0001943,upi,success,3398.08,1
PAY0001944,BKG0001944,card,success,2300.64,3
PAY0001945,BKG0001945,card,success,4826.53,25
PAY0001946,BKG0001946,upi,success,4766.59,3
PAY0001947,BKG0001947,upi,success,16190.75,12
PAY0001948,BKG0001948,card,success,5660.58,14
PAY0001949,BKG0001949,card,success,5604.16,9
PAY0001950,BKG0001950,card,success,42218.34,5
PAY0001951,BKG0001951,netbanking,success,7802.03,12
PAY0001952,BKG0001952,card,success,5768.71,15
PAY0001953,BKG0001953,upi,success,18624.74,15
PAY0001954,BKG0001954,card,success,5029.36,7
PAY0001955,BKG0001955,card,success,5086.73,17
PAY0001956,BKG0001956,card,success,23525.64,23
PAY0001957,BKG0001957,netbanking,success,6385.21,3
PAY0001958,BKG0001958,upi,failed,2569.4,9
PAY0001959,BKG0001959,upi,success,7385.13,25
PAY0001960,BKG0001960,wallet,success,24747.11,7
PAY0001961,BKG0001961,card,success,5457.27,15
PAY0001962,BKG0001962,upi,success,8242.13,8
PAY0001963,BKG0001963,upi,success,4459.27,22
PAY0001964,BKG0001964,upi,success,13534.72,1
PAY0001965,BKG0001965,card,refunded,5815.18,23
PAY0001966,BKG0001966,card,success,5276.38,8
PAY0001967,BKG0001967,upi,success,3368.98,10
PAY0001968,BKG0001968,card,success,6107.65,22
PAY0001969,BKG0001969,upi,success,5216.12,2
PAY0001970,BKG0001970,netbanking,success,5000.53,6
PAY0001971,BKG0001971,upi,success,6954.99,5
PAY0001972,BKG0001972,upi,refunded,3979.14,7
PAY0001973,BKG0001973,upi,success,8031.08,10
PAY0001974,BKG0001974,upi,success,19257.93,3
PAY0001975,BKG0001975,wallet,failed,3219.73,9
PAY0001976,BKG0001976,card,success,39245.57,23
PAY0001977,BKG0001977,upi,refunded,5211.96,13
PAY0001978,BKG0001978,wallet,success,3486.77,13
PAY0001979,BKG0001979,card,success,8793.93,6
PAY0001980,BKG0001980,card,failed,10594.83,24
PAY0001981,BKG0001981,card,success,5447.57,6
PAY0001982,BKG0001982,upi,failed,1551.97,4
PAY0001983,BKG0001983,upi,success,8357.7,21
PAY0001984,BKG0001984,upi,success,8760.56,16
PAY0001985,BKG0001985,card,success,14620.94,23
PAY0001986,BKG0001986,netbanking,success,3990.14,10
PAY0001987,BKG0001987,card,success,7782.18,5
PAY0001988,BKG0001988,upi,success,5140.17,23
PAY0001989,BKG0001989,upi,success,3344.31,6
PAY0001990,BKG0001990,upi,success,12496.87,5
PAY0001991,BKG0001991,upi,success,9219.34,3
PAY0001992,BKG0001992,upi,success,4691.4,17
PAY0001993,BKG0001993,card,refunded,3885.75,18
PAY0001994,BKG0001994,upi,success,8206.29,7
PAY0001995,BKG0001995,card,success,7380.07,14
PAY0001996,BKG0001996,card,success,3086.17,11
PAY0001997,BKG0001997,card,success,5821.94,23
PAY0001998,BKG0001998,wallet,success,12571.98,6
PAY0001999,BKG0001999,wallet,success,2899.8,13
PAY0002000,BKG0002000,upi,success,9929.12,2
PAY0002001,BKG0002001,wallet,refunded,6533.28,7
PAY0002002,BKG0002002,card,success,6867.35,8
PAY0002003,BKG0002003,card,success,5272.14,16
PAY0002004,BKG0002004,upi,success,7952.44,10
PAY0002005,BKG0002005,netbanking,success,4714.92,15
PAY0002006,BKG0002006,card,success,8632.91,17
PAY0002007,BKG0002007,upi,success,3961.05,5
PAY0002008,BKG0002008,netbanking,success,23042.49,26
PAY0002009,BKG0002009,card,success,5554.78,23
PAY0002010,BKG0002010,upi,success,10139.76,18
PAY0002011,BKG0002011,card,success,24111.51,24
PAY0002012,BKG0002012,upi,success,5229.89,2
PAY0002013,BKG0002013,upi,success,4274.1,18
PAY0002014,BKG0002014,upi,success,5931.86,8
PAY0002015,BKG0002015,upi,failed,5427.29,4
PAY0002016,BKG0002016,upi,success,15316.02,26
PAY0002017,BKG0002017,upi,success,3513.94,15
PAY0002018,BKG0002018,netbanking,success,3465.99,17
PAY0002019,BKG0002019,upi,success,7258.91,14
PAY0002020,BKG0002020,upi,success,11979.6,10
PAY0002021,BKG0002021,upi,success,4763.87,23
PAY0002022,BKG0002022,card,success,4177.85,2
PAY0002023,BKG0002023,upi,success,5734.06,5
PAY0002024,BKG0002024,upi,success,6132.35,4
PAY0002025,BKG0002025,card,success,10314.69,22
PAY0002026,BKG0002026,card,failed,3239.87,18
PAY0002027,BKG0002027,wallet,success,6651.7,1
PAY0002028,BKG0002028,upi,success,20603.74,10
PAY0002029,BKG0002029,card,success,5458.07,12
PAY0002030,BKG0002030,netbanking,success,3929.54,4
PAY0002031,BKG0002031,netbanking,success,6699.16,19
PAY0002032,BKG0002032,upi,success,29477.2,23
PAY0002033,BKG0002033,card,success,4458.08,9
PAY0002034,BKG0002034,upi,success,35937.99,17
PAY0002035,BKG0002035,upi,success,8933.77,22
PAY0002036,BKG0002036,upi,success,3512.54,19
PAY0002037,BKG0002037,upi,success,6299.72,6
PAY0002038,BKG0002038,card,success,4381.79,8
PAY0002039,BKG0002039,card,failed,8321.37,17
PAY0002040,BKG0002040,card,success,4730.13,8
PAY0002041,BKG0002041,wallet,success,3675.5,3
PAY0002042,BKG0002042,upi,success,32054.35,22
PAY0002043,BKG0002043,upi,success,7229.42,25
PAY0002044,BKG0002044,card,success,4791.5,9
PAY0002045,BKG0002045,upi,success,3089.07,11
PAY0002046,BKG0002046,upi,success,2476.39,9
PAY0002047,BKG0002047,upi,success,10642.91,24
PAY0002048,BKG0002048,wallet,success,10895.25,11
PAY0002049,BKG0002049,card,refunded,4312.29,15
PAY0002050,BKG0002050,card,success,4353.32,18
PAY0002051,BKG0002051,card,success,5949.13,17
PAY0002052,BKG0002052,netbanking,success,6815.47,9
PAY0002053,BKG0002053,card,success,18014.26,17
PAY0002054,BKG0002054,netbanking,success,8526.14,12
PAY0002055,BKG0002055,card,success,18156.59,16
PAY0002056,BKG0002056,card,success,12413.56,21
PAY0002057,BKG0002057,upi,success,8365.24,22
PAY0002058,BKG0002058,upi,success,5499.75,7
PAY0002059,BKG0002059,card,success,6250.01,7
PAY0002060,BKG0002060,card,success,15732.54,11
PAY0002061,BKG0002061,card,success,36514.26,6
PAY0002062,BKG0002062,card,success,9668.81,23
PAY0002063,BKG0002063,netbanking,success,7781.5,12
PAY0002064,BKG0002064,netbanking,success,6782.75,22
PAY0002065,BKG0002065,netbanking,success,3611.41,25
PAY0002066,BKG0002066,upi,success,4627.65,6
PAY0002067,BKG0002067,netbanking,success,12141.01,16
PAY0002068,BKG0002068,card,success,5128.6,12
PAY0002069,BKG0002069,card,failed,12778.27,25
PAY0002070,BKG0002070,card,success,4929.85,11
PAY0002071,BKG0002071,upi,success,9351.37,11
PAY0002072,BKG0002072,wallet,success,2679.12,6
PAY0002073,BKG0002073,upi,refunded,3420.49,4
PAY0002074,BKG0002074,upi,refunded,1574.83,7
PAY0002075,BKG0002075,netbanking,success,14823.08,16
PAY0002076,BKG0002076,upi,success,3777.94,9
PAY0002077,BKG0002077,card,success,3058.54,3
PAY0002078,BKG0002078,netbanking,success,5115.19,14
PAY0002079,BKG0002079,wallet,success,3633.49,15
PAY0002080,BKG0002080,card,success,7881.39,13
PAY0002081,BKG0002081,upi,success,16152.76,25
PAY0002082,BKG0002082,upi,failed,16357.21,9
PAY0002083,BKG0002083,card,success,7946.53,25
PAY0002084,BKG0002084,upi,failed,30936.5,24
PAY0002085,BKG0002085,card,success,4963.76,4
PAY0002086,BKG0002086,netbanking,success,49061.13,24
PAY0002087,BKG0002087,upi,success,3759.69,16
PAY0002088,BKG0002088,card,success,4097.02,15
PAY0002089,BKG0002089,upi,success,5142.89,17
PAY0002090,BKG0002090,netbanking,success,10965.43,23
PAY0002091,BKG0002091,upi,success,20281.11,16
PAY0002092,BKG0002092,upi,success,21139.81,25
PAY0002093,BKG0002093,upi,success,16868.36,23
PAY0002094,BKG0002094,card,success,27315.11,8
PAY0002095,BKG0002095,wallet,success,4429.76,23
PAY0002096,BKG0002096,netbanking,success,23606.02,23
PAY0002097,BKG0002097,upi,success,8153.55,14
PAY0002098,BKG0002098,netbanking,failed,22013.56,5
PAY0002099,BKG0002099,upi,success,11822.6,6
PAY0002100,BKG0002100,netbanking,success,4081.78,7
PAY0002101,BKG0002101,upi,success,9383.41,25
PAY0002102,BKG0002102,upi,success,5079.95,7
PAY0002103,BKG0002103,card,success,4420.67,4
PAY0002104,BKG0002104,upi,success,23574.07,22
PAY0002105,BKG0002105,upi,success,5387.63,12
PAY0002106,BKG0002106,card,success,9674.6,25
PAY0002107,BKG0002107,netbanking,success,5547.65,18
PAY0002108,BKG0002108,upi,success,8227.68,11
PAY0002109,BKG0002109,wallet,success,26862.5,11
PAY0002110,BKG0002110,card,success,5729.5,10
PAY0002111,BKG0002111,card,success,5101.39,18
PAY0002112,BKG0002112,netbanking,success,53572.72,9
PAY0002113,BKG0002113,card,success,7678.34,10
PAY0002114,BKG0002114,upi,success,12146.1,2
PAY0002115,BKG0002115,netbanking,success,2512.08,10
PAY0002116,BKG0002116,upi,failed,18153.54,26
PAY0002117,BKG0002117,upi,failed,3845.04,7
PAY0002118,BKG0002118,upi,success,4474.32,21
PAY0002119,BKG0002119,wallet,success,7241.16,20
PAY0002120,BKG0002120,upi,success,34381.24,1
PAY0002121,BKG0002121,upi,failed,6154.37,1
PAY0002122,BKG0002122,upi,success,4261.83,8
PAY0002123,BKG0002123,upi,success,38766.65,24
PAY0002124,BKG0002124,card,success,45232.52,25
PAY0002125,BKG0002125,wallet,success,5586.98,20
PAY0002126,BKG0002126,card,success,9227.97,13
PAY0002127,BKG0002127,wallet,success,6813.33,1
PAY0002128,BKG0002128,card,refunded,7246.28,1
PAY0002129,BKG0002129,wallet,success,2837.78,8
PAY0002130,BKG0002130,netbanking,success,6457.82,22
PAY0002131,BKG0002131,card,success,9648.24,12
PAY0002132,BKG0002132,upi,success,3749.63,5
PAY0002133,BKG0002133,card,success,6275.58,6
PAY0002134,BKG0002134,netbanking,failed,16199.74,17
PAY0002135,BKG0002135,netbanking,success,6739.06,11
PAY0002136,BKG0002136,card,success,5749.95,15
PAY0002137,BKG0002137,netbanking,success,3006.16,8
PAY0002138,BKG0002138,upi,failed,3901.12,9
PAY0002139,BKG0002139,wallet,success,4170.83,2
PAY0002140,BKG0002140,card,success,13342.74,14
PAY0002141,BKG0002141,upi,success,5970.16,18
PAY0002142,BKG0002142,wallet,success,22504.81,15
PAY0002143,BKG0002143,wallet,success,20335.52,17
PAY0002144,BKG0002144,card,success,13354.65,22
PAY0002145,BKG0002145,card,success,7280.57,15
PAY0002146,BKG0002146,card,success,3525.52,8
PAY0002147,BKG0002147,upi,success,2323.64,8
PAY0002148,BKG0002148,card,success,8052.56,7
PAY0002149,BKG0002149,netbanking,success,10501.03,26
PAY0002150,BKG0002150,upi,success,5034.6,12
PAY0002151,BKG0002151,netbanking,success,38372.2,23
PAY0002152,BKG0002152,upi,success,19505.25,25
PAY0002153,BKG0002153,netbanking,success,4084.65,24
PAY0002154,BKG0002154,card,success,5453.97,16
PAY0002155,BKG0002155,netbanking,success,13358.85,6
PAY0002156,BKG0002156,card,success,4118.8,23
PAY0002157,BKG0002157,upi,success,3665.45,22
PAY0002158,BKG0002158,card,success,9369.05,11
PAY0002159,BKG0002159,upi,failed,4712.8,5
PAY0002160,BKG0002160,netbanking,success,24136.07,22
PAY0002161,BKG0002161,upi,success,7763.16,24
PAY0002162,BKG0002162,upi,success,6932.73,10
PAY0002163,BKG0002163,upi,success,10694.45,7
PAY0002164,BKG0002164,upi,success,22434.08,1
PAY0002165,BKG0002165,card,success,24560.28,26
PAY0002166,BKG0002166,card,success,5816.33,12
PAY0002167,BKG0002167,upi,success,5130.83,14
PAY0002168,BKG0002168,card,success,5798.37,2
PAY0002169,BKG0002169,upi,refunded,11200.97,24
PAY0002170,BKG0002170,upi,success,17034.76,4
PAY0002171,BKG0002171,upi,success,18776.82,1
PAY0002172,BKG0002172,card,success,11660.51,20
PAY0002173,BKG0002173,netbanking,success,16044.73,10
PAY0002174,BKG0002174,upi,success,4231.32,7
PAY0002175,BKG0002175,upi,success,3359.49,16
PAY0002176,BKG0002176,upi,success,4329.8,11
PAY0002177,BKG0002177,card,success,8204.12,23
PAY0002178,BKG0002178,upi,success,3137.96,19
PAY0002179,BKG0002179,wallet,success,22217.62,15
PAY0002180,BKG0002180,upi,success,11353.27,8
PAY0002181,BKG0002181,upi,success,13782.86,24
PAY0002182,BKG0002182,card,success,28411.07,3
PAY0002183,BKG0002183,upi,success,16298.55,8
PAY0002184,BKG0002184,card,success,4955.45,9
PAY0002185,BKG0002185,upi,success,5732.02,22
PAY0002186,BKG0002186,upi,success,6260.73,8
PAY0002187,BKG0002187,netbanking,success,11550.43,21
PAY0002188,BKG0002188,upi,failed,18255.61,16
PAY0002189,BKG0002189,upi,failed,17859.26,1
PAY0002190,BKG0002190,upi,success,54891.48,10
PAY0002191,BKG0002191,card,success,8940.68,8
PAY0002192,BKG0002192,card,success,28256.59,19
PAY0002193,BKG0002193,card,success,21094.9,22
PAY0002194,BKG0002194,card,success,4878.12,2
PAY0002195,BKG0002195,card,success,3427.4,11
PAY0002196,BKG0002196,upi,success,5764.1,17
PAY0002197,BKG0002197,upi,success,6926.41,17
PAY0002198,BKG0002198,upi,success,59573.68,21
PAY0002199,BKG0002199,upi,success,25286.9,26
PAY0002200,BKG0002200,upi,success,13907.16,16
PAY0002201,BKG0002201,wallet,success,7427.86,10
PAY0002202,BKG0002202,card,success,33886.48,5
PAY0002203,BKG0002203,wallet,success,6108.72,23
PAY0002204,BKG0002204,upi,success,8154.64,17
PAY0002205,BKG0002205,upi,success,9030.18,24
PAY0002206,BKG0002206,upi,success,2632.99,24
PAY0002207,BKG0002207,upi,success,11138.76,4
PAY0002208,BKG0002208,netbanking,success,13012.57,1
PAY0002209,BKG0002209,upi,success,22085.58,18
PAY0002210,BKG0002210,wallet,success,23915.88,18
PAY0002211,BKG0002211,upi,success,3831.96,14
PAY0002212,BKG0002212,upi,success,18139.72,25
PAY0002213,BKG0002213,wallet,failed,2153.67,3
PAY0002214,BKG0002214,netbanking,success,8698.63,20
PAY0002215,BKG0002215,upi,success,5494.28,23
PAY0002216,BKG0002216,upi,success,4047.23,12
PAY0002217,BKG0002217,card,success,11634.79,22
PAY0002218,BKG0002218,netbanking,success,8234.4,9
PAY0002219,BKG0002219,card,success,23800.66,26
PAY0002220,BKG0002220,upi,success,8096.84,2
PAY0002221,BKG0002221,wallet,success,6962.73,10
PAY0002222,BKG0002222,card,success,16551.91,22
PAY0002223,BKG0002223,upi,success,12585.64,25
PAY0002224,BKG0002224,wallet,success,6515.67,22
PAY0002225,BKG0002225,upi,success,18565.95,17
PAY0002226,BKG0002226,card,success,4616.8,24
PAY0002227,BKG0002227,card,success,13575.07,13
PAY0002228,BKG0002228,netbanking,success,20203.34,15
PAY0002229,BKG0002229,netbanking,success,28548.07,3
PAY0002230,BKG0002230,wallet,success,5518.89,8
PAY0002231,BKG0002231,upi,success,4060.19,14
PAY0002232,BKG0002232,netbanking,success,27377.26,11
PAY0002233,BKG0002233,card,success,4691.93,8
PAY0002234,BKG0002234,card,success,5164.65,3
PAY0002235,BKG0002235,card,success,5532.38,7
PAY0002236,BKG0002236,card,success,4378.74,15
PAY0002237,BKG0002237,upi,success,20775.13,8
PAY0002238,BKG0002238,card,success,6509.28,13
PAY0002239,BKG0002239,upi,success,46775.54,9
PAY0002240,BKG0002240,upi,success,7366.68,4
PAY0002241,BKG0002241,card,success,7114.01,17
PAY0002242,BKG0002242,upi,failed,13374.56,3
PAY0002243,BKG0002243,upi,success,6167.73,10
PAY0002244,BKG0002244,netbanking,success,3894.6,20
PAY0002245,BKG0002245,upi,success,5377.24,9
PAY0002246,BKG0002246,wallet,success,3495.21,17
PAY0002247,BKG0002247,wallet,failed,6597.51,12
PAY0002248,BKG0002248,upi,success,9799.6,13
PAY0002249,BKG0002249,card,success,13481.64,26
PAY0002250,BKG0002250,upi,success,7788.2,14
PAY0002251,BKG0002251,card,success,3412.05,6
PAY0002252,BKG0002252,card,success,2737.06,2
PAY0002253,BKG0002253,card,success,12918.8,25
PAY0002254,BKG0002254,upi,success,8416.31,12
PAY0002255,BKG0002255,upi,success,10049.34,24
PAY0002256,BKG0002256,card,success,5495.53,11
PAY0002257,BKG0002257,upi,success,3328.86,7
PAY0002258,BKG0002258,upi,success,31625.81,3
PAY0002259,BKG0002259,netbanking,success,5214.89,17
PAY0002260,BKG0002260,netbanking,refunded,19432.19,6
PAY0002261,BKG0002261,card,success,5448.69,10
PAY0002262,BKG0002262,netbanking,success,4419.18,5
PAY0002263,BKG0002263,upi,success,6746.94,17
PAY0002264,BKG0002264,upi,success,5182.8,8
PAY0002265,BKG0002265,netbanking,success,16590.62,14
PAY0002266,BKG0002266,wallet,success,16760.44,22
PAY0002267,BKG0002267,upi,success,12212.51,2
PAY0002268,BKG0002268,upi,success,3335.72,9
PAY0002269,BKG0002269,card,success,2105.73,11
PAY0002270,BKG0002270,upi,success,28210.95,18
PAY0002271,BKG0002271,card,success,9073.59,11
PAY0002272,BKG0002272,netbanking,success,22150.06,25
PAY0002273,BKG0002273,upi,success,13735.84,9
PAY0002274,BKG0002274,upi,success,5579.67,21
PAY0002275,BKG0002275,card,refunded,5860.6,14
PAY0002276,BKG0002276,upi,success,7966.62,9
PAY0002277,BKG0002277,card,success,18813.06,1
PAY0002278,BKG0002278,card,success,3820.36,18
PAY0002279,BKG0002279,upi,success,2750.07,10
PAY0002280,BKG0002280,wallet,success,13331.6,12
PAY0002281,BKG0002281,upi,success,6776.71,13
PAY0002282,BKG0002282,upi,success,10336.26,6
PAY0002283,BKG0002283,upi,success,6326.11,3
PAY0002284,BKG0002284,netbanking,failed,6361.75,11
PAY0002285,BKG0002285,upi,success,4414.23,25
PAY0002286,BKG0002286,card,success,2728.78,2
PAY0002287,BKG0002287,upi,success,5753.85,21
PAY0002288,BKG0002288,upi,success,7547.62,20
PAY0002289,BKG0002289,upi,success,11605.94,15
PAY0002290,BKG0002290,upi,success,4081.0,12
PAY0002291,BKG0002291,card,success,8549.27,23
PAY0002292,BKG0002292,upi,success,4343.75,8
PAY0002293,BKG0002293,upi,success,3082.03,11
PAY0002294,BKG0002294,card,success,11489.33,13
PAY0002295,BKG0002295,netbanking,success,5750.5,9
PAY0002296,BKG0002296,upi,success,7901.03,13
PAY0002297,BKG0002297,card,success,25937.9,2
PAY0002298,BKG0002298,card,success,8028.27,11
PAY0002299,BKG0002299,card,success,1879.43,4
PAY0002300,BKG0002300,card,success,19593.65,21
PAY0002301,BKG0002301,card,success,14261.8,14
PAY0002302,BKG0002302,netbanking,success,18034.62,12
PAY0002303,BKG0002303,card,success,9151.2,10
PAY0002304,BKG0002304,upi,success,4327.97,15
PAY0002305,BKG0002305,upi,success,6019.4,5
PAY0002306,BKG0002306,upi,success,9160.3,6
PAY0002307,BKG0002307,card,success,9423.09,1
PAY0002308,BKG0002308,netbanking,success,7915.95,26
PAY0002309,BKG0002309,upi,success,4148.02,17
PAY0002310,BKG0002310,upi,success,5494.77,16
PAY0002311,BKG0002311,card,success,18011.28,12
PAY0002312,BKG0002312,card,success,29338.66,4
PAY0002313,BKG0002313,netbanking,success,3849.82,18
PAY0002314,BKG0002314,upi,success,41486.76,1
PAY0002315,BKG0002315,upi,success,28046.4,1
PAY0002316,BKG0002316,upi,success,7756.52,23
PAY0002317,BKG0002317,upi,success,29062.08,23
PAY0002318,BKG0002318,card,success,4106.39,20
PAY0002319,BKG0002319,upi,success,4882.37,10
PAY0002320,BKG0002320,card,success,5340.76,19
PAY0002321,BKG0002321,upi,success,22196.49,18
PAY0002322,BKG0002322,card,success,2845.47,7
PAY0002323,BKG0002323,card,success,2000.61,12
PAY0002324,BKG0002324,card,success,8748.97,8
PAY0002325,BKG0002325,upi,success,4309.97,25
PAY0002326,BKG0002326,upi,success,11560.05,9
PAY0002327,BKG0002327,upi,success,4078.34,4
PAY0002328,BKG0002328,upi,refunded,15233.51,3
PAY0002329,BKG0002329,upi,success,7443.36,1
PAY0002330,BKG0002330,netbanking,success,1670.78,15
PAY0002331,BKG0002331,upi,success,14173.83,8
PAY0002332,BKG0002332,upi,success,50866.11,20
PAY0002333,BKG0002333,wallet,success,3545.98,9
PAY0002334,BKG0002334,card,success,3041.69,11
PAY0002335,BKG0002335,netbanking,success,3959.48,22
PAY0002336,BKG0002336,upi,success,3893.17,8
PAY0002337,BKG0002337,upi,success,14285.99,7
PAY0002338,BKG0002338,card,failed,14359.35,4
PAY0002339,BKG0002339,card,success,8325.0,2
PAY0002340,BKG0002340,netbanking,success,4747.46,11
PAY0002341,BKG0002341,wallet,success,30348.53,13
PAY0002342,BKG0002342,upi,success,7987.41,21
PAY0002343,BKG0002343,card,success,26321.22,5
PAY0002344,BKG0002344,upi,success,3959.11,24
PAY0002345,BKG0002345,upi,success,4162.57,15
PAY0002346,BKG0002346,netbanking,success,6336.01,1
PAY0002347,BKG0002347,upi,success,8021.38,6
PAY0002348,BKG0002348,upi,success,20377.92,11
PAY0002349,BKG0002349,netbanking,success,7394.88,3
PAY0002350,BKG0002350,card,success,16737.19,5
PAY0002351,BKG0002351,card,success,7764.22,12
PAY0002352,BKG0002352,wallet,refunded,2893.1,2
PAY0002353,BKG0002353,card,success,2378.21,14
PAY0002354,BKG0002354,wallet,success,4401.24,21
PAY0002355,BKG0002355,wallet,success,3982.85,7
PAY0002356,BKG0002356,netbanking,success,29159.81,3
PAY0002357,BKG0002357,upi,success,5456.14,2
PAY0002358,BKG0002358,upi,success,8198.37,4
PAY0002359,BKG0002359,netbanking,success,5231.81,7
PAY0002360,BKG0002360,netbanking,success,27159.66,3
PAY0002361,BKG0002361,card,success,23557.79,2
PAY0002362,BKG0002362,upi,success,13289.67,13
PAY0002363,BKG0002363,netbanking,success,8617.34,8
PAY0002364,BKG0002364,card,success,5077.37,24
PAY0002365,BKG0002365,netbanking,success,5550.09,3
PAY0002366,BKG0002366,netbanking,success,21759.85,21
PAY0002367,BKG0002367,wallet,success,19380.29,7
PAY0002368,BKG0002368,card,success,19890.43,14
PAY0002369,BKG0002369,netbanking,success,7810.12,25
PAY0002370,BKG0002370,upi,success,21505.79,18
PAY0002371,BKG0002371,card,success,26042.78,1
PAY0002372,BKG0002372,card,success,7159.44,5
PAY0002373,BKG0002373,upi,success,9100.49,17
PAY0002374,BKG0002374,netbanking,success,3435.6,2
PAY0002375,BKG0002375,upi,success,5390.93,25
PAY0002376,BKG0002376,upi,success,4328.04,5
PAY0002377,BKG0002377,netbanking,success,16513.39,2
PAY0002378,BKG0002378,card,success,5530.73,5
PAY0002379,BKG0002379,card,success,10273.44,16
PAY0002380,BKG0002380,upi,success,28286.81,21
PAY0002381,BKG0002381,card,success,5477.87,7
PAY0002382,BKG0002382,card,success,4864.36,5
PAY0002383,BKG0002383,upi,success,6211.75,10
PAY0002384,BKG0002384,card,success,5122.67,13
PAY0002385,BKG0002385,upi,success,28974.47,25
PAY0002386,BKG0002386,upi,success,3221.38,8
PAY0002387,BKG0002387,upi,success,10449.48,17
PAY0002388,BKG0002388,card,success,14981.6,6
PAY0002389,BKG0002389,card,success,18369.54,16
PAY0002390,BKG0002390,wallet,success,8631.27,16
PAY0002391,BKG0002391,upi,success,4588.47,3
PAY0002392,BKG0002392,netbanking,failed,2312.2,4
PAY0002393,BKG0002393,card,success,9736.75,1
PAY0002394,BKG0002394,upi,success,13259.24,21
PAY0002395,BKG0002395,upi,success,6300.3,12
PAY0002396,BKG0002396,upi,success,5478.63,4
PAY0002397,BKG0002397,card,success,17326.49,24
PAY0002398,BKG0002398,upi,success,9607.95,11
PAY0002399,BKG0002399,upi,success,2503.85,9
PAY0002400,BKG0002400,card,success,3452.91,11
PAY0002401,BKG0002401,card,success,9906.54,17
PAY0002402,BKG0002402,upi,success,7070.02,12
PAY0002403,BKG0002403,upi,success,3531.41,4
PAY0002404,BKG0002404,upi,failed,5411.47,19
PAY0002405,BKG0002405,card,success,6084.53,19
PAY0002406,BKG0002406,card,success,6963.25,14
PAY0002407,BKG0002407,wallet,success,5338.16,12
PAY0002408,BKG0002408,card,success,6982.35,10
PAY0002409,BKG0002409,upi,success,9778.75,25
PAY0002410,BKG0002410,card,success,4622.59,10
PAY0002411,BKG0002411,upi,failed,11323.91,24
PAY0002412,BKG0002412,card,success,13816.86,13
PAY0002413,BKG0002413,upi,success,3544.58,1
PAY0002414,BKG0002414,wallet,success,4126.95,7
PAY0002415,BKG0002415,wallet,success,4945.9,19
PAY0002416,BKG0002416,upi,success,13229.24,25
PAY0002417,BKG0002417,upi,success,11124.12,23
PAY0002418,BKG0002418,card,success,2425.8,7
PAY0002419,BKG0002419,netbanking,success,37033.98,12
PAY0002420,BKG0002420,upi,failed,5036.04,21
PAY0002421,BKG0002421,wallet,success,8371.93,15
PAY0002422,BKG0002422,upi,success,2186.24,11
PAY0002423,BKG0002423,upi,success,3500.47,9
PAY0002424,BKG0002424,card,success,123545.49,12
PAY0002425,BKG0002425,card,success,8207.06,13
PAY0002426,BKG0002426,wallet,success,4836.93,5
PAY0002427,BKG0002427,card,success,3102.06,11
PAY0002428,BKG0002428,card,success,41962.03,19
PAY0002429,BKG0002429,upi,success,6979.41,5
PAY0002430,BKG0002430,wallet,success,7241.74,12
PAY0002431,BKG0002431,upi,failed,4046.32,7
PAY0002432,BKG0002432,netbanking,success,5396.45,26
PAY0002433,BKG0002433,upi,success,5198.47,20
PAY0002434,BKG0002434,upi,success,2678.36,7
PAY0002435,BKG0002435,card,success,6601.24,17
PAY0002436,BKG0002436,upi,success,13867.62,7
PAY0002437,BKG0002437,upi,success,8587.05,20
PAY0002438,BKG0002438,upi,success,11251.09,1
PAY0002439,BKG0002439,upi,success,20205.76,22
PAY0002440,BKG0002440,upi,success,12955.54,23
PAY0002441,BKG0002441,upi,success,3609.63,5
PAY0002442,BKG0002442,wallet,success,4593.88,15
PAY0002443,BKG0002443,card,success,3168.68,13
PAY0002444,BKG0002444,netbanking,success,7560.36,21
PAY0002445,BKG0002445,card,success,15172.77,22
PAY0002446,BKG0002446,card,success,5345.78,21
PAY0002447,BKG0002447,netbanking,success,6325.72,6
PAY0002448,BKG0002448,upi,success,4063.34,25
PAY0002449,BKG0002449,card,success,1932.79,4
PAY0002450,BKG0002450,upi,success,4200.17,12
PAY0002451,BKG0002451,upi,success,3811.57,8
PAY0002452,BKG0002452,card,success,17625.33,16
PAY0002453,BKG0002453,upi,success,8982.99,2
PAY0002454,BKG0002454,card,success,1586.91,6
PAY0002455,BKG0002455,upi,success,6494.05,9
PAY0002456,BKG0002456,wallet,success,4167.57,5
PAY0002457,BKG0002457,upi,success,14372.46,22
PAY0002458,BKG0002458,card,failed,1474.79,14
PAY0002459,BKG0002459,upi,success,2854.46,10
PAY0002460,BKG0002460,upi,success,5461.12,6
PAY0002461,BKG0002461,upi,success,5289.8,11
PAY0002462,BKG0002462,upi,success,14540.65,22
PAY0002463,BKG0002463,card,success,4244.69,16
PAY0002464,BKG0002464,upi,success,5215.97,12
PAY0002465,BKG0002465,upi,success,7744.33,12
PAY0002466,BKG0002466,upi,success,4582.51,1
PAY0002467,BKG0002467,upi,success,5582.9,7
PAY0002468,BKG0002468,upi,success,22410.01,1
PAY0002469,BKG0002469,upi,success,3854.62,1
PAY0002470,BKG0002470,upi,success,5837.0,8
PAY0002471,BKG0002471,wallet,success,2072.47,1
PAY0002472,BKG0002472,netbanking,success,4641.82,6
PAY0002473,BKG0002473,card,success,12059.22,23
PAY0002474,BKG0002474,upi,success,33229.64,24
